symbol,date,wave,entry_time,exit_time,entry_price,exit_price,shares,pnl_pct,pnl_dollar,exit_reason,cross_time_min,vol_at_cross,macd_hist_pct,w1_pnl
PTLE,2025-01-10,1,2025-01-10 14:36:00+00:00,2025-01-10 14:43:00+00:00,12.7728,12.8091,3914,0.28,142.15,macd_flip,7,29670,0.6,0.28
WKEY,2025-01-10,1,2025-01-10 14:47:00+00:00,2025-01-10 14:48:00+00:00,8.0525,7.8836,6209,-2.1,-1048.96,hard_stop,44,222860,0.5055,-2.1
MSW,2025-01-10,1,2025-01-10 14:57:00+00:00,2025-01-10 15:01:00+00:00,6.0066,5.8806,8324,-2.1,-1048.98,hard_stop,19,59453,0.9284,-2.1
GRRR,2025-01-13,1,2025-01-13 13:56:00+00:00,2025-01-13 13:59:00+00:00,14.3231,14.0226,3490,-2.1,-1048.74,hard_stop,25,295563,0.9341,-2.1
XTIA,2025-01-13,1,2025-01-13 14:30:00+00:00,2025-01-13 14:36:00+00:00,7.2861,7.1332,6862,-2.1,-1048.94,hard_stop,1,24775,0.5904,-2.1
MSW,2025-01-13,1,2025-01-13 14:34:00+00:00,2025-01-13 14:41:00+00:00,8.2062,8.034,6092,-2.1,-1048.84,hard_stop,3,24332,1.3094,-2.1
PDYN,2025-01-13,1,2025-01-13 14:35:00+00:00,2025-01-13 14:36:00+00:00,8.5776,8.3976,5829,-2.1,-1048.97,hard_stop,33,162356,1.0597,-2.1
EWCZ,2025-01-13,1,2025-01-13 14:57:00+00:00,2025-01-13 15:03:00+00:00,6.7317,6.5905,7427,-2.1,-1048.93,hard_stop,19,75265,0.7484,-2.1
QMCO,2025-01-14,1,2025-01-14 14:32:00+00:00,2025-01-14 14:34:00+00:00,23.9439,23.4416,2088,-2.1,-1048.89,hard_stop,33,59399,0.5563,-2.1
XXII,2025-01-14,1,2025-01-14 14:45:00+00:00,2025-01-14 15:03:00+00:00,6.9199,7.4426,7225,7.55,3776.05,macd_flip,46,184653,1.5125,7.55
XXII,2025-01-15,1,2025-01-15 14:10:00+00:00,2025-01-15 14:11:00+00:00,8.4685,8.2908,5904,-2.1,-1048.95,hard_stop,24,29811,2.3493,-2.1
ARQQ,2025-01-15,1,2025-01-15 14:30:00+00:00,2025-01-15 14:31:00+00:00,23.7938,23.2946,2101,-2.1,-1048.81,hard_stop,20,38004,0.9487,-2.1
NEO,2025-01-15,1,2025-01-15 14:34:00+00:00,2025-01-15 14:35:00+00:00,16.1311,15.7927,3099,-2.1,-1048.8,hard_stop,17,149527,0.9463,-2.1
DFNS,2025-01-15,1,2025-01-15 14:58:00+00:00,2025-01-15 15:00:00+00:00,18.028,17.6498,2773,-2.1,-1048.83,hard_stop,24,70200,0.7892,-2.1
PROP,2025-01-15,1,2025-01-15 16:38:00+00:00,2025-01-15 16:50:00+00:00,7.0075,6.8605,7135,-2.1,-1048.97,hard_stop,35,65103,0.557,-2.1
ATRA,2025-01-16,1,2025-01-16 14:14:00+00:00,2025-01-16 14:15:00+00:00,6.7568,6.615,7400,-2.1,-1049.0,hard_stop,1,21927,0.59,-2.1
MYSE,2025-01-16,1,2025-01-16 14:34:00+00:00,2025-01-16 14:58:00+00:00,4.4539,5.5843,11225,25.38,12688.3,macd_flip,3,172731,0.6287,25.38
FSI,2025-01-16,1,2025-01-16 14:35:00+00:00,2025-01-16 14:36:00+00:00,4.7948,4.6942,10427,-2.1,-1048.9,hard_stop,16,92415,0.7806,-2.1
ARQQ,2025-01-16,1,2025-01-16 14:37:00+00:00,2025-01-16 14:57:00+00:00,24.5669,26.5334,2035,8.0,4001.82,macd_flip,42,216036,1.3865,8.0
DFNS,2025-01-16,1,2025-01-16 15:55:00+00:00,2025-01-16 16:03:00+00:00,19.6905,19.4605,2539,-1.17,-583.85,macd_flip,75,185040,0.6565,-1.17
KPLT,2025-01-16,1,2025-01-16 16:33:00+00:00,2025-01-16 16:34:00+00:00,7.998,7.8302,6251,-2.1,-1048.9,hard_stop,14,11373,0.9737,-2.1
BZAI,2025-01-17,1,2025-01-17 14:36:00+00:00,2025-01-17 14:59:00+00:00,8.7087,9.4505,5741,8.52,4258.9,macd_flip,5,51101,1.3406,8.52
BDMD,2025-01-17,1,2025-01-17 15:28:00+00:00,2025-01-17 16:12:00+00:00,6.7568,9.2413,7400,36.77,18386.04,macd_flip,42,114627,1.0765,36.77
RGTIW,2025-01-21,1,2025-01-21 14:38:00+00:00,2025-01-21 14:54:00+00:00,4.9165,5.5444,10169,12.77,6385.51,macd_flip,7,92659,1.0666,12.77
BTSG,2025-01-21,1,2025-01-21 14:47:00+00:00,2025-01-21 14:57:00+00:00,20.6957,20.6294,2415,-0.32,-160.17,macd_flip,13,87172,0.5889,-0.32
NTRB,2025-01-22,1,2025-01-22 14:31:00+00:00,2025-01-22 14:32:00+00:00,6.6867,6.5464,7477,-2.1,-1048.92,hard_stop,40,61608,1.6975,-2.1
GRAL,2025-01-22,1,2025-01-22 14:44:00+00:00,2025-01-22 15:02:00+00:00,21.021,22.4695,2378,6.89,3444.55,macd_flip,13,140626,0.6478,6.89
SPCB,2025-01-23,1,2025-01-23 14:10:00+00:00,2025-01-23 14:11:00+00:00,15.3008,14.9798,3267,-2.1,-1048.74,hard_stop,6,62032,0.582,-2.1
BTCT,2025-01-23,1,2025-01-23 14:36:00+00:00,2025-01-23 14:38:00+00:00,6.503,6.3666,7688,-2.1,-1048.9,hard_stop,5,176653,1.0493,-2.1
NTRB,2025-01-23,1,2025-01-23 14:36:00+00:00,2025-01-23 14:50:00+00:00,8.2983,8.7693,6025,5.68,2837.97,macd_flip,24,136219,0.7491,5.68
BDMD,2025-01-23,1,2025-01-23 14:51:00+00:00,2025-01-23 14:52:00+00:00,7.998,7.8302,6251,-2.1,-1048.9,hard_stop,16,29285,1.2166,-2.1
DWTX,2025-01-23,1,2025-01-23 14:52:00+00:00,2025-01-23 14:53:00+00:00,3.3333,3.2634,15000,-2.1,-1049.0,hard_stop,21,33570,0.5183,-2.1
TJGC,2025-01-23,1,2025-01-23 15:00:00+00:00,2025-01-23 15:01:00+00:00,4.8839,4.7814,10237,-2.1,-1048.92,hard_stop,4,85339,0.8,-2.1
RNAZ,2025-01-23,1,2025-01-23 18:52:00+00:00,2025-01-23 18:53:00+00:00,4.3443,4.2532,11509,-2.1,-1048.98,hard_stop,36,93275,2.1072,-2.1
RNAZ,2025-01-24,1,2025-01-24 13:44:00+00:00,2025-01-24 13:45:00+00:00,7.5577,7.3991,6615,-2.1,-1048.87,hard_stop,2,26497,0.8865,-2.1
WKEY,2025-01-24,1,2025-01-24 14:26:00+00:00,2025-01-24 14:27:00+00:00,9.5996,9.3982,5208,-2.1,-1048.89,hard_stop,12,69911,1.335,-2.1
FPH,2025-01-24,1,2025-01-24 14:46:00+00:00,2025-01-24 14:54:00+00:00,5.4655,5.4434,9148,-0.4,-202.25,macd_flip,3,138688,0.5882,-0.4
RGTIW,2025-01-24,1,2025-01-24 15:26:00+00:00,2025-01-24 15:33:00+00:00,6.2613,6.2238,7985,-0.6,-299.32,macd_flip,8,160099,0.513,-0.6
LTRN,2025-01-24,1,2025-01-24 16:40:00+00:00,2025-01-24 16:53:00+00:00,5.1251,5.2248,9755,1.94,972.09,macd_flip,66,152395,0.5703,1.94
DWTX,2025-01-27,1,2025-01-27 14:32:00+00:00,2025-01-27 14:33:00+00:00,10.3818,10.164,4816,-2.1,-1048.97,hard_stop,23,42247,0.7424,-2.1
EVAX,2025-01-27,1,2025-01-27 14:33:00+00:00,2025-01-27 14:47:00+00:00,6.1181,6.4835,8172,5.97,2986.03,macd_flip,2,90818,0.502,5.97
TSMX,2025-01-27,1,2025-01-27 16:49:00+00:00,2025-01-27 17:04:00+00:00,27.0269,26.8232,1850,-0.75,-376.94,macd_flip,5,232733,0.5469,-0.75
ENGN,2025-01-27,1,2025-01-27 18:56:00+00:00,2025-01-27 19:10:00+00:00,7.0871,6.9384,7055,-2.1,-1048.99,hard_stop,5,8836,0.5305,-2.1
RNAZ,2025-01-28,1,2025-01-28 14:21:00+00:00,2025-01-28 15:02:00+00:00,7.3073,9.5213,6842,30.3,15147.98,macd_flip,4,13736,1.2639,30.3
DWTX,2025-01-28,1,2025-01-28 14:42:00+00:00,2025-01-28 14:43:00+00:00,19.3794,18.9728,2580,-2.1,-1048.97,hard_stop,36,201472,0.7193,-2.1
NVNI,2025-01-28,1,2025-01-28 15:05:00+00:00,2025-01-28 15:30:00+00:00,4.4745,4.6354,11174,3.6,1797.78,macd_flip,1,241711,0.5299,3.6
RNAZ,2025-01-29,1,2025-01-29 14:35:00+00:00,2025-01-29 14:36:00+00:00,9.8955,9.6879,5052,-2.1,-1048.83,hard_stop,35,55417,0.717,-2.1
KRKR,2025-01-29,1,2025-01-29 14:56:00+00:00,2025-01-29 14:57:00+00:00,4.8148,4.7138,10384,-2.1,-1048.94,hard_stop,6,25306,1.1003,-2.1
FOXX,2025-01-30,1,2025-01-30 14:37:00+00:00,2025-01-30 14:42:00+00:00,3.3833,3.3123,14778,-2.1,-1048.96,hard_stop,4,6066,1.5574,-2.1
ACON,2025-01-30,1,2025-01-30 15:30:00+00:00,2025-01-30 15:31:00+00:00,9.5045,9.3051,5260,-2.1,-1048.87,hard_stop,61,131148,0.7407,-2.1
SKBL,2025-01-30,1,2025-01-30 15:33:00+00:00,2025-01-30 15:42:00+00:00,5.3403,5.5033,9362,3.05,1525.6,macd_flip,9,112691,0.5467,3.05
JL,2025-01-30,1,2025-01-30 19:20:00+00:00,2025-01-30 19:25:00+00:00,7.1572,7.007,6986,-2.1,-1049.0,hard_stop,63,103759,3.7273,-2.1
RGTIW,2025-01-31,1,2025-01-31 14:49:00+00:00,2025-01-31 14:59:00+00:00,5.3854,5.2724,9284,-2.1,-1048.96,hard_stop,16,110104,0.5153,-2.1
FCUV,2025-01-31,1,2025-01-31 17:34:00+00:00,2025-01-31 19:19:00+00:00,4.1942,6.1339,11921,46.25,23122.81,macd_flip,79,125424,0.8338,46.25
BCTX,2025-02-03,1,2025-02-03 14:04:00+00:00,2025-02-03 14:05:00+00:00,6.1854,6.0556,8083,-2.1,-1048.92,hard_stop,33,238200,0.8539,-2.1
XGN,2025-02-04,1,2025-02-04 14:40:00+00:00,2025-02-04 14:41:00+00:00,4.6446,4.5472,10765,-2.1,-1048.99,hard_stop,11,60781,0.7622,-2.1
EYPT,2025-02-05,1,2025-02-05 14:51:00+00:00,2025-02-05 15:06:00+00:00,7.6575,8.0619,6529,5.28,2640.2,macd_flip,2,183720,0.5757,5.28
RNAZ,2025-02-05,1,2025-02-05 14:53:00+00:00,2025-02-05 14:54:00+00:00,7.5075,7.35,6660,-2.1,-1049.0,hard_stop,26,67016,0.6987,-2.1
GCL,2025-02-05,1,2025-02-05 17:10:00+00:00,2025-02-05 18:22:00+00:00,6.7067,13.5864,7455,102.58,51288.16,macd_flip,3,1627,1.9265,102.58
QNTM,2025-02-06,1,2025-02-06 13:34:00+00:00,2025-02-06 13:35:00+00:00,12.3423,12.0834,4051,-2.1,-1048.97,hard_stop,3,204888,0.7315,-2.1
PSFE,2025-02-06,1,2025-02-06 16:19:00+00:00,2025-02-06 16:30:00+00:00,22.4839,22.5275,2223,0.19,96.9,macd_flip,53,186699,0.9454,0.19
TNXP,2025-02-07,1,2025-02-07 14:05:00+00:00,2025-02-07 14:14:00+00:00,13.4634,13.4166,3713,-0.35,-174.07,macd_flip,29,103725,0.7829,-0.35
HCAI,2025-02-07,1,2025-02-07 20:42:00+00:00,2025-02-07 20:43:00+00:00,4.2941,4.204,11643,-2.1,-1048.92,hard_stop,66,149861,1.2476,-2.1
AIOT,2025-02-10,1,2025-02-10 14:33:00+00:00,2025-02-10 14:46:00+00:00,7.1273,7.2527,7015,1.76,879.82,macd_flip,2,241444,0.8508,1.76
DOMH,2025-02-10,1,2025-02-10 14:35:00+00:00,2025-02-10 14:41:00+00:00,4.3844,4.2924,11404,-2.1,-1048.99,hard_stop,44,174676,1.2074,-2.1
JG,2025-02-10,1,2025-02-10 14:38:00+00:00,2025-02-10 15:01:00+00:00,12.993,14.6354,3848,12.64,6319.84,macd_flip,4,26294,0.5705,12.64
QNTM,2025-02-10,1,2025-02-10 14:46:00+00:00,2025-02-10 14:57:00+00:00,12.1221,12.4675,4124,2.85,1424.47,macd_flip,45,196122,1.081,2.85
CSAI,2025-02-10,1,2025-02-10 15:14:00+00:00,2025-02-10 15:21:00+00:00,6.1561,6.027,8121,-2.1,-1048.88,hard_stop,32,39438,0.6371,-2.1
SOPA,2025-02-11,1,2025-02-11 14:39:00+00:00,2025-02-11 14:49:00+00:00,3.3033,3.4066,15136,3.13,1563.4,macd_flip,8,249702,1.1753,3.13
PCLA,2025-02-11,1,2025-02-11 15:58:00+00:00,2025-02-11 16:05:00+00:00,8.4384,8.4535,5925,0.18,89.51,macd_flip,77,234140,0.6293,0.18
GRRR,2025-02-12,1,2025-02-12 14:36:00+00:00,2025-02-12 14:45:00+00:00,22.042,22.1578,2268,0.53,262.63,macd_flip,5,171715,1.0604,0.53
CSAI,2025-02-12,1,2025-02-12 14:38:00+00:00,2025-02-12 14:39:00+00:00,13.5135,13.23,3700,-2.1,-1049.0,hard_stop,6,13908,0.6523,-2.1
LTBR,2025-02-12,1,2025-02-12 14:38:00+00:00,2025-02-12 14:56:00+00:00,11.5115,12.3376,4343,7.18,3587.97,macd_flip,7,253622,0.6838,7.18
AISP,2025-02-13,1,2025-02-13 14:34:00+00:00,2025-02-13 14:35:00+00:00,6.3964,6.2622,7816,-2.1,-1048.88,hard_stop,28,296647,1.2733,-2.1
CRSR,2025-02-13,1,2025-02-13 14:34:00+00:00,2025-02-13 14:51:00+00:00,11.3613,12.0024,4400,5.64,2820.56,macd_flip,3,201505,0.8209,5.64
ENTA,2025-02-13,1,2025-02-13 14:36:00+00:00,2025-02-13 15:00:00+00:00,6.6238,7.4326,7548,12.21,6104.39,macd_flip,5,221127,0.529,12.21
OPRT,2025-02-13,1,2025-02-13 14:37:00+00:00,2025-02-13 14:46:00+00:00,7.4474,7.4925,6713,0.61,302.49,macd_flip,6,271158,0.9627,0.61
MTW,2025-02-13,1,2025-02-13 14:37:00+00:00,2025-02-13 14:49:00+00:00,11.8018,11.9131,4236,0.94,471.4,macd_flip,6,74908,1.0632,0.94
INLF,2025-02-13,1,2025-02-13 15:12:00+00:00,2025-02-13 15:37:00+00:00,6.4064,6.4877,7804,1.27,634.51,macd_flip,25,69441,0.68,1.27
XHLD,2025-02-13,1,2025-02-13 16:21:00+00:00,2025-02-13 16:27:00+00:00,7.7177,7.5558,6478,-2.1,-1048.9,hard_stop,2,125371,1.1265,-2.1
PCLA,2025-02-14,1,2025-02-14 13:49:00+00:00,2025-02-14 13:50:00+00:00,6.6667,6.5268,7500,-2.1,-1049.0,hard_stop,9,22200,1.1673,-2.1
CRBP,2025-02-14,1,2025-02-14 14:34:00+00:00,2025-02-14 14:40:00+00:00,9.1291,8.9376,5476,-2.1,-1048.81,hard_stop,26,59884,0.7253,-2.1
INLF,2025-02-14,1,2025-02-14 14:37:00+00:00,2025-02-14 14:53:00+00:00,9.5718,10.2896,5223,7.5,3749.27,macd_flip,6,48514,0.589,7.5
PSNL,2025-02-14,1,2025-02-14 14:46:00+00:00,2025-02-14 14:53:00+00:00,5.8058,5.7393,8612,-1.15,-573.09,macd_flip,15,212147,0.6392,-1.15
BKSY,2025-02-18,1,2025-02-18 14:35:00+00:00,2025-02-18 14:37:00+00:00,18.9621,18.5643,2636,-2.1,-1048.67,hard_stop,4,288812,0.8925,-2.1
CSAI,2025-02-18,1,2025-02-18 14:36:00+00:00,2025-02-18 14:37:00+00:00,24.7347,24.2158,2021,-2.1,-1048.77,hard_stop,5,48705,1.2698,-2.1
GILT,2025-02-18,1,2025-02-18 14:37:00+00:00,2025-02-18 14:45:00+00:00,7.7277,7.5656,6470,-2.1,-1048.97,hard_stop,6,140313,0.7053,-2.1
SPCB,2025-02-18,1,2025-02-18 14:41:00+00:00,2025-02-18 14:45:00+00:00,12.8929,12.6224,3878,-2.1,-1048.97,hard_stop,24,113350,0.5819,-2.1
GCL,2025-02-18,1,2025-02-18 14:42:00+00:00,2025-02-18 14:43:00+00:00,5.1952,5.0862,9624,-2.1,-1048.97,hard_stop,2,192178,1.0186,-2.1
CSAI,2025-02-19,1,2025-02-19 14:35:00+00:00,2025-02-19 14:45:00+00:00,11.5115,11.6699,4343,1.38,688.01,macd_flip,4,66305,0.8429,1.38
GCL,2025-02-19,1,2025-02-19 14:36:00+00:00,2025-02-19 14:37:00+00:00,7.4474,7.2912,6713,-2.1,-1048.89,hard_stop,5,138998,1.3917,-2.1
QUAD,2025-02-19,1,2025-02-19 14:39:00+00:00,2025-02-19 14:46:00+00:00,7.1171,7.1155,7025,-0.02,-11.47,macd_flip,8,114058,0.9523,-0.02
CPIX,2025-02-19,1,2025-02-19 17:51:00+00:00,2025-02-19 18:05:00+00:00,6.3964,6.4935,7816,1.52,759.01,macd_flip,38,119482,0.5419,1.52
LUNG,2025-02-20,1,2025-02-20 14:33:00+00:00,2025-02-20 14:38:00+00:00,8.4531,8.2758,5914,-2.1,-1048.83,hard_stop,1,86903,0.8217,-2.1
AGH,2025-02-20,1,2025-02-20 14:42:00+00:00,2025-02-20 14:43:00+00:00,4.3043,4.214,11616,-2.1,-1048.97,hard_stop,15,53161,1.439,-2.1
CYD,2025-02-20,1,2025-02-20 15:17:00+00:00,2025-02-20 15:19:00+00:00,20.3653,19.9381,2455,-2.1,-1048.94,hard_stop,2,176212,0.5255,-2.1
HMR,2025-02-20,1,2025-02-20 15:38:00+00:00,2025-02-20 15:53:00+00:00,6.046,5.9192,8269,-2.1,-1048.89,hard_stop,1,229506,1.9823,-2.1
MERC,2025-02-21,1,2025-02-21 14:35:00+00:00,2025-02-21 14:40:00+00:00,8.2532,8.0801,6058,-2.1,-1048.96,hard_stop,4,79824,1.1408,-2.1
SINT,2025-02-21,1,2025-02-21 14:57:00+00:00,2025-02-21 15:03:00+00:00,6.2162,6.0858,8043,-2.1,-1048.94,hard_stop,32,173466,0.7523,-2.1
CYN,2025-02-21,1,2025-02-21 15:26:00+00:00,2025-02-21 15:28:00+00:00,8.7487,8.5652,5715,-2.1,-1048.98,hard_stop,48,145150,2.0285,-2.1
DOMH,2025-02-24,1,2025-02-24 13:44:00+00:00,2025-02-24 14:17:00+00:00,8.7988,9.4406,5682,7.29,3646.48,macd_flip,6,14638,0.6141,7.29
AXGN,2025-02-25,1,2025-02-25 14:33:00+00:00,2025-02-25 14:50:00+00:00,18.3684,19.3806,2722,5.51,2755.34,macd_flip,2,53800,0.6428,5.51
MYGN,2025-02-25,1,2025-02-25 14:34:00+00:00,2025-02-25 14:35:00+00:00,11.3263,11.0887,4414,-2.1,-1048.88,hard_stop,3,128656,1.5833,-2.1
JTAI,2025-02-25,1,2025-02-25 14:34:00+00:00,2025-02-25 14:53:00+00:00,6.9469,8.5664,7197,23.31,11655.43,macd_flip,3,50946,1.0089,23.31
SXTC,2025-02-25,1,2025-02-25 15:07:00+00:00,2025-02-25 15:10:00+00:00,4.2943,4.2042,11643,-2.1,-1048.97,hard_stop,28,186779,1.6317,-2.1
PCLA,2025-02-26,1,2025-02-26 14:36:00+00:00,2025-02-26 14:40:00+00:00,7.007,6.86,7135,-2.1,-1048.89,hard_stop,14,64809,0.9796,-2.1
JTAI,2025-02-26,1,2025-02-26 14:41:00+00:00,2025-02-26 14:42:00+00:00,7.2072,7.056,6937,-2.1,-1048.92,hard_stop,10,279429,0.7178,-2.1
ORIC,2025-02-26,1,2025-02-26 14:55:00+00:00,2025-02-26 14:57:00+00:00,9.4795,9.2806,5274,-2.1,-1048.89,hard_stop,24,248502,0.585,-2.1
JTAI,2025-02-27,1,2025-02-27 14:39:00+00:00,2025-02-27 14:40:00+00:00,8.1287,7.9582,6151,-2.1,-1048.99,hard_stop,8,172964,1.1605,-2.1
ATEC,2025-02-27,1,2025-02-27 14:39:00+00:00,2025-02-27 14:54:00+00:00,11.3013,11.6583,4424,3.16,1579.54,macd_flip,8,125917,0.6005,3.16
TASK,2025-02-27,1,2025-02-27 14:40:00+00:00,2025-02-27 14:45:00+00:00,17.6346,17.4475,2835,-1.06,-530.38,macd_flip,13,295752,0.7968,-1.06
SRI,2025-02-27,1,2025-02-27 14:43:00+00:00,2025-02-27 14:54:00+00:00,5.0601,5.0999,9881,0.79,393.66,macd_flip,11,211309,0.9577,0.79
IBIO,2025-02-27,1,2025-02-27 16:25:00+00:00,2025-02-27 16:39:00+00:00,4.2442,4.4356,11780,4.51,2253.75,macd_flip,58,276087,1.0906,4.51
IBIO,2025-03-03,1,2025-03-03 14:36:00+00:00,2025-03-03 14:38:00+00:00,6.2824,6.1506,7958,-2.1,-1048.9,hard_stop,5,109002,1.0747,-2.1
ALDX,2025-03-03,1,2025-03-03 14:37:00+00:00,2025-03-03 14:51:00+00:00,5.8203,6.0141,8590,3.33,1664.44,macd_flip,6,70102,0.8194,3.33
RADX,2025-03-03,1,2025-03-03 15:22:00+00:00,2025-03-03 15:26:00+00:00,5.6056,5.488,8919,-2.1,-1048.92,hard_stop,17,39600,0.6771,-2.1
RPAY,2025-03-04,1,2025-03-04 14:33:00+00:00,2025-03-04 14:36:00+00:00,6.7417,6.6003,7416,-2.1,-1048.93,hard_stop,2,39515,0.5328,-2.1
SMCL,2025-03-04,1,2025-03-04 14:37:00+00:00,2025-03-04 14:39:00+00:00,15.547,15.2209,3216,-2.1,-1048.98,hard_stop,6,53269,1.4376,-2.1
UMAC,2025-03-04,1,2025-03-04 14:39:00+00:00,2025-03-04 14:43:00+00:00,5.961,5.8359,8387,-2.1,-1048.89,hard_stop,8,135765,0.6987,-2.1
RAPP,2025-03-04,1,2025-03-04 14:45:00+00:00,2025-03-04 15:11:00+00:00,7.2773,7.7023,6870,5.84,2919.89,macd_flip,5,24252,1.4262,5.84
ACON,2025-03-04,1,2025-03-04 14:47:00+00:00,2025-03-04 14:48:00+00:00,6.3864,6.2524,7829,-2.1,-1048.98,hard_stop,29,130491,0.6433,-2.1
WVE,2025-03-04,1,2025-03-04 15:38:00+00:00,2025-03-04 15:52:00+00:00,10.7958,10.6693,4631,-1.17,-585.66,macd_flip,23,152481,0.5172,-1.17
TKNO,2025-03-05,1,2025-03-05 14:12:00+00:00,2025-03-05 14:30:00+00:00,6.3864,6.2524,7829,-2.1,-1048.98,hard_stop,17,17598,0.8776,-2.1
TNXP,2025-03-05,1,2025-03-05 14:39:00+00:00,2025-03-05 14:53:00+00:00,9.3093,9.6004,5370,3.13,1563.15,macd_flip,21,79315,1.1523,3.13
ATRO,2025-03-05,1,2025-03-05 14:40:00+00:00,2025-03-05 14:54:00+00:00,23.954,24.7702,2087,3.41,1703.36,macd_flip,9,149220,0.6449,3.41
SWIM,2025-03-05,1,2025-03-05 14:42:00+00:00,2025-03-05 14:58:00+00:00,6.5716,6.8631,7608,4.44,2218.23,macd_flip,11,146306,0.7533,4.44
CYRX,2025-03-05,1,2025-03-05 14:43:00+00:00,2025-03-05 14:56:00+00:00,6.011,6.0589,8318,0.8,398.68,macd_flip,2,31369,0.8343,0.8
ORN,2025-03-05,1,2025-03-05 14:50:00+00:00,2025-03-05 14:58:00+00:00,5.6757,5.5566,8809,-2.1,-1048.94,hard_stop,16,251314,1.119,-2.1
DAKT,2025-03-05,1,2025-03-05 14:54:00+00:00,2025-03-05 15:03:00+00:00,12.2823,12.3476,4070,0.53,266.06,macd_flip,23,253227,0.7828,0.53
BKKT,2025-03-05,1,2025-03-05 16:26:00+00:00,2025-03-05 16:36:00+00:00,14.6747,14.955,3407,1.91,955.22,macd_flip,62,280654,1.8584,1.91
BKSY,2025-03-06,1,2025-03-06 14:36:00+00:00,2025-03-06 14:37:00+00:00,10.5505,10.3292,4739,-2.1,-1048.98,hard_stop,5,285410,0.6343,-2.1
PHAT,2025-03-06,1,2025-03-06 14:36:00+00:00,2025-03-06 14:39:00+00:00,6.8118,6.6689,7340,-2.1,-1048.97,hard_stop,5,92785,1.1587,-2.1
