pop,day,symbol,hour,price,entry_m,sig_ix,ref,limit,touch_off,fill_m,entry,rpct,rr,why,exit_m,ssr_active,ssr_undet,split
P1,2025-02-26,OMER,9,8.88,600,1926,8.785,8.87285,0,600,8.87285,0.02000000000000005,0.5232253447314003,eod,955,False,False,TRAIN
P1,2025-02-26,BCYC,9,11.41,600,1926,11.28,11.3928,0,600,11.3928,0.020000000000000084,-1.0509999999999913,stop,626,False,False,TRAIN
P1,2025-02-26,ATHM,12,28.73,780,1933,28.73,29.017300000000002,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-02-26,TMDX,11,75.615,720,1934,75.625,76.38125,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-02-26,ROAD,11,73.045,720,1934,73.045,73.77545,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-02-27,DORM,10,127.56,662,2049,127.73,129.00730000000001,6,687,129.00730000000001,0.0200000000000001,0.9562637153091321,eod,955,False,False,TRAIN
P1,2025-02-27,DORM,11,125.61,723,2050,125.495,126.74995000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-02-28,YEXT,11,6.68,720,2092,6.68,6.7467999999999995,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-02-28,ORIC,12,7.99,783,2114,8.01,8.0901,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-04,ILMN,14,85.0343,900,2253,85.04,85.89040000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-04,CRSP,12,42.84,780,2262,42.7637,43.191337,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-05,JELD,13,5.575,840,2393,5.58,5.6358,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-05,PPTA,9,8.93,600,2433,8.9049,8.993948999999999,7,608,8.993948999999999,0.01999999999999998,-0.8953297378048324,eod,955,False,False,TRAIN
P1,2025-03-10,MWA,10,26.59,660,2676,26.57,26.8357,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-10,MWA,12,26.99,780,2677,26.99,27.2599,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-11,LIVN,14,39.1,900,2771,39.1,39.491,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-11,ZETA,9,14.27,600,2776,14.28,14.422799999999999,0,600,14.422799999999999,0.020000000000000004,0.07904151759713222,eod,955,False,False,TRAIN
P1,2025-03-11,ODD,14,44.5,902,2780,44.5094,44.954494,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-11,TARS,14,46.7,900,2780,46.77,47.237700000000004,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-12,BTSG,9,17.88,600,2828,17.88,18.058799999999998,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-14,SEZL,10,233.17,661,2943,232.44,234.7644,2,667,234.7644,0.02000000000000002,0.4993090945645943,eod,955,False,False,TRAIN
P1,2025-03-14,CPS,13,13.93,841,2948,13.89,14.0289,5,855,14.0289,0.020000000000000014,0.2812052263541717,eod,955,False,False,TRAIN
P1,2025-03-17,HLF,13,8.48,840,2986,8.47,8.5547,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-20,HROW,9,28.39,600,3094,28.5002,28.785201999999998,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-20,ECOR,9,8.44,603,3103,8.42,8.5042,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-20,ECOR,14,8.08,901,3111,8.08,8.1608,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-03-20,NN,10,12.13,660,3104,12.13,12.2513,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-01,CLPT,9,12.29,600,3383,12.35,12.4735,4,606,12.4735,0.020000000000000042,-1.0509999999999946,stop,663,False,False,TRAIN
P1,2025-04-02,TH,10,6.95,660,3429,6.955,7.0245500000000005,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-02,SVV,10,7.17,660,3429,7.175,7.24675,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-02,FTAI,11,115.69,720,3430,115.625,116.78125,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-02,EAT,11,153.39,720,3430,153.37,154.90370000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-02,ABVX,12,6.02,783,3439,6.01,6.0701,3,815,6.0701,0.019999999999999966,-1.0509999999999933,stop,911,False,False,TRAIN
P1,2025-04-02,INGN,12,7.2575,781,3439,7.26,7.3326,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-02,ANF,10,81.935,660,3441,81.935,82.75435,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-02,BNTX,10,93.8045,660,3441,93.82,94.75819999999999,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-04,PAG,11,141.14,720,3706,141.14,142.5514,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,LADR,10,10.44,660,3921,10.455,10.55955,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,NFJ,10,10.77,660,3921,10.775,10.88275,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,TFSL,10,11.88,660,3921,11.87,11.9887,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,TDC,13,19.45,840,3930,19.45,19.6445,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,STWD,13,17.93,840,3930,17.92,18.099200000000003,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,FSK,13,18.6365,840,3930,18.635,18.821350000000002,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,GFI,13,20.54,840,3930,20.535,20.74035,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,SONY,13,21.47,840,3930,21.465,21.67965,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,TBBB,10,25.23,660,3931,25.32,25.5732,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,UCB,10,24.56,660,3931,24.63,24.8763,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,UCB,13,24.55,840,4033,24.54,24.7854,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,CVBF,10,17.05,660,3931,17.03,17.200300000000002,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,CAE,10,21.11,660,3931,21.15,21.3615,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,INSM,14,67.28,900,3945,67.29,67.9629,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,INSM,13,67.835,840,3988,67.835,68.51334999999999,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,MANU,10,12.75,661,3948,12.8,12.928,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,HTLD,11,8.31,720,3949,8.32,8.4032,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,LGND,13,100.425,841,3952,100.08,101.0808,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,GRID,13,104.235,840,3952,104.06,105.1006,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,CCB,12,80.685,780,3971,80.685,81.49185,0,780,81.49185,0.019999999999999938,-0.15225448925260393,eod,955,False,False,TRAIN
P1,2025-04-07,BOKF,12,88.41,780,3971,88.11,88.9911,1,781,88.9911,0.019999999999999952,0.09332393913548688,eod,955,False,False,TRAIN
P1,2025-04-07,MET,13,70.075,840,3973,70.075,70.77575,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,FOX,10,45.44,660,3974,45.45,45.904500000000006,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,PLNT,14,91.95,900,3989,91.93,92.84930000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,NTRS,14,84.96,900,3989,84.96,85.80959999999999,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,UGI,10,30.41,660,4000,30.43,30.7343,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,NWS,10,27.81,660,4000,27.85,28.128500000000003,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,OTEX,10,23.92,660,4000,23.94,24.1794,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,SKT,10,30.64,660,4000,30.6,30.906000000000002,3,663,30.906000000000002,0.020000000000000035,0.850967449686149,eod,955,False,False,TRAIN
P1,2025-04-07,OLLI,13,109.92,840,4002,109.745,110.84245,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,OC,13,132.91,840,4002,132.86,134.1886,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,TDG,10,1254.32,660,4005,1258.23,1270.8123,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,TDG,11,1233.55,720,4006,1241.23,1253.6423,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,BNTX,13,87.25,840,4012,87.44,88.31439999999999,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,HALO,13,59.995,840,4012,59.965,60.56465000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,KFY,13,61.6,840,4012,61.66,62.276599999999995,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,ANDE,10,38.7,662,4023,38.65,39.0365,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,CATY,10,38.44,660,4023,38.51,38.8951,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,RARE,10,32.05,660,4023,32.05,32.3705,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,MCO,10,400.57,660,4024,400.58,404.5858,2,662,404.5858,0.02000000000000005,0.7953566338709878,eod,955,False,False,TRAIN
P1,2025-04-07,AIN,10,61.14,661,4027,61.14,61.751400000000004,1,662,61.751400000000004,0.019999999999999997,1.3938145531923187,eod,955,False,False,TRAIN
P1,2025-04-07,ROCK,10,51.4701,661,4027,51.76,52.2776,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,AGO,10,77.67,660,4027,77.62,78.39620000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,HIW,10,26.925,660,4030,26.895,27.16395,4,664,27.16395,0.020000000000000066,1.737505038847439,eod,955,False,False,TRAIN
P1,2025-04-07,SFD,10,19.3,660,4030,19.29,19.4829,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,CBU,10,52.39,661,4031,52.19,52.7119,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,BIPC,10,34.11,660,4031,34.16,34.501599999999996,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,NBHC,10,34.58,660,4031,34.745,35.09245,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,WKC,13,24.83,840,4033,24.85,25.0985,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-07,CPAY,13,289.865,840,4034,289.765,292.66265,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,JNJ,13,151.43,840,4174,151.34,152.8534,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PGR,13,270.805,840,4175,270.71,273.4171,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,AMGN,13,288.99,840,4175,288.945,291.83445,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,HD,13,351.99,840,4175,351.435,354.94935,5,845,354.94935,0.020000000000000063,0.10767029155004462,eod,955,False,False,TRAIN
P1,2025-04-09,TMUS,13,252.72,840,4175,252.5,255.025,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ICFI,13,83.715,840,4176,83.23,84.06230000000001,3,843,84.06230000000001,0.020000000000000018,0.46828364201312667,eod,955,False,False,TRAIN
P1,2025-04-09,ICFI,14,81.9,901,4177,81.67,82.4867,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ICFI,13,83.715,840,4272,83.23,84.06230000000001,3,843,84.06230000000001,0.020000000000000018,0.46828364201312667,eod,955,False,False,TRAIN
P1,2025-04-09,AGO,13,82.595,840,4176,82.08,82.9008,1,841,82.9008,0.020000000000000042,0.07285816300928485,eod,955,False,False,TRAIN
P1,2025-04-09,AGO,13,82.595,840,4272,82.08,82.9008,1,841,82.9008,0.020000000000000042,0.07285816300928485,eod,955,False,False,TRAIN
P1,2025-04-09,SIGI,13,88.19,840,4176,88.08,88.9608,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,SIGI,13,88.19,840,4287,88.08,88.9608,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,KOF,13,94.175,840,4176,94.09,95.0309,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,KOF,14,93.09,900,4177,92.965,93.89465,8,908,93.89465,0.020000000000000004,-0.7004392689040296,eod,955,False,False,TRAIN
P1,2025-04-09,KOF,13,94.175,840,4211,94.09,95.0309,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,MGEE,14,87.0,900,4177,87.095,87.96595,3,906,87.96595,0.020000000000000056,-0.6900681456859142,eod,955,False,False,TRAIN
P1,2025-04-09,BCO,14,86.13,900,4177,86.1171,86.97827099999999,4,905,86.97827099999999,0.020000000000000063,-0.7310613245002329,eod,955,False,False,TRAIN
P1,2025-04-09,BCO,13,88.77,840,4287,88.215,89.09715,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,BCO,13,88.77,840,4394,88.215,89.09715,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PBH,14,82.0,900,4177,82.0,82.82000000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,TOWN,13,32.0,840,4179,31.89,32.2089,4,844,32.2089,0.020000000000000115,0.5726678029985468,eod,955,False,False,TRAIN
P1,2025-04-09,TOWN,13,32.0,840,4357,31.89,32.2089,4,844,32.2089,0.020000000000000115,0.5726678029985468,eod,955,False,False,TRAIN
P1,2025-04-09,TOWN,13,32.0,840,4384,31.89,32.2089,4,844,32.2089,0.020000000000000115,0.5726678029985468,eod,955,False,False,TRAIN
P1,2025-04-09,BCH,13,25.57,840,4179,25.615,25.87115,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,BCH,13,25.57,840,4192,25.615,25.87115,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ACT,13,33.52,840,4179,33.54,33.8754,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ACT,13,33.52,840,4187,33.54,33.8754,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ACT,13,33.52,840,4327,33.54,33.8754,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ACT,13,33.52,840,4339,33.54,33.8754,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,TU,13,14.33,840,4183,14.32,14.4632,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,TU,13,14.33,840,4387,14.32,14.4632,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ZTO,13,17.91,840,4183,17.9,18.078999999999997,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ING,13,17.69,840,4183,17.67,17.846700000000002,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,SHG,13,31.07,840,4187,31.13,31.4413,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,SHG,13,31.07,840,4350,31.13,31.4413,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,SHG,13,31.07,840,4384,31.13,31.4413,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,SUPN,13,31.985,840,4187,31.975,32.29475,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,SUPN,13,31.985,840,4324,31.975,32.29475,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,ENR,13,27.32,840,4187,27.29,27.5629,4,844,27.5629,0.020000000000000025,0.9485576626552346,eod,955,False,False,TRAIN
P1,2025-04-09,ENR,14,26.705,900,4385,26.7,26.967,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,GTY,13,28.77,840,4187,28.74,29.0274,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,CPER,13,27.66,840,4192,27.64,27.9164,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,CPER,13,27.66,840,4301,27.64,27.9164,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PRDO,13,26.68,840,4192,26.62,26.886200000000002,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PRDO,13,26.68,840,4392,26.62,26.886200000000002,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,GSG,13,20.95,840,4192,21.0,21.21,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,GSG,13,20.95,840,4240,21.0,21.21,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,GSG,13,20.95,840,4268,21.0,21.21,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,BJ,14,112.39,900,4194,112.55,113.6755,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,BJ,13,114.5,840,4221,114.5,115.645,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,BJ,14,112.39,900,4348,112.55,113.6755,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,AFL,14,103.78,900,4194,103.84,104.8784,7,907,104.8784,0.019999999999999955,-0.1485529908923092,eod,955,False,False,TRAIN
P1,2025-04-09,PSTL,13,13.29,840,4201,13.24,13.3724,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PSTL,13,13.29,840,4347,13.24,13.3724,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,NPB,13,13.32,840,4201,13.32,13.4532,4,854,13.4532,0.020000000000000014,-1.1727878868967896,stop,934,False,False,TRAIN
P1,2025-04-09,NTR,13,49.495,840,4202,49.49,49.9849,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PRMB,13,34.165,840,4202,34.1,34.441,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,BNS,13,46.74,840,4202,46.61,47.0761,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,FIS,13,71.2,840,4203,71.115,71.82615,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,EW,13,69.85,840,4203,69.795,70.49295000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,EW,13,69.85,840,4233,69.795,70.49295000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,EW,13,69.85,840,4343,69.795,70.49295000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,EW,13,69.85,840,4351,69.795,70.49295000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,IDR,13,15.5,840,4209,15.5,15.655,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,IDR,13,15.5,840,4238,15.5,15.655,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,IDR,13,15.5,840,4372,15.5,15.655,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,MGRC,13,106.6,840,4211,105.62,106.67620000000001,0,840,106.67620000000001,0.020000000000000077,-0.4564279567513622,eod,955,False,False,TRAIN
P1,2025-04-09,WD,13,78.63,840,4211,77.245,78.01745000000001,0,840,78.01745000000001,0.020000000000000025,-1.0509999999999948,stop,868,False,False,TRAIN
P1,2025-04-09,WD,13,78.63,840,4394,77.245,78.01745000000001,0,840,78.01745000000001,0.020000000000000025,-1.0509999999999948,stop,868,False,False,TRAIN
P1,2025-04-09,STRA,13,81.29,840,4211,81.09,81.90090000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,STRA,13,81.29,840,4275,81.09,81.90090000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,UGI,13,31.5,840,4212,31.33,31.6433,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,UGI,13,31.5,840,4231,31.33,31.6433,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,UGI,13,31.5,840,4298,31.33,31.6433,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PRGO,13,25.49,840,4212,25.49,25.744899999999998,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,PRGO,13,25.49,840,4290,25.49,25.744899999999998,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,TIGO,13,28.12,840,4212,28.12,28.401200000000003,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,TIGO,13,28.12,840,4298,28.12,28.401200000000003,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,RYN,13,24.63,840,4212,24.57,24.8157,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,RYN,13,24.63,840,4240,24.57,24.8157,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,VVV,13,33.53,840,4212,33.52,33.8552,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,UNH,13,584.54,840,4213,583.6952,589.532152,-1,-1,,,,unfilled,-1,False,False,TRAIN
P1,2025-04-09,EXPD,13,108.73,840,4221,108.62,109.70620000000001,-1,-1,,,,unfilled,-1,False,False,TRAIN
