date,symbol,pnl,filled,veto
2025-06-10,QTRX,0.0,0,g1
2025-06-10,HERE,0.0,0,pdr
2025-06-10,ETHE,0.0,0,pdr
2025-06-11,RGTIW,0.0,0,catalyst
2025-06-11,LAES,0.0,0,pdr
2025-06-11,BILI,0.0,0,pdr
2025-06-12,ETHD,0.0,0,pdr
2025-06-12,ARAI,-42.63926399999951,1,
2025-06-12,ZENA,-127.53640901571434,1,
2025-06-13,GLL,0.0,0,pdr
2025-06-13,UMAC,-33.0158736,1,
2025-06-13,SMCZ,0.0,0,pdr
2025-06-16,USAR,0.0,0,
2025-06-16,ARQQ,0.0,0,pdr
2025-06-16,URGN,237.27505000000005,1,
2025-06-17,ETHD,0.0,0,pdr
2025-06-17,BTCZ,0.0,0,pdr
2025-06-17,BEAM,0.0,0,pdr
2025-06-18,TJGC,0.0,0,
2025-06-18,HERE,0.0,0,catalyst
2025-06-20,ZETA,0.0,0,pdr
2025-06-20,SBET,0.0,0,
2025-06-20,CADL,0.0,0,pdr
2025-06-23,ETHD,0.0,0,rs
2025-06-23,ZETA,0.0,0,pdr
2025-06-23,SOC,0.0,0,pdr
2025-06-24,TEMT,0.0,0,catalyst
2025-06-24,DLO,0.0,0,pdr
2025-06-24,BKKT,0.0,0,g1
2025-06-25,KEP,0.0,0,pdr
2025-06-25,SOLT,0.0,0,pdr
2025-06-25,AISP,0.0,0,pdr
2025-06-26,KEP,0.0,0,pdr
2025-06-26,MFI,0.0,0,catalyst
2025-06-26,RDTL,0.0,0,
2025-06-27,JDST,0.0,0,pdr
2025-06-27,DUST,0.0,0,pdr
2025-06-27,GDXD,0.0,0,pdr
2025-06-30,KOLD,0.0,0,pdr
2025-06-30,OKLL,0.0,0,g1
2025-06-30,FCEL,0.0,0,pdr
2025-07-01,TSLS,0.0,0,pdr
2025-07-02,MSTU,0.0,0,g1
2025-07-02,DQ,0.0,0,pdr
2025-07-03,RNW,0.0,0,pdr
2025-07-03,HELP,0.0,0,g1
2025-07-03,PRME,0.0,0,catalyst
2025-07-07,TSLS,0.0,0,pdr
2025-07-07,DAIC,0.0,0,catalyst
2025-07-07,TSDD,0.0,0,pdr
2025-07-08,CC,0.0,0,pdr
2025-07-08,DQ,0.0,0,pdr
2025-07-08,EYE,0.0,0,pdr
2025-07-09,BE,0.0,0,pdr
2025-07-09,BAK,0.0,0,pdr
2025-07-09,DFDV,0.0,0,
2025-07-10,ZTO,0.0,0,pdr
2025-07-10,TMC,0.0,0,pdr
2025-07-10,AMDL,0.0,0,pdr
2025-07-11,TETH,0.0,0,pdr
2025-07-11,ETHW,0.0,0,pdr
2025-07-11,ETHE,0.0,0,pdr
2025-07-14,PROK,0.0,0,
2025-07-14,XRPT,0.0,0,rs
2025-07-14,NB,0.0,0,rs
2025-07-15,ALM,0.0,0,g1
2025-07-15,BTCS,0.0,0,catalyst
2025-07-15,VNET,0.0,0,pdr
2025-07-16,RGC,0.0,0,pdr
2025-07-16,STLN,0.0,0,pdr
2025-07-16,TOI,0.0,0,pdr
2025-07-17,CARS,0.0,0,pdr
2025-07-17,SHOO,0.0,0,pdr
2025-07-18,XRPI,0.0,0,pdr
2025-07-18,VSAT,0.0,0,pdr
2025-07-18,KC,0.0,0,pdr
2025-07-21,SPCE,0.0,0,g1
2025-07-21,TETH,0.0,0,pdr
2025-07-21,KOLD,0.0,0,pdr
2025-07-22,ABVX,0.0,0,pdr
2025-07-22,DYNC,0.0,0,g1
2025-07-22,ETHM,0.0,0,g1
2025-07-23,STOK,0.0,0,pdr
2025-07-23,NVOX,0.0,0,pdr
2025-07-23,KOLD,0.0,0,pdr
2025-07-24,MNSO,0.0,0,pdr
2025-07-24,TSLS,0.0,0,pdr
2025-07-24,TSDD,0.0,0,pdr
2025-07-25,VCYT,0.0,0,pdr
2025-07-25,UDMY,0.0,0,pdr
2025-07-25,ALMS,0.0,0,pdr
2025-07-28,PD,0.0,0,g1
2025-07-28,ETHW,0.0,0,pdr
2025-07-28,ETHA,0.0,0,pdr
2025-07-29,PHG,0.0,0,pdr
2025-07-29,ABSI,0.0,0,pdr
2025-07-29,ALKS,0.0,0,pdr
2025-07-30,RCKT,0.0,0,pdr
2025-07-30,QURE,0.0,0,g1
2025-07-30,OSW,0.0,0,pdr
2025-07-31,APLS,0.0,0,pdr
2025-07-31,YMAT,0.0,0,g1
2025-07-31,BBVA,0.0,0,pdr
2025-08-01,BERZ,0.0,0,pdr
2025-08-01,COHU,0.0,0,pdr
2025-08-01,NVST,0.0,0,pdr
2025-08-04,AMPX,0.0,0,pdr
2025-08-04,UIS,0.0,0,pdr
2025-08-04,UNIT,0.0,0,pdr
2025-08-05,MWA,0.0,0,pdr
2025-08-05,GLDD,0.0,0,pdr
2025-08-05,DAN,0.0,0,pdr
2025-08-06,ATEN,0.0,0,pdr
2025-08-06,MYGN,0.0,0,pdr
2025-08-06,ANGI,0.0,0,pdr
2025-08-07,HP,0.0,0,pdr
2025-08-07,CXW,0.0,0,pdr
2025-08-07,ELAN,0.0,0,pdr
2025-08-08,PCT,0.0,0,pdr
2025-08-08,ABX,0.0,0,pdr
2025-08-08,ACH,0.0,0,pdr
2025-08-11,UAMY,0.0,0,pdr
2025-08-11,KYIV,0.0,0,pdr
2025-08-11,ZIM,0.0,0,pdr
2025-08-12,NCNA,0.0,0,rs
2025-08-12,SBS,0.0,0,pdr
2025-08-12,CWAN,0.0,0,pdr
2025-08-13,LITS,0.0,0,pdr
2025-08-13,TIGR,0.0,0,pdr
2025-08-13,SOLT,0.0,0,rs
2025-08-14,SBIT,0.0,0,pdr
2025-08-14,ETHD,0.0,0,pdr
2025-08-15,KURA,0.0,0,pdr
2025-08-15,MUFG,0.0,0,pdr
2025-08-15,MSOX,0.0,0,
2025-08-18,SY,0.0,0,rs
2025-08-18,YEXT,0.0,0,pdr
2025-08-18,WBTN,0.0,0,pdr
2025-08-19,SSYS,0.0,0,pdr
2025-08-19,PALU,0.0,0,pdr
2025-08-20,ALM,0.0,0,g1
2025-08-20,SOLT,0.0,0,pdr
2025-08-21,AEG,0.0,0,pdr
2025-08-21,BLND,0.0,0,pdr
2025-08-21,NCNA,157.91378444799994,1,
2025-08-22,MNSO,0.0,0,pdr
2025-08-22,HERE,0.0,0,g1
2025-08-22,LPTH,0.0,0,g1
2025-08-25,NTLA,0.0,0,pdr
2025-08-25,DYN,0.0,0,pdr
2025-08-25,BTCZ,0.0,0,g1
2025-08-26,MNKD,0.0,0,pdr
2025-08-26,GOOS,0.0,0,pdr
2025-08-26,AAOI,0.0,0,pdr
2025-08-27,YANG,0.0,0,pdr
2025-08-27,GOOS,0.0,0,pdr
2025-08-27,CRWG,0.0,0,pdr
2025-08-28,DPRO,0.0,0,pdr
2025-08-28,UPXI,0.0,0,
2025-08-28,TONX,0.0,0,catalyst
2025-08-29,CNTN,0.0,0,catalyst
2025-08-29,SMCZ,0.0,0,pdr
2025-08-29,AMPG,0.0,0,g1
2025-09-02,IONZ,0.0,0,pdr
2025-09-02,PMI,0.0,0,g1
2025-09-02,PLTZ,0.0,0,pdr
2025-09-03,HIMZ,0.0,0,pdr
2025-09-03,SBSW,0.0,0,pdr
2025-09-03,QVCGA,0.0,0,
2025-09-04,YDKG,0.0,0,catalyst
2025-09-04,NEXT,0.0,0,pdr
2025-09-05,NAKA,0.0,0,catalyst
2025-09-05,SOLT,0.0,0,pdr
2025-09-05,RERE,0.0,0,pdr
2025-09-08,XRPT,0.0,0,pdr
2025-09-08,SOLT,0.0,0,pdr
2025-09-08,SBSW,0.0,0,pdr
2025-09-09,OPAD,0.0,0,
2025-09-09,TGEN,0.0,0,g1
2025-09-09,CRWU,-11.53323779999985,1,
2025-09-10,KURA,0.0,0,pdr
2025-09-10,CORZW,0.0,0,pdr
2025-09-10,CORZ,0.0,0,pdr
2025-09-11,VNET,0.0,0,pdr
2025-09-11,OPAD,64.01571864733417,1,
2025-09-11,PACS,0.0,0,pdr
2025-09-12,ZONE,-27.91848000000021,1,
2025-09-12,CNTN,0.0,0,pdr
2025-09-12,BGSF,0.0,0,pdr
2025-09-15,TSL,0.0,0,pdr
2025-09-15,ETHD,0.0,0,pdr
2025-09-15,CCUP,-26.422377279999605,1,
2025-09-16,HERE,0.0,0,
2025-09-16,NVOX,0.0,0,pdr
2025-09-16,BORR,0.0,0,pdr
2025-09-17,KC,0.0,0,pdr
2025-09-17,VTEX,0.0,0,pdr
2025-09-17,LPTH,0.0,0,
2025-09-18,MVLL,0.0,0,pdr
2025-09-18,SLDE,0.0,0,g1
2025-09-18,CYRX,0.0,0,pdr
2025-09-19,SMU,0.0,0,catalyst
2025-09-19,NTSK,0.0,0,g1
2025-09-22,IONZ,0.0,0,catalyst
2025-09-22,ANGX,-124.7812000000004,1,
2025-09-22,CEPU,0.0,0,pdr
2025-09-23,IMRX,0.0,0,
2025-09-23,KVUE,0.0,0,pdr
2025-09-23,BKKT,0.0,0,catalyst
2025-09-24,BBAR,0.0,0,pdr
2025-09-24,CRCA,-104.53622666666642,1,
2025-09-24,SUPV,0.0,0,pdr
2025-09-25,SOXS,0.0,0,pdr
2025-09-25,BOIL,0.0,0,pdr
2025-09-25,IONZ,0.0,0,catalyst
2025-09-26,MBC,0.0,0,pdr
2025-09-26,LPTH,0.0,0,pdr
2025-09-26,HYPD,0.0,0,catalyst
2025-09-29,SOLT,0.0,0,pdr
2025-09-29,KDK,0.0,0,g1
2025-09-29,HITI,0.0,0,pdr
2025-09-30,TONX,0.0,0,pdr
2025-09-30,CRWG,0.0,0,pdr
2025-09-30,ZURA,868.0533074173466,1,
2025-10-01,MSTX,0.0,0,pdr
2025-10-01,BBNX,0.0,0,pdr
2025-10-01,XRPT,0.0,0,pdr
2025-10-02,POET,0.0,0,pdr
2025-10-02,MSTX,0.0,0,pdr
2025-10-02,CCUP,555.7370314343206,1,
2025-10-03,QMCO,0.0,0,pdr
2025-10-03,BTQ,-14.534010186666675,1,
2025-10-03,KULR,0.0,0,g1
2025-10-06,SRFM,0.0,0,pdr
2025-10-06,NTLA,0.0,0,pdr
2025-10-06,CIFR,0.0,0,pdr
2025-10-07,SLI,0.0,0,pdr
2025-10-07,JHX,0.0,0,pdr
2025-10-07,ALM,0.0,0,g1
2025-10-08,GMEX,0.0,0,catalyst
2025-10-08,HIT,0.0,0,pdr
2025-10-08,NMG,0.0,0,pdr
2025-10-09,INFQ,0.0,0,g1
2025-10-09,OMEX,0.0,0,pdr
2025-10-09,TE,0.0,0,pdr
2025-10-10,SLI,0.0,0,pdr
2025-10-10,CATX,0.0,0,pdr
2025-10-10,MVLL,0.0,0,pdr
2025-10-13,HBM,0.0,0,pdr
2025-10-13,ERO,0.0,0,pdr
2025-10-13,DPRO,0.0,0,catalyst
2025-10-14,SETH,0.0,0,pdr
2025-10-14,UVXY,0.0,0,pdr
2025-10-14,UVIX,0.0,0,pdr
2025-10-15,SMCL,0.0,0,pdr
2025-10-15,NVDX,0.0,0,pdr
2025-10-15,ARMG,0.0,0,
2025-10-16,ARCX,0.0,0,catalyst
2025-10-16,RGTZ,546.4235567980004,1,
2025-10-16,MUX,0.0,0,pdr
2025-10-17,OLOX,0.0,0,pdr
2025-10-17,DUST,0.0,0,pdr
2025-10-17,JDST,0.0,0,pdr
2025-10-20,HYMC,0.0,0,g1
2025-10-20,SOLZ,0.0,0,pdr
2025-10-20,MSTX,0.0,0,pdr
2025-10-21,IMSRW,0.0,0,rs
2025-10-21,TSLQ,0.0,0,pdr
2025-10-21,ZSL,0.0,0,pdr
2025-10-22,MSTZ,0.0,0,pdr
2025-10-22,BCS,0.0,0,pdr
2025-10-22,BTCZ,0.0,0,pdr
2025-10-23,AVTX,0.0,0,g1
2025-10-23,SM,0.0,0,pdr
2025-10-23,IRE,0.0,0,g1
2025-10-24,MNTN,0.0,0,pdr
2025-10-24,AXG,0.0,0,pdr
2025-10-24,FLNC,0.0,0,pdr
2025-10-27,QUBX,0.0,0,catalyst
2025-10-27,HIMZ,0.0,0,pdr
2025-10-27,XXRP,0.0,0,pdr
2025-10-28,FRMM,0.0,0,catalyst
2025-10-28,NEUP,33.55503699600044,1,
2025-10-28,UPWK,0.0,0,pdr
2025-10-29,SOLT,0.0,0,pdr
2025-10-29,SMCL,0.0,0,pdr
2025-10-29,NVDG,0.0,0,pdr
2025-10-30,QBTZ,0.0,0,catalyst
2025-10-30,ING,0.0,0,pdr
2025-10-30,RGTZ,0.0,0,catalyst
2025-10-31,ASPN,0.0,0,pdr
2025-10-31,LABX,0.0,0,pdr
2025-10-31,MRAL,0.0,0,pdr
2025-11-03,FRMI,0.0,0,catalyst
2025-11-03,CHAC,0.0,0,pdr
2025-11-03,XNDU,0.0,0,pdr
2025-11-04,BTCZ,0.0,0,pdr
2025-11-04,DEC,0.0,0,pdr
2025-11-04,MSTZ,0.0,0,pdr
2025-11-05,ZETA,0.0,0,pdr
2025-11-05,HIMZ,0.0,0,catalyst
2025-11-05,KW,0.0,0,pdr
2025-11-06,GPRK,0.0,0,pdr
2025-11-06,BW,-74.93836046514248,1,
2025-11-06,XPEV,0.0,0,pdr
2025-11-07,NWS,0.0,0,pdr
2025-11-07,UVIX,0.0,0,pdr
2025-11-07,ALVO,0.0,0,pdr
2025-11-10,MVLL,0.0,0,g1
2025-11-10,BLZE,0.0,0,pdr
2025-11-10,FNKO,0.0,0,g1
2025-11-11,SIBN,0.0,0,pdr
2025-11-11,ZENA,0.0,0,pdr
2025-11-11,CYCU,0.0,0,pdr
2025-11-12,VZLA,0.0,0,pdr
2025-11-12,BMNU,0.0,0,pdr
2025-11-12,AMDL,0.0,0,g1
2025-11-13,XRPT,0.0,0,catalyst
2025-11-13,XXRP,0.0,0,catalyst
2025-11-13,ENGN,0.0,0,rs
2025-11-14,SSG,0.0,0,pdr
2025-11-14,CTKB,0.0,0,pdr
2025-11-14,POAS,0.0,0,g1
2025-11-17,SMCZ,0.0,0,catalyst
2025-11-17,WPP,0.0,0,pdr
2025-11-17,DGNX,324.34562360000064,1,
2025-11-18,VNDA,0.0,0,pdr
2025-11-18,SOLZ,0.0,0,g1
2025-11-18,SSK,0.0,0,pdr
2025-11-19,ETHD,0.0,0,pdr
2025-11-19,SCO,0.0,0,pdr
2025-11-19,SBSW,0.0,0,pdr
2025-11-20,UXRP,0.0,0,rs
2025-11-20,SMCX,0.0,0,pdr
2025-11-20,AEHR,0.0,0,pdr
2025-11-21,ASTX,0.0,0,catalyst
2025-11-21,QDEL,0.0,0,pdr
2025-11-21,GAP,0.0,0,pdr
2025-11-24,PONY,0.0,0,pdr
2025-11-24,MRAL,0.0,0,catalyst
2025-11-24,MXL,0.0,0,pdr
2025-11-25,SMCZ,0.0,0,pdr
2025-11-25,RGTZ,0.0,0,catalyst
2025-11-25,BMNZ,0.0,0,catalyst
2025-11-26,HLF,0.0,0,pdr
2025-11-26,BMNG,-122.81668695999966,1,
2025-11-26,FLNC,0.0,0,g1
2025-11-28,MSTX,0.0,0,catalyst
2025-11-28,MARA,0.0,0,pdr
2025-11-28,CRSR,0.0,0,pdr
2025-12-01,BERZ,0.0,0,pdr
2025-12-01,OLOX,0.0,0,catalyst
2025-12-01,BTCZ,0.0,0,pdr
2025-12-02,CONL,0.0,0,pdr
2025-12-02,BMNU,-114.2797793866668,1,
2025-12-02,CRCA,-87.50224966666609,1,
2025-12-03,XXI,0.0,0,catalyst
2025-12-03,TARA,0.0,0,pdr
2025-12-03,GENI,0.0,0,pdr
2025-12-04,HRL,0.0,0,pdr
2025-12-04,ANGX,0.0,0,pdr
2025-12-04,GNPX,0.0,0,rs
2025-12-05,XXI,0.0,0,catalyst
2025-12-05,OKLS,0.0,0,catalyst
2025-12-05,LGHL,-148.7970799999996,1,
2025-12-08,MRAL,0.0,0,pdr
2025-12-08,PRME,0.0,0,pdr
2025-12-08,HE,0.0,0,pdr
2025-12-09,STAA,0.0,0,pdr
2025-12-09,PLTZ,0.0,0,pdr
2025-12-09,TROX,0.0,0,pdr
2025-12-10,MVLL,0.0,0,pdr
2025-12-10,CMPS,0.0,0,pdr
2025-12-10,ABSI,0.0,0,pdr
2025-12-11,MICC,0.0,0,pdr
2025-12-11,GLXG,0.0,0,pdr
2025-12-11,BTCZ,0.0,0,pdr
2025-12-12,ACIU,0.0,0,g1
2025-12-12,WHLR,0.0,0,catalyst
2025-12-12,MITK,0.0,0,pdr
2025-12-15,ACIU,0.0,0,g1
2025-12-15,NEWP,0.0,0,pdr
2025-12-15,AIRJ,0.0,0,pdr
2025-12-16,CCUP,267.29847520000044,1,
2025-12-16,SOLT,0.0,0,rs
2025-12-16,CRCA,283.23920320000065,1,
2025-12-17,ULCC,0.0,0,g1
2025-12-17,TWO,0.0,0,pdr
2025-12-17,GOGO,0.0,0,pdr
2025-12-18,BEX,0.0,0,catalyst
2025-12-18,SMU,0.0,0,
2025-12-18,RDW,0.0,0,pdr
2025-12-19,XPEV,0.0,0,pdr
2025-12-19,BMNU,161.00073200000094,1,
2025-12-19,BITU,0.0,0,g1
2025-12-22,NEWP,0.0,0,pdr
2025-12-22,CWAN,0.0,0,pdr
2025-12-22,NGD,0.0,0,pdr
2025-12-23,BMNZ,0.0,0,rs
2025-12-23,ZIM,0.0,0,pdr
2025-12-24,BMNZ,0.0,0,pdr
2025-12-24,ZLAB,0.0,0,pdr
2025-12-24,FJET,0.0,0,g1
2025-12-26,BOIL,0.0,0,pdr
2025-12-26,PLTM,0.0,0,pdr
2025-12-29,GLL,0.0,0,pdr
2025-12-29,YANG,0.0,0,pdr
2025-12-29,SUPX,0.0,0,
2025-12-30,SBSW,0.0,0,pdr
2025-12-30,PLTM,0.0,0,pdr
2025-12-30,BOIL,0.0,0,pdr
2025-12-31,OSS,0.0,0,pdr
2025-12-31,WULF,0.0,0,pdr
2025-12-31,ANGH,0.0,0,pdr
2026-01-02,SOLT,0.0,0,pdr
2026-01-02,NVTS,0.0,0,pdr
2026-01-02,GRRR,0.0,0,pdr
2026-01-05,PLTM,0.0,0,pdr
2026-01-05,XRP,0.0,0,pdr
2026-01-05,SBSW,0.0,0,pdr
2026-01-06,MBLY,0.0,0,pdr
2026-01-06,GNLX,0.0,0,g1
2026-01-06,TRN,0.0,0,pdr
2026-01-07,FRO,0.0,0,pdr
2026-01-07,BEX,0.0,0,catalyst
2026-01-07,GDXD,0.0,0,pdr
2026-01-08,HUYA,0.0,0,pdr
2026-01-08,GDXD,0.0,0,pdr
2026-01-08,DUST,0.0,0,pdr
2026-01-09,NVOX,0.0,0,pdr
2026-01-09,NVA,0.0,0,pdr
2026-01-09,OSCR,0.0,0,pdr
2026-01-12,PSLV,0.0,0,pdr
2026-01-12,KC,0.0,0,pdr
2026-01-12,LFMD,0.0,0,pdr
2026-01-13,BGDE,0.0,0,g1
2026-01-13,MIGI,0.0,0,g1
2026-01-13,DFNS,0.0,0,pdr
2026-01-14,ADNT,0.0,0,pdr
2026-01-14,BMNG,0.0,0,pdr
2026-01-14,BMNU,0.0,0,pdr
2026-01-15,ARMG,0.0,0,pdr
2026-01-15,LABX,0.0,0,pdr
2026-01-15,AEHR,0.0,0,g1
2026-01-16,RIOT,0.0,0,pdr
2026-01-16,RIOX,0.0,0,pdr
2026-01-16,NVOX,0.0,0,pdr
2026-01-20,BMNZ,0.0,0,catalyst
2026-01-20,SKM,0.0,0,pdr
2026-01-20,PLTM,0.0,0,pdr
2026-01-21,SGHC,0.0,0,pdr
2026-01-21,KEP,0.0,0,pdr
2026-01-21,IMSR,0.0,0,pdr
2026-01-22,VELO,0.0,0,
2026-01-22,RGTU,-32.90490499999983,1,
2026-01-22,OPRT,0.0,0,pdr
2026-01-23,SPIR,0.0,0,pdr
2026-01-23,UNG,0.0,0,pdr
2026-01-23,BOIL,0.0,0,
