symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,meta_score,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor
CWVX,2026-07-27,13.39005,-2101.8312600000045,-4.2037931150369205,stop,0,1,3.8202247191011214,28184.0,1.939693686217039,64.40003508468133,2.0,0.4705882352941182,-2.0224719101123565,0.0,0.3162633242731542,5.200945626477543,25.295508274231672,0.0404984423676009,1054495.15,14.584112690246949,-49.52741020793951,11.366768412251396,1.0795554631047857,0.0,0.0,0.8092782807573138,0.7847407894679208,0.0,27.0,3333.333333333333,-140.12208400000029,,0.38228854254592326,Q4,0,-140.12208400000029,2026-07,CRWV
MUZ,2026-07-28,15.917609999999998,765.8461269900001,1.5317776349590175,lock,1,1,3.346203346203344,465508.0,1.556173529800423,31.069132769785902,3.0,0.8269230769230771,1.5444015444015458,0.0,0.7971573945507784,13.43065693430657,16.86131386861313,0.4242424242424238,12246450.5,12.76257885564161,-15.35763306390118,10.282692612011534,1.121003347051458,0.0,0.0,0.0135301519436094,1.0576273111355905,1.0,28.0,3333.333333333333,51.05640846600001,,0.3579903025577479,Q4,0,51.05640846600001,2026-07,MU
NEBX,2026-07-30,18.8564,6708.226304000002,13.419588390058284,scale_eod,1,1,5.991753710830126,272732.0,2.2094014561701223,14.610479865314169,3.0,0.8634737131846946,2.5354590434304454,1.0,1.5255473937743746,31.62083936324169,41.09985528219972,0.0950704225352114,2741317.65,22.529994260260224,-60.81430417923309,16.356106851752568,2.094005778571484,0.0,0.0,0.9034080004386694,1.3626264228065408,3.0,30.0,3333.333333333333,447.21508693333345,,0.4123189011381775,Q4,0,447.21508693333345,2026-07,NBIS
NBIL,2026-07-30,18.3353415,6813.224088765002,13.6313170307035,scale_eod,1,1,6.228070175438597,527623.0,2.234249834339181,41.972244679870656,3.0,0.881417537482961,2.7164685908319006,1.0,1.7961326380951363,32.35955056179777,41.12359550561796,0.0837887067395262,3280308.9,22.49819225113458,-60.65464261857046,16.482828418877318,2.396074955014145,0.0,0.0,0.9034080004386694,1.3626264228065408,3.0,30.0,3333.333333333333,454.21493925100015,,0.39646353227998526,Q4,0,454.21493925100015,2026-07,NBIS
BIYA,2026-07-31,4.102269999999999,-3486.864919999992,-6.973943694588591,stop,0,1,7.068062827225131,41263.0,2.722879438727216,56.58636037184339,3.0,0.629629629629631,4.450261780104722,0.0,1.5475378066443757,5.817174515235457,54.84764542936288,0.0,17596932.45,38.187373296476366,-61.375126390293225,181.6721067847712,0.1574628423376143,0.0,0.0,0.4031333845676624,1.280202843790082,4.0,31.0,3333.333333333333,-232.45766133333277,,0.28819216030619677,Q3,2,-232.45766133333277,2026-07,BIYA
BIOA,2026-08-03,9.73913,-1071.1031099999984,-2.142593845651508,tag_bb,0,1,4.302203567681009,119681.0,2.5440416574786617,113.19945241381777,2.0,0.5121951219512171,-0.2098635886673617,1.0,0.0477661500355958,5.420353982300888,23.89380530973452,0.180555555555555,1057360.3,7.830941052105852,-63.28260450780196,14.9445803379161,9.439006741599812,0.0,0.0,0.3226108723880007,1.4742238069491285,0.0,3.0,3333.333333333333,-71.40687399999989,,0.26531514609739665,Q3,2,-71.40687399999989,2026-08,BIOA
SPCQ,2026-08-05,26.47,0.0,0.0,no_fill,0,0,5.9282371294851774,140643.0,2.470099599600115,124.0332006284768,3.0,0.8750000000000014,2.496099843993762,1.0,1.21910012777027,24.95126705653022,25.035087719298243,0.0155726855096158,1232282.0,12.37693761811354,-18.6031746031746,8.385251520317038,1.0932237913075091,0.0,0.0,0.58600080380641,1.4877390935815862,2.0,5.0,3333.333333333333,0.0,,0.4130578614124902,Q4,0,0.0,2026-08,SPCX
IREG,2026-08-11,8.179464999999999,-1817.433759999992,-3.635384465854414,stop,0,1,3.2756489493201446,42038.0,1.1697698543693895,60.93898668764874,2.0,0.679245283018871,-0.2472187886279304,0.0,0.1017860915738011,7.436918990703846,14.0770252324037,0.0471698113207546,913516.35,18.931256091239145,-24.953617810760665,20.14998478025468,0.654650570840905,0.0,0.0,0.1940416283973455,0.522579010923855,1.0,11.0,3333.333333333333,-121.16225066666613,,0.5437101529617919,Q5,1,-121.16225066666613,2026-08,IREN
UMAC,2026-08-12,27.56244,-724.928819999997,-1.4499079181668908,tag_bb,0,1,5.347985347985351,166644.0,1.9301824882586187,56.20663807811594,3.0,0.6472602739726026,-1.2271062271062303,1.0,0.6267829144693793,5.121293800539091,12.01386214863304,0.0801282051282051,3701906.45,10.678414708264846,-5.339805825242715,8.66561833293086,1.4709385754467132,0.0,0.0,0.5385693521594802,0.5675097152765646,2.0,12.0,3333.333333333333,-48.32858799999979,,0.3466224616948833,Q4,0,-48.32858799999979,2026-08,UMAC
IREX,2026-08-17,18.03,0.0,0.0,no_fill,0,0,4.492512479201344,33188.0,1.590618927316064,58.25443064351288,1.0,0.1851851851851872,-3.6605657237936775,0.0,-0.99922534697521,5.685814771395091,12.426729191090256,0.1320754716981122,1567557.95,18.46555393928524,-14.101953311100512,18.278578065991603,0.8285448075460304,0.0,0.0,-0.0206095267537524,0.5262526816368831,0.0,17.0,3333.333333333333,0.0,,0.1969919687894818,Q2,3,0.0,2026-08,IREN
IRE,2026-08-17,12.6,0.0,0.0,no_fill,0,0,4.378980891719737,194619.0,2.077638911063117,41.70444134606237,2.0,0.236363636363635,-3.025477707006376,0.0,-0.4949495183690506,5.723905723905721,12.626262626262625,0.1066666666666667,9093960.25,18.561085241400782,-14.644920149507302,17.967770433428683,0.7260225268743615,0.0,0.0,-0.0206095267537524,0.5262526816368831,0.0,17.0,3333.333333333333,0.0,,0.17913418263022354,Q2,3,0.0,2026-08,IREN
SSPC,2026-08-18,10.94,0.0,0.0,no_fill,0,0,3.1583836507199243,900354.0,1.5065108200602144,32.962378030213486,3.0,0.8235294117647096,1.0682768230376238,1.0,1.0180860650679662,7.542457542457551,15.834165834165844,0.3438485804416401,20609730.15,16.937557973724676,-56.34630981346309,13.66339899840947,1.175989148019,0.0,0.0,-0.5138027877360211,0.5540418841828245,1.0,18.0,3333.333333333333,0.0,,0.404594302470979,Q4,0,0.0,2026-08,SPCX
SPCQ,2026-08-18,13.63,0.0,0.0,no_fill,0,0,3.1416853094705472,68189.0,1.2304488998684202,67.04600528946102,3.0,0.8338476145264652,1.118568232662195,1.0,0.6350185961300735,8.582995951417008,15.86963562753036,0.280575539568345,1683331.85,16.862971992359206,-57.42857142857143,14.00201778249435,1.517631238308715,0.0,0.0,-0.5138027877360211,0.5540418841828245,1.0,18.0,3333.333333333333,0.0,,0.5236882027693163,Q5,1,0.0,2026-08,SPCX
FFAI,2026-08-19,3.55,0.0,0.0,no_fill,0,0,2.714285714285708,29278.0,0.7316277779201871,118.96093437407818,2.0,0.0,-1.2857142857142836,0.0,-1.4606357208991505,5.740181268882173,13.746223564954684,0.0879120879120879,8141249.55,24.62669169407144,-65.85365853658537,1999.6953947764257,0.0999064081016899,0.0,0.0,0.3791777965991228,0.4407452056785108,2.0,19.0,3333.333333333333,0.0,,0.31675970422593264,Q4,0,0.0,2026-08,FFAI
SOC,2026-08-20,5.3,0.0,0.0,no_fill,0,0,4.263565891472863,39471.0,1.3897265056915808,52.22072706211044,2.0,0.6363636363636356,1.162790697674411,0.0,-0.4290710688721356,7.949790794979076,24.372384937238493,0.6781115879828327,9357453.95,9.467933868417065,-3.0985915492957754,8.03198433094379,3.0865046362317394,0.0,0.0,-0.4030894858658503,0.4854621623145111,3.0,20.0,3333.333333333333,0.0,,0.16111306192040703,Q2,3,0.0,2026-08,SOC
SMCX,2026-08-25,11.94573,2100.074850000003,4.200747882297698,eod,1,1,4.905825667980731,463799.0,1.8457037966420653,38.3809940577362,3.0,0.9464285714285726,4.073587385019726,1.0,2.298310691979512,5.499075785582244,15.618299445471346,0.4141665187289186,8253336.65,12.769449394932163,-27.339274347549345,12.334199743532563,0.6969143806826297,0.0,0.0,0.35233866425661,0.5643599680202932,1.0,25.0,3333.333333333333,140.0049900000002,,0.3420490481051174,Q4,0,140.0049900000002,2026-08,SMCI
SMST,2026-08-26,30.3165,0.0,0.0,no_fill,0,0,3.177240684793556,27345.0,1.2092616687470903,53.34997243449814,2.0,0.010565240359216,-1.3763007720711653,0.0,-1.6883617610060182,5.397229740487174,17.760795343982732,0.1562749003984066,356499.9,11.913908826099014,-53.75659733002174,8.787964624895524,2.770014802248191,0.0,0.0,-0.1540650990325169,0.4596209459501499,2.0,26.0,3333.333333333333,0.0,,0.22026267142618863,Q3,2,0.0,2026-08,MSTR
XPON,2026-08-26,6.604353799999999,10516.139371093608,21.03439973915391,scale_eod,1,1,4.446875000000003,143368.0,2.063425536899408,43.8057962580468,3.0,0.8432888264230501,2.187499999999995,1.0,1.6788038145041824,21.442125237191668,13.28273244781784,0.6714285714285709,5510512.85,10.59080859453159,-30.88552915766737,19.67251464496395,1.7282886836930251,0.0,0.0,-0.1540650990325169,0.4596209459501499,2.0,26.0,3333.333333333333,701.0759580729072,,0.19576806793310111,Q2,3,701.0759580729072,2026-08,XPON
IREG,2026-08-27,8.154189399999998,-1178.1292813999917,-2.356572683975169,eod,0,1,2.872499999999989,38071.0,1.084912259325241,53.02657045880701,2.0,0.2610966057441246,-0.5000000000000004,0.0,-0.5506831749655983,5.124835742444148,11.366622864651776,0.1156069364161855,910549.55,15.97913850028728,-32.375316990701606,10.016902504635786,1.1497924522613845,0.0,0.0,0.3158939014202118,0.4482326602905905,3.0,27.0,3333.333333333333,-78.54195209333277,,0.3562575241037016,Q4,0,-78.54195209333277,2026-08,IREN
YJ,2026-08-27,3.29987,-426.45303999999794,-0.8529123874576836,tag_bb,0,1,5.009433962264151,120986.0,2.901074133910151,67.20771115151793,4.0,0.7482736974262383,2.198113207547158,1.0,1.1763917547769491,15.21739130434784,21.014492753623195,0.1724137931034476,9925068.5,36.891028986146175,-77.23693629205441,51.769870541644735,0.0605381212230424,0.0,0.0,0.3158939014202118,0.4482326602905905,3.0,27.0,3333.333333333333,-28.430202666666528,,0.32217641271378467,Q4,0,-28.430202666666528,2026-08,YJ
PFSA,2026-08-31,3.15945,2321.377953750017,4.642914114798495,scale_lock,1,1,3.2258064516129057,42343.0,1.8012477585272284,35.18379395686213,3.0,0.3000000000000022,-0.6451612903225812,1.0,-0.6554926524734206,5.802047781569963,47.440273037542646,0.1366906474820143,3220365.2,25.781410751622868,-89.05367231638418,144.8134473393062,0.2002005859459666,0.0,0.0,-0.2625593033079849,0.6763375247037948,0.0,31.0,3333.333333333333,154.75853025000112,,0.3236830706904074,Q4,0,154.75853025000112,2026-08,PFSA
SHMD,2026-08-31,3.355,0.0,0.0,no_fill,0,0,5.076923076923078,96604.0,1.7617273884847204,143.97734838244148,3.0,1.0,3.23076923076923,1.0,2.9283637836294414,8.153078202995012,15.307820299500833,0.0326086956521732,725003.55,10.100402736364252,-43.86776973695574,8.632830497322502,1.0097385040390492,0.0,0.0,-0.2625593033079849,0.6763375247037948,0.0,31.0,3333.333333333333,0.0,,0.5809136141394734,Q5,1,0.0,2026-08,SHMD
SMST,2026-09-01,26.5795,-1608.7252499999963,-3.217705374442702,stop,0,1,2.912621359223301,47598.0,0.9772886799272892,79.49441127830003,3.0,1.0,2.912621359223301,1.0,1.56199719040031,7.291666666666667,13.166666666666668,0.0506329113924051,578428.75,12.948001284988637,-57.26141078838174,10.53635772573649,1.4064480716077823,0.0,0.0,-0.6570627729613407,0.6700654278329711,1.0,1.0,3333.333333333333,-107.24834999999975,,0.7367712491385517,Q5,1,-107.24834999999975,2026-09,MSTR
ALMS,2026-09-02,10.571619999999998,-388.3454799999904,-0.7767967444913645,tag_bb,0,1,5.808961102904957,945826.0,3.1423205806109737,46.769601722111176,2.0,0.8643837938633692,3.003446578040389,1.0,2.020191289673345,7.233368532206956,24.39281942977825,0.3116883116883119,2213957.7,7.028711365033276,-64.43979101592593,12.829979508103811,12.821445504582131,0.0,0.0,0.0879519021239823,0.6725941561710829,2.0,2.0,3333.333333333333,-25.889698666666025,,0.19208615184852132,Q2,3,-25.889698666666025,2026-09,ALMS
SUPX,2026-09-09,8.06,0.0,0.0,no_fill,0,0,5.086848635235733,41957.0,2.091628742100483,53.293509814945686,2.0,0.2926829268292663,-3.59801488833748,1.0,-0.8381433526947819,7.180851063829801,19.01595744680852,0.1678321678321672,531126.4,11.630454105964477,-28.54609929078013,9.428786610284549,2.43103901444176,0.0,0.0,-0.2454436262990228,0.6496155264707524,2.0,9.0,3333.333333333333,0.0,,0.1689548699835178,Q2,3,0.0,2026-09,SUPX
SMST,2026-09-15,21.38396,-222.7412599999984,-0.4455208483367875,tag_bb,1,1,3.6458333333333313,36558.0,1.171614414706579,64.52515304846513,2.0,0.3766233766233757,-1.325757575757581,0.0,-0.1442030384166312,7.975460122699399,11.165644171779148,0.0705128205128204,958030.45,14.668593321561312,-64.07552304813744,13.335065237553822,0.8243715009267191,0.0,0.0,-0.1002786247502935,0.5187660833983196,1.0,15.0,3333.333333333333,-14.849417333333225,,0.4139063928821908,Q4,0,-14.849417333333225,2026-09,MSTR
