day,symbol,rvol,rk,side,prev_close,atr14,adv20,status,entry,R,stop,tgt,exit,exit_m,reason,gross_r
2026-03-12,AA,2.284938532840919,11,short,66.36,4.1389142857142875,7041931.85,ok,66.261,0.4138914285714288,66.67489142857143,62.12208571428571,66.67489142857143,702.0,stop,-1.000000000000008
2026-03-30,AA,3.114047841882913,6,long,58.41,3.4795571428571437,6713939.4,ok,65.18,0.34795571428571437,64.83204428571429,68.65955714285715,64.83204428571429,582.0,stop,-1.0000000000000089
2026-04-09,AA,1.456727239689341,20,long,71.76,3.904871428571429,6618096.15,ok,74.795,0.3904871428571429,74.40451285714286,78.69987142857143,74.40451285714286,591.0,stop,-0.9999999999999918
2026-02-02,AAAU,3.54074670842706,9,long,47.86,1.737964285714286,6596883.7,ok,46.96,0.17379642857142863,46.78620357142857,48.697964285714285,46.78620357142857,585.0,stop,-0.9999999999999987
2025-07-15,AAOI,2.4469700912980565,11,short,29.495,2.6848500000000004,5977291.05,ok,30.25,0.26848500000000003,30.518485,27.56515,29.28,955.0,time,3.6128647782930097
2025-07-16,AAOI,1.7727967558287803,18,short,29.24,2.7727071428571426,5956532.35,ok,28.0,0.27727071428571426,28.277270714285713,25.227292857142857,28.277270714285713,575.0,stop,-0.9999999999999952
2025-08-26,AAOI,1.4762586886693445,20,short,24.34,2.5920714285714284,5657769.5,ok,25.6,0.25920714285714286,25.859207142857144,23.00792857142857,25.859207142857144,576.0,stop,-1.0000000000000004
2025-08-28,AAOI,2.7246623412633206,12,short,24.05,2.573971428571428,5688769.9,ok,23.03,0.2573971428571428,23.287397142857145,20.456028571428572,23.287397142857145,576.0,stop,-1.0000000000000044
2025-11-07,AAOI,5.609708335389627,7,long,29.1,3.2810571428571413,5352068.7,ok,28.64,0.32810571428571417,28.311894285714285,31.921057142857144,28.311894285714285,575.0,stop,-1.0000000000000049
2025-11-10,AAOI,2.183286072013763,11,short,28.57,3.3924857142857134,5418145.25,ok,26.12,0.33924857142857134,26.45924857142857,22.72751428571429,26.45924857142857,575.0,stop,-0.9999999999999954
2025-12-23,AAOI,2.5200559751182703,4,long,39.095,3.33885,5136314.8,ok,38.48,0.333885,38.146114999999995,41.81885,38.146114999999995,575.0,stop,-1.0000000000000067
2026-02-27,AAOI,11.843733785811445,1,long,53.69,5.090857142857142,5417676.45,ok,70.315,0.5090857142857143,69.80591428571428,75.40585714285714,75.40585714285714,579.0,target,10.000000000000007
2026-03-02,AAOI,5.9201737576674045,4,long,84.23,6.8022857142857145,6233518.8,ok,107.56,0.6802285714285715,106.87977142857143,114.36228571428572,106.87977142857143,576.0,stop,-1.0000000000000002
2026-04-06,AAOI,2.573689362983572,4,long,103.91,13.632499999999995,13266161.7,ok,115.88,1.3632499999999996,114.51675,129.5125,114.51675,576.0,stop,-0.9999999999999956
2026-05-04,AAOI,1.6446870103052522,18,short,183.51,18.342399999999998,11558580.7,ok,185.3475,1.8342399999999999,187.18174,167.0051,187.18174,581.0,stop,-0.9999999999999969
2026-05-08,AAOI,2.089087978041496,20,short,157.55,20.059121428571427,10585839.1,ok,166.598,2.005912142857143,168.60391214285715,146.5388785714286,168.60391214285715,576.0,stop,-0.9999999999999993
2026-05-13,AAOI,1.9081139058423338,15,short,188.28,23.960564285714288,11093039.6,ok,200.57,2.3960564285714288,202.96605642857142,176.6094357142857,202.96605642857142,593.0,stop,-0.9999999999999992
2025-04-14,AAPL,2.316086736001601,5,short,198.15,12.478914285714284,76004431.4,ok,208.68,1.2478914285714284,209.92789142857143,196.2010857142857,202.895,955.0,time,4.635819966022683
2025-05-02,AAPL,2.640508835073941,13,short,213.32,7.149407142857137,79617385.75,ok,203.2199,0.7149407142857137,203.9348407142857,196.07049285714285,203.9348407142857,579.0,stop,-1.0000000000000049
2025-05-23,AAPL,2.1158704370422337,18,long,201.36,5.159149999999999,52980501.2,ok,196.5,0.5159149999999999,195.984085,201.65915,195.984085,583.0,stop,-1.0000000000000133
2025-07-01,AAPL,1.7320169610118696,15,long,205.17,3.886014285714282,55025219.85,ok,207.04,0.3886014285714282,206.65139857142856,210.92601428571427,206.65139857142856,582.0,stop,-1.0000000000000147
2025-08-07,AAPL,2.334019762359286,12,short,213.25,4.5139571428571434,54429683.65,ok,218.14,0.45139571428571434,218.5913957142857,213.62604285714283,218.5913957142857,576.0,stop,-1.0000000000000207
2025-09-03,AAPL,2.3076592263127487,11,short,229.72,3.8985428571428593,54131508.55,ok,235.62,0.38985428571428593,236.00985428571428,231.72145714285713,236.00985428571428,591.0,stop,-0.9999999999999812
2025-10-20,AAPL,2.3467787028875766,9,long,252.29,4.65885714285714,46879137.9,ok,258.4,0.465885714285714,257.93411428571426,263.0588571428571,257.93411428571426,576.0,stop,-1.00000000000001
2025-10-31,AAPL,2.194650284325532,20,short,271.4,5.125707142857144,45981030.55,ok,272.97,0.5125707142857144,273.4825707142857,267.8442928571429,270.61,955.0,time,4.604242759535643
2026-04-17,AAPL,4.175880142983321,15,long,263.4,6.216414285714295,43020588.55,ok,268.394,0.6216414285714296,267.7723585714286,274.6104142857143,267.7723585714286,580.0,stop,-0.9999999999999882
2026-05-01,AAPL,3.057860260118026,7,long,271.35,5.909642857142866,43523630.5,ok,280.68,0.5909642857142866,280.0890357142857,286.58964285714285,280.0890357142857,575.0,stop,-0.9999999999999862
2025-02-18,ABBV,2.582684803869988,14,long,192.87,4.571785714285718,6166669.1,ok,194.3949,0.4571785714285718,193.93772142857142,198.96668571428572,196.57,955.0,time,4.757659557847009
2025-02-25,ABBV,1.8292630348260233,17,short,204.08,3.6676214285714366,5698946.85,ok,203.95,0.3667621428571437,204.31676214285713,200.28237857142855,204.31676214285713,575.0,stop,-0.9999999999999921
2025-03-26,ABBV,1.5758308389604145,9,short,201.34,4.846471428571426,7129480.95,ok,198.23,0.4846471428571426,198.71464714285713,193.38352857142857,198.71464714285713,575.0,stop,-0.9999999999999987
2025-04-25,ABBV,1.7307303183028093,11,short,180.37,8.714657142857138,9551941.25,ok,185.495,0.8714657142857138,186.3664657142857,176.78034285714287,186.3664657142857,843.0,stop,-0.9999999999999898
2025-10-31,ABBV,3.1353043740096602,10,short,228.2,3.3518928571428597,5314695.55,ok,218.97,0.33518928571428597,219.30518928571428,215.61810714285713,219.30518928571428,575.0,stop,-0.9999999999999781
2025-11-21,ABBV,2.6288210198415385,20,long,229.45,5.870785714285715,5856683.7,ok,230.95,0.5870785714285714,230.3629214285714,236.8207857142857,236.8207857142857,731.0,target,10.000000000000004
2025-12-19,ABBV,15.649939901884263,12,long,222.82,4.317478571428571,5508251.35,ok,223.315,0.43174785714285707,222.88325214285715,227.63247857142858,222.88325214285715,575.0,stop,-0.9999999999999891
2026-01-16,ABBV,6.495529634673456,9,long,216.75,5.84291428571428,6254503.15,ok,215.81,0.584291428571428,215.22570857142858,221.65291428571427,215.22570857142858,576.0,stop,-0.999999999999984
2026-02-04,ABBV,4.955791587518285,7,short,225.66,5.357814285714288,7347861.55,ok,207.96,0.5357814285714289,208.49578142857143,202.60218571428572,208.49578142857143,577.0,stop,-0.9999999999999938
2026-03-09,ABBV,2.2150643240617454,20,short,230.11,5.7101000000000015,6655617.85,ok,227.42,0.5710100000000001,227.99101,221.70989999999998,227.99101,577.0,stop,-1.0000000000000018
2026-04-17,ABBV,4.31433178341083,13,long,208.99,5.408685714285708,7272050.6,ok,210.655,0.5408685714285708,210.11413142857143,216.0636857142857,210.11413142857143,729.0,stop,-1.0000000000000082
2026-04-27,ABBV,1.8415108773831859,19,long,198.71,5.056185714285712,6535793.15,ok,198.72,0.5056185714285711,198.21438142857141,203.7761857142857,198.21438142857141,824.0,stop,-1.0000000000000266
2026-04-29,ABBV,2.3280201005562975,17,long,197.69,4.716271428571425,6567652.45,ok,198.2901,0.4716271428571426,197.81847285714286,203.0063714285714,197.81847285714286,575.0,stop,-0.9999999999999741
2025-03-11,ABNB,1.948173422432529,17,short,132.15,5.298571428571423,6774834.9,ok,126.99,0.5298571428571422,127.51985714285713,121.69142857142857,127.51985714285713,575.0,stop,-0.9999999999999943
2025-03-27,ABNB,1.6219782227627515,13,short,128.64,4.557071428571428,5419303.85,ok,124.32,0.4557071428571428,124.77570714285713,119.76292857142856,124.77570714285713,590.0,stop,-0.9999999999999855
2025-04-30,ABNB,3.019341991896107,12,short,125.49,5.376785714285715,6148437.1,ok,120.55,0.5376785714285716,121.08767857142857,115.17321428571428,121.08767857142857,951.0,stop,-1.0000000000000002
2025-05-02,ABNB,4.045421697195109,5,long,124.01,4.052142857142857,6541671.3,ok,123.28,0.40521428571428575,122.87478571428572,127.33214285714286,122.87478571428572,575.0,stop,-0.9999999999999852
2025-05-20,ABNB,1.8377301555398393,12,short,136.6,4.312964285714284,5734201.8,ok,132.91,0.43129642857142847,133.3412964285714,128.5970357142857,133.3412964285714,638.0,stop,-0.9999999999999676
2025-06-06,ABNB,2.3662540104109744,10,long,137.29,3.3797500000000045,5700639.2,ok,142.12,0.33797500000000047,141.782025,145.49975,141.782025,576.0,stop,-0.999999999999999
2025-12-17,ABNB,2.6497719133508713,8,long,132.01,3.0733857142857155,5089055.75,ok,134.885,0.30733857142857157,134.57766142857142,137.9583857142857,134.57766142857142,578.0,stop,-1.0000000000000062
2025-02-24,ABT,1.8616503920614624,14,long,134.92,2.505485714285714,6681976.35,ok,134.68,0.2505485714285714,134.42945142857144,137.18548571428573,134.42945142857144,576.0,stop,-0.999999999999982
2025-02-26,ABT,2.689577631176171,9,long,135.82,2.3799928571428564,6208363.95,ok,135.725,0.23799928571428564,135.4870007142857,138.10499285714286,135.4870007142857,575.0,stop,-1.0000000000000402
2025-03-14,ABT,2.7187364795688884,5,long,129.89,2.9589785714285677,6703367.6,ok,125.7806,0.29589785714285677,125.48470214285715,128.73957857142858,125.48470214285715,699.0,stop,-1.0000000000000164
2025-04-15,ABT,1.1320562884284964,18,short,127.96,4.093085714285715,7565151.3,ok,127.5,0.4093085714285716,127.90930857142857,123.40691428571428,127.90930857142857,576.0,stop,-0.9999999999999908
2025-04-16,ABT,3.9606180653679095,1,long,126.22,4.141692857142859,7599130.75,ok,131.97,0.4141692857142859,131.55583071428572,136.11169285714286,131.55,580.0,stop,-1.0140780943609708
2025-04-17,ABT,2.4914700658144935,18,short,129.7,4.328835714285716,8018361.25,ok,130.3803,0.4328835714285716,130.81318357142857,126.05146428571429,130.81318357142857,575.0,stop,-0.9999999999999771
2025-05-16,ABT,3.2873230734132455,6,short,133.35,2.862721428571431,6486816.25,ok,132.98,0.2862721428571431,133.26627214285713,130.11727857142856,133.26627214285713,582.0,stop,-1.0000000000000007
2025-05-19,ABT,2.2183988618438577,11,short,134.8,2.928435714285716,6319544.1,ok,135.14,0.2928435714285716,135.43284357142855,132.21156428571427,135.43284357142855,635.0,stop,-0.9999999999999695
2025-07-17,ABT,8.667976481906862,1,short,131.74,2.342307142857144,6338984.45,ok,124.57,0.2342307142857144,124.80423071428571,122.22769285714286,122.22769285714286,584.0,target,9.999999999999973
2025-07-18,ABT,10.09435413084953,3,long,120.51,2.852307142857146,7466468.6,ok,123.49,0.2852307142857146,123.20476928571428,126.34230714285714,123.65,955.0,time,0.5609494068711666
2025-08-15,ABT,4.107191342090671,10,long,129.28,2.4974999999999943,6973724.5,ok,130.7,0.24974999999999944,130.45024999999998,133.1975,131.51,955.0,time,3.2432432432432594
2025-09-19,ABT,12.119118116766652,9,long,134.57,2.4755642857142846,5026998.75,ok,134.74,0.24755642857142846,134.49244357142857,137.2155642857143,134.49244357142857,575.0,stop,-1.0000000000000575
2025-10-15,ABT,3.1805532088631736,12,long,133.27,2.535000000000003,5932669.3,ok,129.68,0.2535000000000003,129.4265,132.215,129.4265,575.0,stop,-1.0000000000000087
2025-11-20,ABT,3.4706002070430806,4,long,126.15,2.37248571428572,5785068.8,ok,123.69,0.23724857142857203,123.45275142857143,126.06248571428571,123.45275142857143,575.0,stop,-0.9999999999999742
2025-11-21,ABT,2.6738991336572675,18,short,123.97,2.5149857142857206,6032739.2,ok,124.4551,0.25149857142857207,124.70659857142857,121.94011428571429,124.70659857142857,575.0,stop,-0.9999999999999918
2025-12-19,ABT,13.998295822155846,15,long,125.12,2.4226428571428564,6642328.15,ok,125.545,0.24226428571428565,125.30273571428572,127.96764285714286,125.30273571428572,576.0,stop,-0.9999999999999961
2026-01-16,ABT,7.9345839996408785,7,short,123.53,2.1061642857142866,5906173.3,ok,122.46,0.21061642857142868,122.67061642857142,120.35383571428571,122.67061642857142,630.0,stop,-0.9999999999999928
2026-01-22,ABT,13.010393838899205,1,long,120.73,2.2418785714285727,6249813.4,ok,109.88,0.22418785714285727,109.65581214285714,112.12187857142857,109.65581214285714,575.0,stop,-0.9999999999999742
2026-03-09,ABT,2.3104092789214628,18,long,109.56,1.9910357142857162,8655862.1,ok,110.28,0.19910357142857163,110.08089642857144,112.27103571428572,112.27103571428572,707.0,target,9.999999999999995
2026-03-13,ABT,2.1995056544099083,5,short,108.14,2.366507142857146,8640780.25,ok,109.3,0.2366507142857146,109.53665071428571,106.93349285714285,109.53665071428571,576.0,stop,-1.0000000000000056
2026-03-31,ABT,1.894585912660224,14,long,101.88,2.3892857142857133,12566206.75,ok,102.83,0.23892857142857135,102.59107142857142,105.21928571428572,102.59107142857142,578.0,stop,-1.0000000000000084
2026-04-16,ABT,5.857354219801239,3,long,101.56,2.0521428571428575,13143180.35,ok,97.41,0.20521428571428577,97.2047857142857,99.46214285714285,97.2047857142857,575.0,stop,-1.0000000000000262
2026-04-17,ABT,4.385480496776615,11,short,95.47,2.4564285714285714,14120818.55,ok,95.15,0.24564285714285716,95.39564285714286,92.69357142857143,95.39564285714286,578.0,stop,-0.9999999999999896
2026-04-21,ABT,2.0352418333486195,16,short,96.0,2.411428571428572,10882683.4,ok,94.84,0.24114285714285721,95.08114285714286,92.42857142857143,95.08114285714286,585.0,stop,-1.000000000000018
2025-03-10,ACI,2.134590212073402,17,long,21.46,0.5178571428571421,5512551.1,ok,21.43,0.05178571428571421,21.378214285714286,21.947857142857142,21.378214285714286,576.0,stop,-0.9999999999999936
2025-04-14,ACI,2.725999758135864,3,short,21.19,0.6778571428571427,5473027.9,ok,21.32,0.06778571428571427,21.387785714285716,20.642142857142858,21.387785714285716,576.0,stop,-1.0000000000000207
2025-04-15,ACI,8.334742666835808,1,short,21.57,0.6928571428571428,5529426.65,ok,20.52,0.06928571428571428,20.589285714285715,19.827142857142857,20.589285714285715,575.0,stop,-1.0000000000000209
2025-07-08,ACI,1.4543505485147523,19,long,22.74,0.45578571428571407,5238749.9,ok,22.74,0.04557857142857141,22.694421428571427,23.195785714285712,22.694421428571427,575.0,stop,-0.9999999999999915
2025-07-15,ACI,3.9927157125803183,5,short,22.13,0.4096857142857144,5810582.35,ok,21.2,0.04096857142857144,21.24096857142857,20.790314285714285,20.790314285714285,617.0,target,10.000000000000007
2025-07-28,ACI,1.8094909923829299,15,short,20.0,0.5119999999999997,7039100.65,ok,19.82,0.05119999999999997,19.8712,19.308,19.8712,575.0,stop,-1.0000000000000293
2025-09-25,ACN,3.256451409461959,5,long,239.08,6.23834285714286,5024480.25,ok,240.74,0.623834285714286,240.11616571428573,246.97834285714288,240.11616571428573,575.0,stop,-0.9999999999999921
2026-03-19,ACN,4.661189547447271,6,long,195.15,7.579557142857149,7583304.55,ok,197.98,0.757955714285715,197.22204428571428,205.55955714285713,205.55955714285713,664.0,target,9.999999999999988
2026-04-23,ACN,2.6779704580686103,20,short,190.1,6.93944285714286,5083456.85,ok,180.23,0.6939442857142861,180.92394428571427,173.29055714285712,178.79,955.0,time,2.0750945423778315
2026-05-14,ACN,2.069848075370825,14,long,159.64,6.762571428571429,5602015.25,ok,164.75,0.676257142857143,164.07374285714286,171.51257142857142,164.07374285714286,575.0,stop,-0.9999999999999942
2026-02-26,ACWI,5.099535414560319,7,short,148.65,1.7810714285714286,6075075.65,ok,148.425,0.17810714285714288,148.60310714285714,146.64392857142857,147.89,955.0,time,3.003809905755103
2026-03-04,ACWI,3.1981954460777984,11,long,143.68,2.0142857142857133,7029047.1,ok,144.37,0.20142857142857135,144.16857142857143,146.3842857142857,144.16857142857143,575.0,stop,-1.0000000000000384
2026-03-25,ACWI,2.4708903262027406,9,long,138.04,2.5407142857142895,7676900.3,ok,139.74,0.25407142857142895,139.4859285714286,142.2807142857143,139.4859285714286,588.0,stop,-0.9999999999999711
2026-03-31,ACWI,4.526469393418952,2,long,134.19,2.3500000000000023,7291308.65,ok,135.82,0.23500000000000024,135.58499999999998,138.17,135.58499999999998,655.0,stop,-1.000000000000057
2026-04-07,ACWI,2.300964939899617,7,short,140.15,2.440000000000004,6077252.55,ok,139.46,0.2440000000000004,139.704,137.02,139.704,815.0,stop,-0.9999999999999973
2026-03-13,ADBE,7.108917037797871,1,long,269.78,9.83678571428572,5751457.8,ok,252.32,0.983678571428572,251.3363214285714,262.1567857142857,251.3363214285714,575.0,stop,-1.000000000000012
2026-04-16,ADBE,2.968550416027985,12,short,244.66,8.76227857142857,5178759.75,ok,251.425,0.8762278571428571,252.30122785714286,242.66272142857144,248.54,955.0,time,3.2925225744445363
2026-04-20,ADBE,1.749431874699945,16,short,244.45,8.979064285714287,5161669.5,ok,249.24,0.8979064285714288,250.13790642857143,240.26093571428572,250.13790642857143,575.0,stop,-0.9999999999999872
2025-04-24,ADI,1.819407690406363,16,long,183.11,14.135357142857142,5268671.1,ok,193.0975,1.4135357142857143,191.6839642857143,207.23285714285714,191.6839642857143,581.0,stop,-0.9999999999999901
2025-12-01,AEO,3.454413338630986,6,long,20.4,0.7911642857142854,5889200.65,ok,20.545,0.07911642857142855,20.465883571428574,21.336164285714286,20.465883571428574,575.0,stop,-0.9999999999999942
2025-12-02,AEO,1.8791684620962912,12,short,21.25,0.8058071428571427,6281975.55,ok,21.095,0.08058071428571428,21.17558071428571,20.289192857142854,21.17558071428571,668.0,stop,-0.99999999999998
2025-12-03,AEO,13.344899529070217,1,long,20.83,0.7961642857142854,6850949.9,ok,23.66,0.07961642857142855,23.580383571428573,24.456164285714287,23.580383571428573,575.0,stop,-0.9999999999999796
2026-01-12,AEO,6.9970626786373264,2,short,26.82,1.0667071428571424,6760342.1,regsho,24.08,,,,,,,
2026-02-12,AEO,2.5427896233464997,12,long,23.84,0.9424071428571433,5266572.65,ok,25.15,0.09424071428571434,25.055759285714284,26.09240714285714,25.055759285714284,575.0,stop,-0.9999999999999988
2025-03-17,AFRM,5.157362772421286,3,short,50.08,4.790121428571429,7311497.1,regsho,44.3699,,,,,,,
2025-04-29,AFRM,3.151206444694311,5,long,49.17,3.531414285714285,8478500.5,ok,51.926,0.3531414285714285,51.572858571428576,55.457414285714286,51.572858571428576,576.0,stop,-0.9999999999999937
2025-05-09,AFRM,5.950024813826793,6,short,54.26,2.9723071428571424,6740153.25,ok,49.59,0.29723071428571424,49.88723071428572,46.61769285714286,49.88723071428572,576.0,stop,-1.000000000000011
2025-05-12,AFRM,3.8260105202569847,19,short,46.41,3.403735714285713,7893628.35,ok,49.9791,0.34037357142857133,50.319473571428574,46.575364285714286,50.319473571428574,575.0,stop,-1.0000000000000009
2025-06-03,AFRM,2.1052438107009155,10,long,52.9,2.6508071428571447,8982987.25,ok,54.505,0.2650807142857145,54.239919285714286,57.15580714285715,54.239919285714286,575.0,stop,-1.000000000000006
2025-07-08,AFRM,1.4573469143576565,18,long,71.23,2.371928571428572,5904691.5,ok,72.56,0.2371928571428572,72.32280714285714,74.93192857142857,72.32280714285714,583.0,stop,-1.0000000000000047
2025-07-09,AFRM,1.811076973731109,16,short,67.73,2.6340714285714286,5876243.7,ok,68.0,0.2634071428571429,68.26340714285715,65.36592857142857,68.31,577.0,stop,-1.176885321474098
2025-07-14,AFRM,2.950999799156457,8,long,64.72,2.8813642857142843,5492181.05,ok,63.0292,0.28813642857142846,62.741063571428576,65.91056428571429,64.07,955.0,time,3.6121777630140155
2025-08-12,AFRM,2.3375722301590467,10,long,72.97,3.758542857142856,5233049.75,ok,76.6999,0.37585428571428564,76.32404571428572,80.45844285714286,76.32404571428572,582.0,stop,-0.9999999999999925
2025-08-29,AFRM,20.062525014179815,1,long,79.99,3.482714285714285,6926199.55,ok,98.675,0.34827142857142857,98.32672857142857,102.15771428571428,98.32672857142857,575.0,stop,-0.9999999999999821
2025-09-25,AFRM,1.9267646882167258,20,short,81.53,4.610342857142858,10251401.15,ok,78.65,0.46103428571428584,79.1110342857143,74.03965714285715,79.1110342857143,596.0,stop,-1.0000000000000113
2025-11-07,AFRM,6.444587669154127,5,long,65.96,3.8789142857142846,5280318.2,ok,71.91,0.3878914285714285,71.52210857142857,75.78891428571428,71.52210857142857,575.0,stop,-0.9999999999999823
2025-11-10,AFRM,2.9541893877212253,5,long,73.62,4.116057142857143,5753994.4,ok,77.6101,0.4116057142857143,77.19849428571429,81.72615714285715,77.19849428571429,575.0,stop,-0.9999999999999969
2025-12-17,AFRM,2.5137690265182453,10,long,73.39,3.4716285714285737,5079239.85,ok,73.99,0.3471628571428574,73.64283714285713,77.46162857142856,73.64283714285713,604.0,stop,-1.0000000000000147
2026-02-06,AFRM,4.976101503432694,4,short,59.42,3.671978571428574,6327863.05,ok,60.065,0.3671978571428574,60.43219785714285,56.39302142857142,60.43219785714285,575.0,stop,-0.9999999999999944
2026-04-02,AFRM,2.1403535282755595,9,short,45.54,2.601371428571429,5433113.3,ok,43.44,0.2601371428571429,43.70013714285714,40.83862857142857,43.70013714285714,594.0,stop,-0.9999999999999878
2026-05-08,AFRM,4.311325621284224,9,long,67.36,3.091449999999998,5248850.25,ok,68.52,0.3091449999999998,68.210855,71.61144999999999,68.210855,580.0,stop,-1.0000000000000036
2026-05-13,AFRM,1.8278473539342492,16,short,65.43,3.5428857142857124,5584738.6,ok,62.73,0.3542885714285713,63.084288571428566,59.18711428571429,63.084288571428566,641.0,stop,-0.9999999999999931
2026-02-23,AG,2.133350938871578,13,long,27.55,1.9182142857142856,30038336.8,ok,28.14,0.1918214285714286,27.94817857142857,30.058214285714286,28.66,955.0,time,2.7108545894619227
2026-03-18,AG,1.7290487706115827,19,short,21.74,2.0003499999999996,23139376.8,ok,20.31,0.20003499999999996,20.510035,18.309649999999998,20.510035,586.0,stop,-0.9999999999999989
2026-05-12,AG,2.119636575910431,14,long,23.58,1.1773571428571425,12870552.75,ok,23.58,0.11773571428571426,23.462264285714284,24.757357142857142,23.462264285714284,575.0,stop,-1.000000000000004
2025-02-25,AGG,2.540701826052399,10,short,98.19,0.41437142857142717,8390639.3,ok,98.64,0.04143714285714272,98.68143714285715,98.22562857142857,98.68143714285715,594.0,stop,-1.0000000000001394
2025-02-27,AGG,1.8248079175683456,14,short,98.96,0.41152857142857,8265879.75,ok,98.75,0.041152857142857005,98.79115285714286,98.33847142857142,98.79115285714286,580.0,stop,-1.0000000000001183
2025-03-06,AGG,2.787461001818161,6,long,98.57,0.4545428571428565,8325233.1,ok,98.53,0.045454285714285655,98.48454571428572,98.98454285714286,98.48454571428572,590.0,stop,-0.9999999999999954
2025-03-26,AGG,1.3971361750204625,14,short,98.45,0.41801428571428645,8045309.5,ok,98.305,0.04180142857142865,98.34680142857144,97.88698571428571,98.34680142857144,740.0,stop,-1.0000000000000826
