symbol,day,halt_seq,entry_t,n_quotes,q_ts,nbb,nbo,spread,mean_spread,err
XXII,2025-01-14,2,2025-01-14T15:01:00+00:00,497,2025-01-14T15:00:59.875289+00:00,7.71,7.86,0.15000000000000036,0.1399698795180724,
PTLE,2025-01-15,3,2025-01-15T14:58:00+00:00,274,2025-01-15T14:57:58.717333+00:00,12.9,13.34,0.4399999999999995,0.3425396825396826,
PTLE,2025-01-15,8,2025-01-15T18:37:00+00:00,483,2025-01-15T18:36:59.999967+00:00,3.21,3.29,0.08000000000000007,0.08782608695652179,
PTLE,2025-01-15,10,2025-01-15T19:08:00+00:00,109,2025-01-15T19:07:51.657252+00:00,3.54,3.7,0.16000000000000014,0.09218390804597705,
KBSX,2025-01-16,4,2025-01-16T16:05:00+00:00,43,2025-01-16T16:04:45.469780+00:00,13.23,16.19,2.960000000000001,2.065,
KBSX,2025-01-16,5,2025-01-16T16:41:00+00:00,35,2025-01-16T16:40:53.022123+00:00,9.36,11.46,2.1000000000000014,2.1588888888888893,
KBSX,2025-01-16,8,2025-01-16T17:38:00+00:00,39,2025-01-16T17:37:57.317629+00:00,8.49,9.92,1.4299999999999997,0.7730434782608693,
KBSX,2025-01-16,9,2025-01-16T17:49:00+00:00,28,2025-01-16T17:48:49.584874+00:00,9.67,10.75,1.08,1.6246666666666665,
KBSX,2025-01-16,11,2025-01-16T18:03:00+00:00,11,2025-01-16T18:02:35.126908+00:00,10.1,11.74,1.6400000000000006,1.832857142857143,
BDMD,2025-01-17,1,2025-01-17T15:34:00+00:00,231,2025-01-17T15:33:59.476851+00:00,7.07,7.29,0.21999999999999975,0.15627659574468078,
BDMD,2025-01-17,3,2025-01-17T15:46:00+00:00,166,2025-01-17T15:45:50.980118+00:00,6.85,7.03,0.1800000000000006,0.15517985611510796,
BDMD,2025-01-17,4,2025-01-17T15:54:00+00:00,339,2025-01-17T15:53:59.763448+00:00,8.34,8.35,0.009999999999999787,0.09063333333333326,
BDMD,2025-01-17,5,2025-01-17T16:04:00+00:00,1120,2025-01-17T16:03:59.649285+00:00,9.45,9.7,0.25,0.16991678224687928,
BDMD,2025-01-17,6,2025-01-17T16:32:00+00:00,1093,2025-01-17T16:31:59.912827+00:00,10.57,10.61,0.03999999999999915,0.12375000000000011,
DOGZ,2025-01-21,5,2025-01-21T15:31:00+00:00,230,2025-01-21T15:30:59.985010+00:00,13.66,14.82,1.1600000000000001,0.4957500000000004,
DOGZ,2025-01-21,6,2025-01-21T15:37:00+00:00,293,2025-01-21T15:36:59.814450+00:00,18.11,19.47,1.3599999999999994,1.0760156250000001,
STFS,2025-01-22,1,2025-01-22T14:37:00+00:00,1591,2025-01-22T14:36:59.571044+00:00,2.23,2.24,0.010000000000000231,0.01461538461538459,
STFS,2025-01-22,2,2025-01-22T14:44:00+00:00,1018,2025-01-22T14:43:59.326513+00:00,2.01,2.03,0.020000000000000018,0.012193308550185878,
STFS,2025-01-22,3,2025-01-22T14:58:00+00:00,988,2025-01-22T14:57:59.773593+00:00,2.13,2.16,0.03000000000000025,0.015315852205005974,
STFS,2025-01-22,4,2025-01-22T15:13:00+00:00,1151,2025-01-22T15:12:59.914541+00:00,2.76,2.77,0.010000000000000231,0.011253263707571666,
STFS,2025-01-22,7,2025-01-22T15:38:00+00:00,2205,2025-01-22T15:37:59.919005+00:00,2.8,2.81,0.010000000000000231,0.012885829030407341,
STFS,2025-01-22,8,2025-01-22T15:54:00+00:00,1653,2025-01-22T15:53:59.727081+00:00,3.57,3.59,0.020000000000000018,0.013625154130702786,
STFS,2025-01-22,10,2025-01-22T16:05:00+00:00,792,2025-01-22T16:04:59.538493+00:00,3.61,3.62,0.010000000000000231,0.010000000000000231,
STFS,2025-01-22,11,2025-01-22T16:16:00+00:00,1377,2025-01-22T16:15:59.913113+00:00,3.87,3.88,0.009999999999999787,0.02843226788432269,
STFS,2025-01-22,12,2025-01-22T16:29:00+00:00,814,2025-01-22T16:28:58.409115+00:00,3.25,3.27,0.020000000000000018,0.03231481481481481,
STFS,2025-01-22,13,2025-01-22T16:37:00+00:00,1265,2025-01-22T16:36:59.484530+00:00,2.85,2.91,0.06000000000000005,0.029670861568247844,
STFS,2025-01-22,15,2025-01-22T16:53:00+00:00,703,2025-01-22T16:52:59.877921+00:00,2.83,2.85,0.020000000000000018,0.0238775510204082,
COEP,2025-01-23,1,2025-01-23T14:51:00+00:00,1,,,,,0.40000000000000036,no_quote_at_or_before_entry
COEP,2025-01-23,2,2025-01-23T15:05:00+00:00,43,2025-01-23T15:04:51.127046+00:00,8.55,10.0,1.4499999999999993,0.9025,
DOGZ,2025-01-27,2,2025-01-27T15:28:00+00:00,41,2025-01-27T15:27:58.635980+00:00,23.7,24.73,1.0300000000000011,1.107692307692307,
GRAL,2025-01-27,2,2025-01-27T14:58:00+00:00,59,2025-01-27T14:57:58.787379+00:00,26.15,26.29,0.14000000000000057,0.10399999999999941,
DWTX,2025-01-27,1,2025-01-27T14:45:00+00:00,186,2025-01-27T14:44:59.992762+00:00,11.87,12.43,0.5600000000000005,0.2871818181818179,
DWTX,2025-01-27,2,2025-01-27T14:53:00+00:00,468,2025-01-27T14:52:59.763748+00:00,13.42,13.73,0.3100000000000005,0.2450769230769229,
DWTX,2025-01-27,5,2025-01-27T17:47:00+00:00,448,2025-01-27T17:46:59.849643+00:00,19.65,19.75,0.10000000000000142,0.27308584686774967,
MSW,2025-01-27,2,2025-01-27T19:25:00+00:00,3,,,,,0.3766666666666672,no_quote_at_or_before_entry
BZAI,2025-01-27,1,2025-01-27T14:47:00+00:00,11,2025-01-27T14:46:57.543487+00:00,5.9,6.25,0.34999999999999964,0.1466666666666665,
JG,2025-01-28,1,2025-01-28T15:20:00+00:00,94,2025-01-28T15:19:59.755293+00:00,10.91,10.99,0.08000000000000007,0.07080645161290301,
RNAZ,2025-01-28,1,2025-01-28T14:38:00+00:00,460,2025-01-28T14:37:59.881287+00:00,7.98,8.16,0.17999999999999972,0.12875536480686683,
RNAZ,2025-01-28,2,2025-01-28T14:48:00+00:00,1587,2025-01-28T14:47:59.985440+00:00,10.45,10.46,0.010000000000001563,0.010000000000001563,
RNAZ,2025-01-28,3,2025-01-28T14:54:00+00:00,2945,2025-01-28T14:53:59.851347+00:00,10.94,11.11,0.16999999999999993,0.06957796014067989,
RNAZ,2025-01-28,5,2025-01-28T15:13:00+00:00,342,2025-01-28T15:12:59.611852+00:00,8.43,8.52,0.08999999999999986,0.10740259740259724,
RNAZ,2025-01-28,6,2025-01-28T15:42:00+00:00,2594,2025-01-28T15:41:59.865182+00:00,13.17,13.36,0.1899999999999995,0.15799178222907043,
RNAZ,2025-01-28,7,2025-01-28T15:57:00+00:00,780,2025-01-28T15:56:59.804309+00:00,11.76,11.92,0.16000000000000014,0.16154887218045097,
RNAZ,2025-01-28,9,2025-01-28T16:56:00+00:00,1705,2025-01-28T16:55:59.852432+00:00,14.54,14.71,0.1700000000000017,0.1498259187620892,
TECX,2025-01-28,4,2025-01-28T19:03:00+00:00,385,2025-01-28T19:02:58.940560+00:00,24.45,24.86,0.41000000000000014,0.7244155844155851,
DGNX,2025-01-29,1,2025-01-29T17:38:00+00:00,256,2025-01-29T17:37:58.690179+00:00,26.0,27.0,1.0,0.6048979591836737,
DGNX,2025-01-29,4,2025-01-29T20:21:00+00:00,211,2025-01-29T20:20:59.247078+00:00,32.75,33.92,1.1700000000000017,1.0520512820512822,
DGNX,2025-01-30,1,2025-01-30T15:18:00+00:00,45,2025-01-30T15:17:59.872319+00:00,46.66,48.98,2.3200000000000003,1.7295833333333304,
BCTX,2025-02-03,1,2025-02-03T14:42:00+00:00,1299,2025-02-03T14:41:59.881412+00:00,6.58,6.6,0.019999999999999574,0.024893111638954923,
BCTX,2025-02-03,2,2025-02-03T15:04:00+00:00,800,2025-02-03T15:03:59.389288+00:00,5.61,5.65,0.040000000000000036,0.022330827067669156,
NEUP,2025-02-03,1,2025-02-03T15:13:00+00:00,74,2025-02-03T15:12:59.550812+00:00,5.79,6.24,0.4500000000000002,0.2877083333333336,
ACON,2025-02-05,1,2025-02-05T18:53:00+00:00,278,2025-02-05T18:52:59.684876+00:00,7.22,7.42,0.20000000000000018,0.14687999999999996,
KRKR,2025-02-05,2,2025-02-05T15:14:00+00:00,44,2025-02-05T15:13:58.690554+00:00,6.11,6.37,0.2599999999999998,0.27363636363636384,
RNAZ,2025-02-05,1,2025-02-05T15:02:00+00:00,701,2025-02-05T15:01:59.867236+00:00,9.17,9.43,0.2599999999999998,0.19302083333333347,
RNAZ,2025-02-05,3,2025-02-05T15:27:00+00:00,1156,2025-02-05T15:26:59.003717+00:00,10.21,10.29,0.0799999999999983,0.11197826086956517,
CRML,2025-02-06,1,2025-02-06T15:30:00+00:00,387,2025-02-06T15:29:58.652476+00:00,5.64,5.65,0.010000000000000675,0.0655555555555556,
QNTM,2025-02-06,1,2025-02-06T14:53:00+00:00,2332,2025-02-06T14:52:59.869309+00:00,14.13,14.3,0.16999999999999993,0.10673130193905805,
QNTM,2025-02-06,2,2025-02-06T15:01:00+00:00,2239,2025-02-06T15:00:59.920105+00:00,15.77,15.97,0.20000000000000107,0.12177014531043609,
KRKR,2025-02-10,1,2025-02-10T20:28:00+00:00,38,2025-02-10T20:27:57.313185+00:00,5.46,5.65,0.1900000000000004,0.19714285714285765,
CSAI,2025-02-10,3,2025-02-10T18:14:00+00:00,118,2025-02-10T18:13:58.759488+00:00,7.25,7.6,0.34999999999999964,0.16746666666666668,
CSAI,2025-02-10,4,2025-02-10T18:33:00+00:00,459,2025-02-10T18:32:58.877793+00:00,9.51,9.6,0.08999999999999986,0.17761797752808975,
MSW,2025-02-11,4,2025-02-11T16:30:00+00:00,199,2025-02-11T16:29:56.585522+00:00,3.75,4.47,0.7199999999999998,0.24847457627118638,
MSW,2025-02-11,5,2025-02-11T16:37:00+00:00,77,2025-02-11T16:36:52.768852+00:00,4.0,4.19,0.1900000000000004,0.1700000000000001,
MSW,2025-02-11,6,2025-02-11T16:49:00+00:00,147,2025-02-11T16:48:59.584096+00:00,4.83,5.08,0.25,0.15391752577319587,
MSW,2025-02-11,7,2025-02-11T16:58:00+00:00,8,2025-02-11T16:57:57.273047+00:00,4.61,4.88,0.2699999999999996,0.29000000000000004,
SKBL,2025-02-11,1,2025-02-11T14:55:00+00:00,49,2025-02-11T14:54:57.152014+00:00,5.71,6.3,0.5899999999999999,0.5339130434782607,
SOPA,2025-02-12,1,2025-02-12T14:52:00+00:00,184,2025-02-12T14:51:58.116305+00:00,4.56,4.57,0.010000000000000675,0.02267605633802818,
AIFF,2025-02-12,1,2025-02-12T14:44:00+00:00,6996,2025-02-12T14:43:59.938874+00:00,13.12,13.2,0.08000000000000007,0.04280292638317329,
CSAI,2025-02-13,4,2025-02-13T20:12:00+00:00,495,2025-02-13T20:11:59.963417+00:00,47.16,48.11,0.9500000000000028,1.3727900552486183,
CSAI,2025-02-13,5,2025-02-13T20:37:00+00:00,1760,2025-02-13T20:36:59.694125+00:00,37.09,37.97,0.8799999999999955,1.1759782608695664,
DOMH,2025-02-14,2,2025-02-14T14:52:00+00:00,538,2025-02-14T14:51:59.166187+00:00,9.18,9.31,0.13000000000000078,0.16378531073446312,
MRNA,2025-02-14,1,2025-02-14T14:41:00+00:00,3851,2025-02-14T14:40:58.969580+00:00,32.25,32.34,0.09000000000000341,0.05576111360574757,
INLF,2025-02-14,7,2025-02-14T17:07:00+00:00,264,2025-02-14T17:06:59.251099+00:00,8.0,8.34,0.33999999999999986,0.31237154150197627,
INLF,2025-02-14,8,2025-02-14T17:35:00+00:00,315,2025-02-14T17:34:59.656297+00:00,11.49,11.8,0.3100000000000005,0.6538202247191008,
INLF,2025-02-14,10,2025-02-14T19:22:00+00:00,228,2025-02-14T19:21:59.113740+00:00,14.71,14.83,0.11999999999999922,0.15602564102564115,
INLF,2025-02-14,13,2025-02-14T20:07:00+00:00,689,2025-02-14T20:06:59.397405+00:00,18.12,18.29,0.16999999999999815,0.2587201735357915,
INLF,2025-02-14,14,2025-02-14T20:18:00+00:00,790,2025-02-14T20:17:59.619513+00:00,19.3,19.45,0.14999999999999858,0.18355432780847117,
DOMH,2025-02-18,1,2025-02-18T14:40:00+00:00,194,2025-02-18T14:39:59.733905+00:00,9.6,9.64,0.040000000000000924,0.1998400000000002,
JG,2025-02-18,1,2025-02-18T14:48:00+00:00,49,2025-02-18T14:47:58.250719+00:00,10.25,10.46,0.21000000000000085,0.3010344827586208,
INLF,2025-02-18,5,2025-02-18T15:21:00+00:00,171,2025-02-18T15:20:59.833026+00:00,8.88,9.2,0.3199999999999985,0.19944444444444423,
INLF,2025-02-18,8,2025-02-18T16:03:00+00:00,110,2025-02-18T16:02:57.619891+00:00,6.3,6.47,0.16999999999999993,0.0939062499999999,
INLF,2025-02-18,9,2025-02-18T17:28:00+00:00,523,2025-02-18T17:27:59.956856+00:00,3.13,3.17,0.040000000000000036,0.04183406113537112,
INLF,2025-02-18,10,2025-02-18T17:35:00+00:00,245,2025-02-18T17:34:59.818324+00:00,3.05,3.18,0.13000000000000034,0.06645299145299141,
INLF,2025-02-18,11,2025-02-18T17:44:00+00:00,549,2025-02-18T17:43:59.687282+00:00,2.76,2.78,0.020000000000000018,0.06032258064516123,
INLF,2025-02-18,12,2025-02-18T17:51:00+00:00,529,2025-02-18T17:50:59.950453+00:00,2.52,2.56,0.040000000000000036,0.02814117647058818,
INLF,2025-02-18,13,2025-02-18T18:05:00+00:00,898,2025-02-18T18:04:59.972917+00:00,3.04,3.07,0.029999999999999805,0.024724880382775042,
INLF,2025-02-18,14,2025-02-18T19:19:00+00:00,406,2025-02-18T19:18:59.878580+00:00,3.71,3.73,0.020000000000000018,0.016695652173913136,
INLF,2025-02-18,15,2025-02-18T19:25:00+00:00,720,2025-02-18T19:24:59.885809+00:00,3.75,3.79,0.040000000000000036,0.023163265306122435,
FEAM,2025-02-19,1,2025-02-19T16:42:00+00:00,8,2025-02-19T16:41:59.751669+00:00,4.23,4.59,0.35999999999999943,0.2699999999999996,
COEP,2025-02-20,1,2025-02-20T15:26:00+00:00,24,2025-02-20T15:25:35.936675+00:00,9.27,9.99,0.7200000000000006,0.5364705882352947,
CELH,2025-02-21,2,2025-02-21T14:50:00+00:00,5752,2025-02-21T14:49:59.182973+00:00,32.65,32.68,0.030000000000001137,0.03589299560609962,
CYN,2025-02-21,1,2025-02-21T15:27:00+00:00,573,2025-02-21T15:26:59.343150+00:00,8.68,8.8,0.120000000000001,0.12556962025316454,
RNAZ,2025-02-21,1,2025-02-21T17:47:00+00:00,84,2025-02-21T17:46:54.956839+00:00,7.41,8.64,1.2300000000000004,0.6342222222222225,
GRAL,2025-02-21,2,2025-02-21T14:52:00+00:00,224,2025-02-21T14:51:58.731859+00:00,45.0,45.08,0.0799999999999983,0.6991878172588825,
MLGO,2025-02-24,2,2025-02-24T14:49:00+00:00,1317,2025-02-24T14:48:59.874541+00:00,5.45,5.47,0.019999999999999574,0.023768115942028857,
MLGO,2025-02-24,4,2025-02-24T15:14:00+00:00,984,2025-02-24T15:13:59.531312+00:00,4.22,4.27,0.04999999999999982,0.050514285714286046,
MLGO,2025-02-24,5,2025-02-24T15:20:00+00:00,1771,2025-02-24T15:19:59.988150+00:00,4.65,4.66,0.009999999999999787,0.030636132315521668,
GRI,2025-02-25,3,2025-02-25T15:01:00+00:00,96,2025-02-25T15:00:57.056103+00:00,10.29,10.6,0.3100000000000005,0.5680701754385965,
DGNX,2025-02-25,4,2025-02-25T15:33:00+00:00,176,2025-02-25T15:32:58.916012+00:00,44.0,45.0,1.0,4.426216216216216,
PCLA,2025-02-25,1,2025-02-25T14:43:00+00:00,90,2025-02-25T14:42:53.465839+00:00,6.2,6.38,0.17999999999999972,0.08950617283950622,
APP,2025-02-26,1,2025-02-26T14:48:00+00:00,2498,2025-02-26T14:47:59.998995+00:00,311.1,313.55,2.4499999999999886,1.284515355086373,
PLTK,2025-02-27,1,2025-02-27T14:41:00+00:00,1449,2025-02-27T14:40:57.551001+00:00,5.6,5.61,0.010000000000000675,0.013579335793357985,
PCLA,2025-02-27,2,2025-02-27T17:55:00+00:00,377,2025-02-27T17:54:59.197692+00:00,5.21,5.56,0.34999999999999964,0.2263320463320463,
AGH,2025-03-03,5,2025-03-03T18:07:00+00:00,416,2025-03-03T18:06:59.061711+00:00,2.51,2.63,0.1200000000000001,0.0664202334630351,
AGH,2025-03-03,7,2025-03-03T18:52:00+00:00,180,2025-03-03T18:51:59.673242+00:00,2.65,2.82,0.16999999999999993,0.1270370370370371,
RAPP,2025-03-04,1,2025-03-04T15:30:00+00:00,308,2025-03-04T15:29:59.169590+00:00,9.48,9.69,0.20999999999999908,0.21243801652892577,
ACON,2025-03-06,5,2025-03-06T15:11:00+00:00,2549,2025-03-06T15:10:59.980210+00:00,1.12,1.13,0.009999999999999787,0.011535269709543555,
ACON,2025-03-06,7,2025-03-06T18:03:00+00:00,1046,2025-03-06T18:02:58.854987+00:00,1.58,1.59,0.010000000000000009,0.011923890063424957,
ACON,2025-03-06,8,2025-03-06T18:29:00+00:00,821,2025-03-06T18:28:59.996919+00:00,1.72,1.73,0.010000000000000009,0.012163543441226585,
LUNR,2025-03-06,1,2025-03-06T17:40:00+00:00,7626,2025-03-06T17:39:59.806123+00:00,12.41,12.44,0.02999999999999936,0.030925445424666943,
LUNR,2025-03-06,2,2025-03-06T20:05:00+00:00,3453,2025-03-06T20:04:59.968774+00:00,10.51,10.65,0.14000000000000057,0.027407231208373135,
ALBT,2025-03-07,2,2025-03-07T17:07:00+00:00,102,2025-03-07T17:06:56.908868+00:00,5.4,5.85,0.4499999999999993,0.3121568627450981,
ALBT,2025-03-07,3,2025-03-07T17:14:00+00:00,82,2025-03-07T17:13:58.935071+00:00,6.2,6.34,0.13999999999999968,0.19000000000000009,
ALBT,2025-03-07,5,2025-03-07T17:31:00+00:00,34,2025-03-07T17:30:50.126600+00:00,6.1,6.3,0.20000000000000018,0.19450000000000026,
ALBT,2025-03-07,6,2025-03-07T17:44:00+00:00,93,2025-03-07T17:43:58.292453+00:00,7.73,7.9,0.16999999999999993,0.37647058823529383,
RETO,2025-03-10,2,2025-03-10T15:48:00+00:00,14,2025-03-10T15:47:56.393242+00:00,4.5,4.65,0.15000000000000036,0.14666666666666708,
RETO,2025-03-10,4,2025-03-10T18:32:00+00:00,90,2025-03-10T18:31:56.738792+00:00,3.04,3.22,0.18000000000000016,0.3284337349397591,
RETO,2025-03-10,5,2025-03-10T18:43:00+00:00,21,2025-03-10T18:42:54.266302+00:00,3.69,3.87,0.18000000000000016,0.11823529411764712,
DWTX,2025-03-10,1,2025-03-10T14:11:00+00:00,1079,2025-03-10T14:10:59.922076+00:00,7.91,7.98,0.07000000000000028,0.05883945841392647,
NNNN,2025-03-11,1,2025-03-11T14:05:00+00:00,37,2025-03-11T14:04:59.629689+00:00,6.6,6.9,0.3000000000000007,0.4260000000000005,
SPHL,2025-03-12,1,2025-03-12T15:44:00+00:00,449,2025-03-12T15:43:59.656999+00:00,6.6,7.2,0.6000000000000005,0.1719402985074627,
SPHL,2025-03-12,6,2025-03-12T17:32:00+00:00,249,2025-03-12T17:31:59.436905+00:00,1.07,1.1,0.030000000000000027,0.030112359550561765,
SPHL,2025-03-12,7,2025-03-12T17:49:00+00:00,227,2025-03-12T17:48:59.657878+00:00,0.9401,0.96,0.019899999999999918,0.009102312138728327,
SPHL,2025-03-12,8,2025-03-12T17:58:00+00:00,155,2025-03-12T17:57:59.375019+00:00,1.06,1.09,0.030000000000000027,0.01965517241379312,
HIT,2025-03-12,6,2025-03-12T18:26:00+00:00,1625,2025-03-12T18:25:59.749414+00:00,1.55,1.56,0.010000000000000009,0.012255216693418952,
HIT,2025-03-12,7,2025-03-12T18:33:00+00:00,976,2025-03-12T18:32:59.927953+00:00,1.46,1.47,0.010000000000000009,0.012243713733075446,
LZMH,2025-03-12,2,2025-03-12T14:29:00+00:00,112,2025-03-12T14:28:57.510230+00:00,7.3,7.43,0.1299999999999999,0.21546666666666658,
GV,2025-03-14,2,2025-03-14T13:48:00+00:00,2705,2025-03-14T13:47:59.999964+00:00,5.99,6.03,0.040000000000000036,0.020359374999999957,
RGC,2025-03-17,3,2025-03-17T13:59:00+00:00,394,2025-03-17T13:58:59.111533+00:00,16.78,17.58,0.7999999999999972,0.29594202898550726,
HCAI,2025-03-18,2,2025-03-18T15:41:00+00:00,25,,,,,0.8155999999999989,no_quote_at_or_before_entry
ADTX,2025-03-19,1,2025-03-19T15:00:00+00:00,2118,2025-03-19T14:59:59.565204+00:00,10.75,10.82,0.07000000000000028,0.060879396984924596,
RGC,2025-03-19,1,2025-03-19T17:00:00+00:00,137,2025-03-19T16:59:57.370908+00:00,31.6,32.49,0.8900000000000006,0.44932773109243734,
RGC,2025-03-19,2,2025-03-19T17:16:00+00:00,96,2025-03-19T17:15:58.524664+00:00,28.0,28.64,0.6400000000000006,0.5308771929824566,
KBSX,2025-03-19,1,2025-03-19T14:17:00+00:00,1041,2025-03-19T14:16:59.912155+00:00,4.79,4.8,0.009999999999999787,0.057966101694915353,
SKBL,2025-03-19,4,2025-03-19T14:20:00+00:00,357,2025-03-19T14:19:58.834401+00:00,9.03,9.21,0.1800000000000015,0.16894117647058834,
SKBL,2025-03-19,5,2025-03-19T14:27:00+00:00,197,2025-03-19T14:26:58.291570+00:00,10.27,10.66,0.39000000000000057,0.2399295774647888,
HCAI,2025-03-21,2,2025-03-21T15:00:00+00:00,45,2025-03-21T14:59:51.617552+00:00,7.3,7.48,0.1800000000000006,0.35214285714285715,
RGC,2025-03-24,3,2025-03-24T15:26:00+00:00,108,2025-03-24T15:25:31.165774+00:00,45.0,45.97,0.9699999999999989,2.2951485148514856,
MLGO,2025-03-25,3,2025-03-25T15:23:00+00:00,4717,2025-03-25T15:22:59.996428+00:00,16.5,16.65,0.14999999999999858,0.06934186471663668,
MLGO,2025-03-25,4,2025-03-25T15:53:00+00:00,2966,2025-03-25T15:52:59.961176+00:00,17.13,17.18,0.05000000000000071,0.06373926225366343,
LXEH,2025-03-26,1,2025-03-26T16:40:00+00:00,124,2025-03-26T16:39:58.937434+00:00,14.92,14.99,0.07000000000000028,0.5403809523809526,
HCAI,2025-03-26,1,2025-03-26T14:29:00+00:00,282,2025-03-26T14:28:59.845402+00:00,8.67,8.93,0.2599999999999998,0.2017427385892115,
MLGO,2025-03-27,1,2025-03-27T14:50:00+00:00,4788,2025-03-27T14:49:59.997434+00:00,19.7,19.83,0.129999999999999,0.11414998036906138,
LXEH,2025-03-28,1,2025-03-28T14:23:00+00:00,91,2025-03-28T14:22:58.338997+00:00,18.58,18.97,0.39000000000000057,0.4889090909090913,
LXEH,2025-03-28,2,2025-03-28T15:36:00+00:00,102,2025-03-28T15:35:57.112355+00:00,21.99,22.78,0.7900000000000027,0.7123076923076924,
SKBL,2025-03-31,1,2025-03-31T13:50:00+00:00,834,2025-03-31T13:49:59.993481+00:00,8.12,8.38,0.26000000000000156,0.051569343065693364,
SKBL,2025-03-31,2,2025-03-31T14:05:00+00:00,196,2025-03-31T14:04:59.499803+00:00,9.89,10.29,0.3999999999999986,0.24927461139896398,
LXEH,2025-04-01,2,2025-04-01T14:18:00+00:00,129,2025-04-01T14:17:57.724679+00:00,25.75,27.0,1.25,1.4225,
LXEH,2025-04-01,3,2025-04-01T14:28:00+00:00,114,2025-04-01T14:27:59.568889+00:00,28.2,29.0,0.8000000000000007,1.5338461538461547,
LXEH,2025-04-01,4,2025-04-01T14:35:00+00:00,180,2025-04-01T14:34:58.512562+00:00,33.65,34.0,0.3500000000000014,1.3199999999999996,
MLGO,2025-04-01,8,2025-04-01T15:16:00+00:00,1134,2025-04-01T15:15:59.909688+00:00,22.38,22.6,0.22000000000000242,0.13740365111561872,
BIYA,2025-04-01,1,2025-04-01T15:36:00+00:00,51,2025-04-01T15:35:47.052528+00:00,6.3,6.49,0.1900000000000004,0.13133333333333355,
TBH,2025-04-01,7,2025-04-01T16:23:00+00:00,62,2025-04-01T16:22:58.194913+00:00,1.36,1.39,0.029999999999999805,0.035111111111111065,
TBH,2025-04-01,8,2025-04-01T16:40:00+00:00,178,2025-04-01T16:39:59.782014+00:00,1.26,1.3,0.040000000000000036,0.019750000000000018,
TBH,2025-04-01,9,2025-04-01T16:55:00+00:00,213,2025-04-01T16:54:58.009138+00:00,1.22,1.26,0.040000000000000036,0.02040268456375841,
JYD,2025-04-02,5,2025-04-02T19:00:00+00:00,110,2025-04-02T18:59:58.437236+00:00,0.3903,0.3964,0.006099999999999994,0.004146153846153852,
AREB,2025-04-03,2,2025-04-03T15:18:00+00:00,149,2025-04-03T15:17:59.890741+00:00,3.94,3.95,0.010000000000000231,0.010606060606060837,
AREB,2025-04-03,4,2025-04-03T15:34:00+00:00,1469,2025-04-03T15:33:59.953393+00:00,5.27,5.3,0.03000000000000025,0.056258660508083154,
AREB,2025-04-03,5,2025-04-03T15:45:00+00:00,743,2025-04-03T15:44:59.625855+00:00,4.45,4.52,0.0699999999999994,0.07305954825462012,
VMAR,2025-04-03,1,2025-04-03T14:20:00+00:00,141,2025-04-03T14:19:59.402970+00:00,5.8,5.83,0.03000000000000025,0.10276595744680851,
VMAR,2025-04-03,2,2025-04-03T14:31:00+00:00,227,2025-04-03T14:30:56.427387+00:00,6.03,6.25,0.21999999999999975,0.38076923076923075,
VMAR,2025-04-03,3,2025-04-03T14:37:00+00:00,900,2025-04-03T14:36:59.532720+00:00,6.76,6.77,0.009999999999999787,0.08760831889081461,
VMAR,2025-04-03,7,2025-04-03T15:17:00+00:00,153,2025-04-03T15:16:59.460339+00:00,4.67,5.02,0.34999999999999964,0.14581395348837195,
