day,symbol,adv20,split,wk
2025-08-07,JMIA,3018846.0,TRAIN,2025-08-02/2025-08-08
2025-09-16,JMIA,4053406.65,TRAIN,2025-09-13/2025-09-19
2025-11-13,JMIA,2754234.55,TRAIN,2025-11-08/2025-11-14
2025-11-25,JMIA,3242071.15,TRAIN,2025-11-22/2025-11-28
2025-12-10,JMIA,3532134.85,TRAIN,2025-12-06/2025-12-12
2026-02-06,JMIA,2761017.85,VAL,2026-01-31/2026-02-06
2026-04-08,JMIA,1284370.75,VAL,2026-04-04/2026-04-10
2026-05-07,JMIA,2483572.85,VAL,2026-05-02/2026-05-08
2026-01-30,JOBX,326025.5,VAL,2026-01-24/2026-01-30
2025-07-15,JOBY,27650871.1,TRAIN,2025-07-12/2025-07-18
2025-07-16,JOBY,28684860.9,TRAIN,2025-07-12/2025-07-18
2025-08-04,JOBY,40083359.8,TRAIN,2025-08-02/2025-08-08
2025-08-15,JOBY,36805462.5,TRAIN,2025-08-09/2025-08-15
2025-09-10,JOBY,27333690.3,TRAIN,2025-09-06/2025-09-12
2025-09-12,JOBY,29034378.65,TRAIN,2025-09-06/2025-09-12
2025-10-29,JOBY,53912661.8,TRAIN,2025-10-25/2025-10-31
2026-02-26,JOBY,33430533.8,VAL,2026-02-21/2026-02-27
2026-04-08,JOBY,23191709.7,VAL,2026-04-04/2026-04-10
2026-04-08,JTAI,47660852.9,VAL,2026-04-04/2026-04-10
2026-03-17,JVA,52022.0,VAL,2026-03-14/2026-03-20
2025-11-21,JXG,279156.1,TRAIN,2025-11-15/2025-11-21
2025-12-08,JXG,487988.25,TRAIN,2025-12-06/2025-12-12
2025-10-13,JYD,5154161.55,TRAIN,2025-10-11/2025-10-17
2025-12-11,JZXN,2133213.25,TRAIN,2025-12-06/2025-12-12
2025-12-12,JZXN,2135297.3,TRAIN,2025-12-06/2025-12-12
2025-07-10,KALA,117030.85,TRAIN,2025-07-05/2025-07-11
2026-05-11,KALA,4005817.85,VAL,2026-05-09/2026-05-15
2025-09-11,KALV,829009.9,TRAIN,2025-09-06/2025-09-12
2026-01-09,KALV,1023084.3,VAL,2026-01-03/2026-01-09
2026-04-29,KALV,1113625.25,VAL,2026-04-25/2026-05-01
2025-08-06,KAR,924622.1,TRAIN,2025-08-02/2025-08-08
2025-07-14,KC,1762250.7,TRAIN,2025-07-12/2025-07-18
2025-07-15,KC,1819644.2,TRAIN,2025-07-12/2025-07-18
2025-07-18,KC,2092892.7,TRAIN,2025-07-12/2025-07-18
2025-07-31,KC,2289103.8,TRAIN,2025-07-26/2025-08-01
2025-08-04,KC,2398969.6,TRAIN,2025-08-02/2025-08-08
2025-08-18,KC,1630733.4,TRAIN,2025-08-16/2025-08-22
2025-09-11,KC,2176133.1,TRAIN,2025-09-06/2025-09-12
2025-09-17,KC,2289930.4,TRAIN,2025-09-13/2025-09-19
2025-10-13,KC,2370147.7,TRAIN,2025-10-11/2025-10-17
2026-01-12,KC,913988.3,VAL,2026-01-10/2026-01-16
2026-01-26,KC,1114071.3,VAL,2026-01-24/2026-01-30
2026-01-27,KC,1179380.25,VAL,2026-01-24/2026-01-30
2026-02-11,KC,1305045.55,VAL,2026-02-07/2026-02-13
2026-02-27,KC,1495962.7,VAL,2026-02-21/2026-02-27
2026-03-09,KC,1567251.25,VAL,2026-03-07/2026-03-13
2026-03-18,KC,1529692.75,VAL,2026-03-14/2026-03-20
2026-04-08,KC,1482373.4,VAL,2026-04-04/2026-04-10
2026-04-14,KC,1425403.7,VAL,2026-04-11/2026-04-17
2026-04-16,KC,1526583.95,VAL,2026-04-11/2026-04-17
2026-02-17,KD,8539021.2,VAL,2026-02-14/2026-02-20
2025-10-20,KDK,1832365.375,TRAIN,2025-10-18/2025-10-24
2026-03-25,KDK,449322.05,VAL,2026-03-21/2026-03-27
2025-10-27,KDP,16598838.9,TRAIN,2025-10-25/2025-10-31
2025-08-18,KE,162958.6,TRAIN,2025-08-16/2025-08-22
2026-04-24,KEEL,31318006.307692308,VAL,2026-04-18/2026-04-24
2026-05-26,KEEL,34903121.75,VAL,2026-05-23/2026-05-29
2026-01-13,KELYA,416000.7,VAL,2026-01-10/2026-01-16
2026-01-21,KEP,551754.1,VAL,2026-01-17/2026-01-23
2026-04-08,KEP,751473.9,VAL,2026-04-04/2026-04-10
2026-03-25,KGC,11645075.05,VAL,2026-03-21/2026-03-27
2026-03-10,KIDZ,56530888.55,VAL,2026-03-07/2026-03-13
2025-09-05,KITT,2935111.15,TRAIN,2025-08-30/2025-09-05
2025-10-06,KITT,723421.75,TRAIN,2025-10-04/2025-10-10
2025-10-27,KITT,689694.0,TRAIN,2025-10-25/2025-10-31
2026-04-21,KITT,2120814.65,VAL,2026-04-18/2026-04-24
2026-03-13,KLAR,9875567.55,VAL,2026-03-07/2026-03-13
2026-04-08,KLAR,6451364.6,VAL,2026-04-04/2026-04-10
2026-05-14,KLAR,4702476.7,VAL,2026-05-09/2026-05-15
2025-07-10,KLG,1392994.65,TRAIN,2025-07-05/2025-07-11
2025-11-05,KMT,779657.2,TRAIN,2025-11-01/2025-11-07
2025-07-25,KN,595192.3,TRAIN,2025-07-19/2025-07-25
2026-02-06,KN,650791.7,VAL,2026-01-31/2026-02-06
2025-08-14,KOD,623881.6,TRAIN,2025-08-09/2025-08-15
2025-09-25,KOD,830743.75,TRAIN,2025-09-20/2025-09-26
2025-10-20,KOD,1316877.35,TRAIN,2025-10-18/2025-10-24
2025-10-24,KOD,986376.0,TRAIN,2025-10-18/2025-10-24
2025-12-17,KOD,720038.05,TRAIN,2025-12-13/2025-12-19
2025-12-22,KOD,876845.55,TRAIN,2025-12-20/2025-12-26
2025-11-07,KODK,981186.8,TRAIN,2025-11-01/2025-11-07
2026-03-13,KODK,628025.55,VAL,2026-03-07/2026-03-13
2025-07-09,KOLD,5395921.45,TRAIN,2025-07-05/2025-07-11
2025-07-21,KOLD,5160818.95,TRAIN,2025-07-19/2025-07-25
2025-07-23,KOLD,4918439.3,TRAIN,2025-07-19/2025-07-25
2025-12-08,KOLD,8018461.7,TRAIN,2025-12-06/2025-12-12
2025-12-09,KOLD,8367103.35,TRAIN,2025-12-06/2025-12-12
2025-12-11,KOLD,8386205.85,TRAIN,2025-12-06/2025-12-12
2026-01-27,KOLD,9323669.8,VAL,2026-01-24/2026-01-30
2026-02-02,KOLD,14978060.2,VAL,2026-01-31/2026-02-06
2026-02-09,KOLD,19058337.55,VAL,2026-02-07/2026-02-13
2026-02-17,KOLD,20545101.4,VAL,2026-02-14/2026-02-20
2026-03-04,KOLD,8719846.8,VAL,2026-02-28/2026-03-06
2026-03-23,KOLD,7389961.5,VAL,2026-03-21/2026-03-27
2026-03-30,KOLD,7832710.6,VAL,2026-03-28/2026-04-03
2026-04-08,KOLD,6705637.65,VAL,2026-04-04/2026-04-10
2025-10-06,KOPN,5451330.45,TRAIN,2025-10-04/2025-10-10
2025-10-13,KOPN,6353910.75,TRAIN,2025-10-11/2025-10-17
2025-10-14,KOPN,6121857.05,TRAIN,2025-10-11/2025-10-17
2025-11-12,KOPN,4715821.05,TRAIN,2025-11-08/2025-11-14
2026-01-16,KOPN,3330403.35,VAL,2026-01-10/2026-01-16
2026-04-22,KOPN,3992975.0,VAL,2026-04-18/2026-04-24
2026-05-05,KOPN,7734861.05,VAL,2026-05-02/2026-05-08
2026-05-12,KOPN,10582390.15,VAL,2026-05-09/2026-05-15
2026-05-26,KOPN,13990998.05,VAL,2026-05-23/2026-05-29
2026-03-10,KPTI,819210.0,VAL,2026-03-07/2026-03-13
2026-05-14,KPTI,360293.15,VAL,2026-05-09/2026-05-15
2026-01-28,KRRO,224563.2,VAL,2026-01-24/2026-01-30
2026-01-29,KRRO,240282.95,VAL,2026-01-24/2026-01-30
2025-07-08,KSCP,279908.9,TRAIN,2025-07-05/2025-07-11
2025-07-18,KSCP,601192.35,TRAIN,2025-07-12/2025-07-18
2025-10-06,KSCP,315708.7,TRAIN,2025-10-04/2025-10-10
2025-12-15,KSCP,371242.15,TRAIN,2025-12-13/2025-12-19
2025-12-18,KSCP,431280.2,TRAIN,2025-12-13/2025-12-19
2025-07-22,KSS,7498936.05,TRAIN,2025-07-19/2025-07-25
2025-08-27,KSS,6863259.55,TRAIN,2025-08-23/2025-08-29
2025-11-25,KSS,4140605.6,TRAIN,2025-11-22/2025-11-28
2026-04-08,KSS,5942435.3,VAL,2026-04-04/2026-04-10
2026-05-28,KSS,4649191.4,VAL,2026-05-23/2026-05-29
2026-05-29,KTUP,266015.65,VAL,2026-05-23/2026-05-29
2025-08-15,KULR,1808980.75,TRAIN,2025-08-09/2025-08-15
2025-10-03,KULR,1578438.35,TRAIN,2025-09-27/2025-10-03
2025-10-06,KULR,1762405.0,TRAIN,2025-10-04/2025-10-10
2026-01-14,KULR,1490277.25,VAL,2026-01-10/2026-01-16
2026-05-18,KULR,1926288.05,VAL,2026-05-16/2026-05-22
2025-08-15,KURA,1389706.6,TRAIN,2025-08-09/2025-08-15
2025-09-10,KURA,1886067.8,TRAIN,2025-09-06/2025-09-12
2025-12-22,KURA,1756927.15,TRAIN,2025-12-20/2025-12-26
2026-04-17,KURA,1403776.55,VAL,2026-04-11/2026-04-17
2026-05-27,KVHI,213159.25,VAL,2026-05-23/2026-05-29
2025-07-14,KVUE,18675994.05,TRAIN,2025-07-12/2025-07-18
2025-09-23,KVUE,31748466.3,TRAIN,2025-09-20/2025-09-26
2025-11-03,KVUE,32275178.75,TRAIN,2025-11-01/2025-11-07
2025-11-06,KVYO,2654554.5,TRAIN,2025-11-01/2025-11-07
2026-03-25,KVYO,3853518.55,VAL,2026-03-21/2026-03-27
2025-11-05,KW,703682.15,TRAIN,2025-11-01/2025-11-07
2026-02-17,KW,669638.7,VAL,2026-02-14/2026-02-20
2025-07-08,KWM,1986041.65,TRAIN,2025-07-05/2025-07-11
2025-07-11,KWM,1653890.35,TRAIN,2025-07-05/2025-07-11
2025-12-01,KXIN,22513419.2,TRAIN,2025-11-29/2025-12-05
2025-12-03,KXIN,22388275.05,TRAIN,2025-11-29/2025-12-05
2025-11-10,KYIV,576120.95,TRAIN,2025-11-08/2025-11-14
2025-11-24,KYIV,512630.85,TRAIN,2025-11-22/2025-11-28
2025-11-25,KYIV,611164.25,TRAIN,2025-11-22/2025-11-28
2026-03-13,KYIV,708153.65,VAL,2026-03-07/2026-03-13
2026-04-10,KYIV,1115765.25,VAL,2026-04-04/2026-04-10
2025-10-08,KYTX,494066.5,TRAIN,2025-10-04/2025-10-10
2025-10-09,KYTX,811156.1,TRAIN,2025-10-04/2025-10-10
2025-10-27,KYTX,779549.9,TRAIN,2025-10-25/2025-10-31
2025-10-29,KYTX,847315.3,TRAIN,2025-10-25/2025-10-31
2025-12-15,KYTX,519706.1,TRAIN,2025-12-13/2025-12-19
2026-04-22,KYTX,837100.7,VAL,2026-04-18/2026-04-24
2025-11-19,KZIA,410218.95,TRAIN,2025-11-15/2025-11-21
2025-10-17,KZR,137722.85,TRAIN,2025-10-11/2025-10-17
2026-03-02,LABD,2806370.3,VAL,2026-02-28/2026-03-06
2026-03-03,LABD,2793658.5,VAL,2026-02-28/2026-03-06
2026-04-02,LABD,5479763.2,VAL,2026-03-28/2026-04-03
2025-10-15,LABX,572878.45,TRAIN,2025-10-11/2025-10-17
2025-10-24,LABX,657852.6,TRAIN,2025-10-18/2025-10-24
2025-10-27,LABX,675764.6,TRAIN,2025-10-25/2025-10-31
2025-10-31,LABX,691857.8,TRAIN,2025-10-25/2025-10-31
2025-11-03,LABX,757474.1,TRAIN,2025-11-01/2025-11-07
2025-11-10,LABX,887484.45,TRAIN,2025-11-08/2025-11-14
2025-12-02,LABX,687390.5,TRAIN,2025-11-29/2025-12-05
2025-12-03,LABX,785611.3,TRAIN,2025-11-29/2025-12-05
2025-12-17,LABX,863309.45,TRAIN,2025-12-13/2025-12-19
2025-12-18,LABX,889890.55,TRAIN,2025-12-13/2025-12-19
2026-01-05,LABX,750065.15,VAL,2026-01-03/2026-01-09
2026-01-15,LABX,881562.45,VAL,2026-01-10/2026-01-16
2026-01-16,LABX,912447.85,VAL,2026-01-10/2026-01-16
2026-01-22,LABX,1005150.8,VAL,2026-01-17/2026-01-23
2026-03-05,LABX,1739599.8,VAL,2026-02-28/2026-03-06
2026-03-10,LABX,1944383.5,VAL,2026-03-07/2026-03-13
2025-08-11,LAC,10598422.2,TRAIN,2025-08-09/2025-08-15
2025-09-24,LAC,9196782.4,TRAIN,2025-09-20/2025-09-26
2025-09-25,LAC,23461854.75,TRAIN,2025-09-20/2025-09-26
2025-10-01,LAC,43386902.25,TRAIN,2025-09-27/2025-10-03
2025-10-20,LAC,104654782.2,TRAIN,2025-10-18/2025-10-24
2025-11-06,LAC,45481272.65,TRAIN,2025-11-01/2025-11-07
2026-01-23,LAC,15481740.85,VAL,2026-01-17/2026-01-23
2026-01-26,LAC,17074044.15,VAL,2026-01-24/2026-01-30
2026-02-03,LAC,20499590.2,VAL,2026-01-31/2026-02-06
2026-04-08,LAC,7220070.5,VAL,2026-04-04/2026-04-10
2025-07-15,LAES,10711159.8,TRAIN,2025-07-12/2025-07-18
2025-09-18,LAES,6277924.55,TRAIN,2025-09-13/2025-09-19
2025-09-23,LAES,10835108.9,TRAIN,2025-09-20/2025-09-26
2025-10-09,LAES,25058824.05,TRAIN,2025-10-04/2025-10-10
2025-10-10,LAES,30813755.05,TRAIN,2025-10-04/2025-10-10
2025-10-13,LAES,35039128.9,TRAIN,2025-10-11/2025-10-17
2025-10-15,LAES,42301378.9,TRAIN,2025-10-11/2025-10-17
2025-10-20,LAES,50601090.8,TRAIN,2025-10-18/2025-10-24
2025-10-23,LAES,53861533.3,TRAIN,2025-10-18/2025-10-24
2025-11-20,LAES,27590614.3,TRAIN,2025-11-15/2025-11-21
2025-12-18,LAES,12559013.6,TRAIN,2025-12-13/2025-12-19
2026-02-06,LAES,10589127.35,VAL,2026-01-31/2026-02-06
2025-08-11,LAR,1593509.75,TRAIN,2025-08-09/2025-08-15
2025-10-06,LAR,2764795.9,TRAIN,2025-10-04/2025-10-10
2025-10-07,LAR,3087806.35,TRAIN,2025-10-04/2025-10-10
2025-10-13,LAR,4306092.15,TRAIN,2025-10-11/2025-10-17
2025-11-17,LAR,2975089.05,TRAIN,2025-11-15/2025-11-21
2026-01-12,LAR,3549274.1,VAL,2026-01-10/2026-01-16
2026-02-25,LAR,2617227.2,VAL,2026-02-21/2026-02-27
2025-07-09,LASE,329498.6,TRAIN,2025-07-05/2025-07-11
2025-07-11,LASE,383180.1,TRAIN,2025-07-05/2025-07-11
2025-08-19,LASE,605372.05,TRAIN,2025-08-16/2025-08-22
2025-09-18,LASE,2219483.65,TRAIN,2025-09-13/2025-09-19
2025-09-22,LASE,8422333.85,TRAIN,2025-09-20/2025-09-26
2025-08-08,LASR,745736.6,TRAIN,2025-08-02/2025-08-08
2026-03-03,LAW,691006.5,VAL,2026-02-28/2026-03-06
2026-03-04,LAW,738182.75,VAL,2026-02-28/2026-03-06
2025-07-23,LAZR,3630200.7,TRAIN,2025-07-19/2025-07-25
2025-07-28,LAZR,4028676.6,TRAIN,2025-07-26/2025-08-01
2025-07-23,LBRT,3061517.3,TRAIN,2025-07-19/2025-07-25
2026-01-05,LBRT,3447026.4,VAL,2026-01-03/2026-01-09
2026-01-29,LBRT,3489793.55,VAL,2026-01-24/2026-01-30
2025-08-01,LBTYK,873176.65,TRAIN,2025-07-26/2025-08-01
2025-07-30,LC,1679044.55,TRAIN,2025-07-26/2025-08-01
2025-10-23,LC,1608660.8,TRAIN,2025-10-18/2025-10-24
2026-04-08,LC,1596375.55,VAL,2026-04-04/2026-04-10
2026-04-28,LC,2050189.65,VAL,2026-04-25/2026-05-01
2025-09-02,LCFY,49162.75,TRAIN,2025-08-30/2025-09-05
2025-07-17,LCID,134419658.65,TRAIN,2025-07-12/2025-07-18
2025-09-02,LCID,81687893.75,TRAIN,2025-08-30/2025-09-05
2026-04-08,LCID,6056683.65,VAL,2026-04-04/2026-04-10
2026-04-21,LCID,13075599.65,VAL,2026-04-18/2026-04-24
2025-09-08,LDI,4109922.1,TRAIN,2025-09-06/2025-09-12
2025-09-10,LDI,7481149.15,TRAIN,2025-09-06/2025-09-12
2025-09-15,LDI,10854791.5,TRAIN,2025-09-13/2025-09-19
2025-10-24,LDI,6976602.8,TRAIN,2025-10-18/2025-10-24
2025-12-01,LEG,1734821.95,TRAIN,2025-11-29/2025-12-05
2026-04-08,LEG,1210888.05,VAL,2026-04-04/2026-04-10
2026-04-13,LEG,1207314.75,VAL,2026-04-11/2026-04-17
2026-02-23,LEGN,2429700.5,VAL,2026-02-21/2026-02-27
2025-12-15,LENZ,1107874.05,TRAIN,2025-12-13/2025-12-19
2026-03-30,LENZ,1120092.15,VAL,2026-03-28/2026-04-03
2026-04-08,LENZ,1193563.25,VAL,2026-04-04/2026-04-10
2025-09-29,LESL,2238214.7,TRAIN,2025-09-27/2025-10-03
2026-05-15,LESL,2244595.5,VAL,2026-05-09/2026-05-15
2025-07-11,LEVI,2579012.4,TRAIN,2025-07-05/2025-07-11
2026-04-08,LEVI,2621624.0,VAL,2026-04-04/2026-04-10
2025-11-17,LFMD,885408.65,TRAIN,2025-11-15/2025-11-21
2025-12-24,LFMD,1142744.05,TRAIN,2025-12-20/2025-12-26
2026-01-12,LFMD,1373454.8,VAL,2026-01-10/2026-01-16
2026-03-10,LFMD,936286.05,VAL,2026-03-07/2026-03-13
2026-03-16,LFMD,1345023.4,VAL,2026-03-14/2026-03-20
2026-04-08,LFMD,1465495.1,VAL,2026-04-04/2026-04-10
2026-05-22,LFS,266450.1,VAL,2026-05-16/2026-05-22
2025-08-13,LFST,2771773.8,TRAIN,2025-08-09/2025-08-15
2025-11-06,LFST,1392806.9,TRAIN,2025-11-01/2025-11-07
2026-02-25,LFST,1743397.1,VAL,2026-02-21/2026-02-27
2026-04-28,LFST,1692264.45,VAL,2026-04-25/2026-05-01
2026-05-07,LFST,4296209.55,VAL,2026-05-02/2026-05-08
2026-02-24,LFWD,300073.9,VAL,2026-02-21/2026-02-27
2025-10-13,LGCL,4304770.35,TRAIN,2025-10-11/2025-10-17
2025-11-03,LGCL,1653749.7,TRAIN,2025-11-01/2025-11-07
2025-07-14,LGHL,2219834.25,TRAIN,2025-07-12/2025-07-18
2025-12-05,LGHL,161518.25,TRAIN,2025-11-29/2025-12-05
2025-08-08,LHAI,5089142.181818182,TRAIN,2025-08-02/2025-08-08
2025-08-26,LHAI,527914.85,TRAIN,2025-08-23/2025-08-29
2025-12-18,LHAI,248644.65,TRAIN,2025-12-13/2025-12-19
2025-12-19,LHAI,571672.75,TRAIN,2025-12-13/2025-12-19
2025-12-08,LICN,41992.55,TRAIN,2025-12-06/2025-12-12
2025-07-24,LIDR,2318321.3,TRAIN,2025-07-19/2025-07-25
2025-07-25,LIDR,20446999.25,TRAIN,2025-07-19/2025-07-25
2025-07-28,LIDR,36876150.6,TRAIN,2025-07-26/2025-08-01
2025-07-31,LIDR,46588172.9,TRAIN,2025-07-26/2025-08-01
2025-10-07,LIDR,3056584.95,TRAIN,2025-10-04/2025-10-10
2025-10-13,LIDR,5062944.95,TRAIN,2025-10-11/2025-10-17
2026-05-07,LIFE,463531.65,VAL,2026-05-02/2026-05-08
2026-05-13,LIFE,583133.95,VAL,2026-05-09/2026-05-15
2025-08-07,LILAK,1470600.35,TRAIN,2025-08-02/2025-08-08
2025-07-01,LIMN,714389.25,TRAIN,2025-06-28/2025-07-04
2025-07-23,LIMN,382191.45,TRAIN,2025-07-19/2025-07-25
2025-07-24,LIMN,402525.0,TRAIN,2025-07-19/2025-07-25
2025-08-22,LIMN,473783.7,TRAIN,2025-08-16/2025-08-22
2025-08-11,LINC,234272.75,TRAIN,2025-08-09/2025-08-15
2026-03-23,LIND,875091.4,VAL,2026-03-21/2026-03-27
2026-04-08,LIND,712697.25,VAL,2026-04-04/2026-04-10
2026-04-27,LION,3424853.75,VAL,2026-04-25/2026-05-01
2026-05-22,LION,3769386.65,VAL,2026-05-16/2026-05-22
2025-07-18,LITM,306937.45,TRAIN,2025-07-12/2025-07-18
2025-10-06,LITM,1609166.5,TRAIN,2025-10-04/2025-10-10
2025-10-13,LITM,2701417.1,TRAIN,2025-10-11/2025-10-17
2025-10-14,LITM,3708059.25,TRAIN,2025-10-11/2025-10-17
2025-10-21,LITM,3622730.05,TRAIN,2025-10-18/2025-10-24
2026-03-13,LITX,1298340.4,VAL,2026-03-07/2026-03-13
2026-03-16,LITX,1408232.55,VAL,2026-03-14/2026-03-20
2026-03-31,LITX,3844793.55,VAL,2026-03-28/2026-04-03
2026-05-12,LITZ,389459.75,VAL,2026-05-09/2026-05-15
2026-05-14,LITZ,566459.0714285715,VAL,2026-05-09/2026-05-15
2026-05-15,LITZ,565562.8,VAL,2026-05-09/2026-05-15
2025-07-03,LIXT,2628211.55,TRAIN,2025-06-28/2025-07-04
2025-08-26,LLYX,3463735.55,TRAIN,2025-08-23/2025-08-29
2025-10-30,LLYX,956720.55,TRAIN,2025-10-25/2025-10-31
2026-02-04,LLYX,426279.1,VAL,2026-01-31/2026-02-06
2026-02-06,LLYX,546863.45,VAL,2026-01-31/2026-02-06
2026-04-30,LLYX,436290.4,VAL,2026-04-25/2026-05-01
2025-07-21,LMFA,3617996.4,TRAIN,2025-07-19/2025-07-25
2026-02-09,LMRI,585776.4,VAL,2026-02-07/2026-02-13
2026-05-19,LMRI,899896.25,VAL,2026-05-16/2026-05-22
2026-03-18,LNSR,128569.6,VAL,2026-03-14/2026-03-20
2025-08-19,LNZA,2938855.3,TRAIN,2025-08-16/2025-08-22
2025-10-31,LOCO,258189.25,TRAIN,2025-10-25/2025-10-31
2025-10-06,LODE,1401934.15,TRAIN,2025-10-04/2025-10-10
2025-10-15,LODE,1561275.2,TRAIN,2025-10-11/2025-10-17
2026-03-25,LODE,1188706.15,VAL,2026-03-21/2026-03-27
2026-05-13,LODE,1109077.85,VAL,2026-05-09/2026-05-15
2026-05-15,LODE,1201322.0,VAL,2026-05-09/2026-05-15
2025-09-22,LOMA,917576.95,TRAIN,2025-09-20/2025-09-26
2025-11-05,LOMA,1000767.05,TRAIN,2025-11-01/2025-11-07
2026-03-26,LOVE,283129.85,VAL,2026-03-21/2026-03-27
2025-08-13,LPL,401798.0,TRAIN,2025-08-09/2025-08-15
2025-09-16,LPL,615569.85,TRAIN,2025-09-13/2025-09-19
2026-04-08,LPL,2193039.65,VAL,2026-04-04/2026-04-10
2026-04-22,LPL,2649955.8,VAL,2026-04-18/2026-04-24
2026-05-13,LPL,1876786.75,VAL,2026-05-09/2026-05-15
2026-05-21,LPL,1946466.6,VAL,2026-05-16/2026-05-22
2026-05-29,LPL,1836674.2,VAL,2026-05-23/2026-05-29
2025-10-13,LPSN,6991453.6,TRAIN,2025-10-11/2025-10-17
2025-08-22,LPTH,362828.3,TRAIN,2025-08-16/2025-08-22
2025-09-03,LPTH,903108.9,TRAIN,2025-08-30/2025-09-05
2025-09-15,LPTH,1382733.4,TRAIN,2025-09-13/2025-09-19
2025-09-17,LPTH,1614091.35,TRAIN,2025-09-13/2025-09-19
2025-09-26,LPTH,1821355.0,TRAIN,2025-09-20/2025-09-26
2025-10-13,LPTH,2241497.45,TRAIN,2025-10-11/2025-10-17
2025-10-20,LPTH,2276452.15,TRAIN,2025-10-18/2025-10-24
2026-01-15,LPTH,2278124.85,VAL,2026-01-10/2026-01-16
2026-01-21,LPTH,2910822.6,VAL,2026-01-17/2026-01-23
2026-02-12,LPTH,3667611.45,VAL,2026-02-07/2026-02-13
2026-04-08,LPTH,1781492.25,VAL,2026-04-04/2026-04-10
2026-05-26,LPTH,4063589.15,VAL,2026-05-23/2026-05-29
2025-08-12,LQDA,2603058.0,TRAIN,2025-08-09/2025-08-15
2025-11-03,LQDA,2225416.4,TRAIN,2025-11-01/2025-11-07
2025-07-07,LRHC,35249257.75,TRAIN,2025-07-05/2025-07-11
2026-01-26,LRHC,5586408.75,VAL,2026-01-24/2026-01-30
2026-01-30,LRHC,5721159.15,VAL,2026-01-24/2026-01-30
2025-08-05,LRMR,1156099.4,TRAIN,2025-08-02/2025-08-08
2026-02-24,LRMR,1006575.55,VAL,2026-02-21/2026-02-27
2026-03-03,LRMR,9207450.6,VAL,2026-02-28/2026-03-06
2025-11-06,LSPD,550640.05,TRAIN,2025-11-01/2025-11-07
2025-09-29,LTBR,2117647.3,TRAIN,2025-09-27/2025-10-03
2025-10-06,LTBR,2558053.2,TRAIN,2025-10-04/2025-10-10
2025-10-15,LTBR,3081059.8,TRAIN,2025-10-11/2025-10-17
2025-10-23,LTBR,2794638.65,TRAIN,2025-10-18/2025-10-24
2025-11-10,LTBR,2198740.35,TRAIN,2025-11-08/2025-11-14
2026-01-05,LTBR,1091448.95,VAL,2026-01-03/2026-01-09
2026-01-09,LTBR,1125217.3,VAL,2026-01-03/2026-01-09
2026-01-21,LTBR,1154743.25,VAL,2026-01-17/2026-01-23
2026-04-01,LTBR,912411.55,VAL,2026-03-28/2026-04-03
2026-04-08,LTBR,843336.15,VAL,2026-04-04/2026-04-10
2026-04-14,LTBR,793963.15,VAL,2026-04-11/2026-04-17
2026-04-16,LTBR,837820.9,VAL,2026-04-11/2026-04-17
2026-05-15,LTRN,285109.65,VAL,2026-05-09/2026-05-15
2025-12-03,LTRX,308384.9,TRAIN,2025-11-29/2025-12-05
2026-01-15,LTRX,513422.7,VAL,2026-01-10/2026-01-16
2026-01-28,LTRX,801242.5,VAL,2026-01-24/2026-01-30
2026-05-28,LTRX,1041785.0,VAL,2026-05-23/2026-05-29
2025-10-27,LUMN,13369470.3,TRAIN,2025-10-25/2025-10-31
2025-11-20,LUMN,28616300.7,TRAIN,2025-11-15/2025-11-21
2026-02-06,LUMN,15022529.05,VAL,2026-01-31/2026-02-06
2026-02-25,LUMN,15994068.15,VAL,2026-02-21/2026-02-27
2026-04-08,LUMN,11918001.55,VAL,2026-04-04/2026-04-10
2026-04-15,LUMN,13468641.65,VAL,2026-04-11/2026-04-17
2026-02-06,LUNL,212976.125,VAL,2026-01-31/2026-02-06
2026-03-23,LUNL,498060.9,VAL,2026-03-21/2026-03-27
2026-03-25,LUNL,558763.45,VAL,2026-03-21/2026-03-27
2026-03-30,LUNL,542722.55,VAL,2026-03-28/2026-04-03
2026-03-31,LUNL,562328.1,VAL,2026-03-28/2026-04-03
2026-04-01,LUNL,563584.0,VAL,2026-03-28/2026-04-03
2026-04-14,LUNL,708381.55,VAL,2026-04-11/2026-04-17
2026-04-21,LUNL,760758.3,VAL,2026-04-18/2026-04-24
2026-04-22,LUNL,770422.85,VAL,2026-04-18/2026-04-24
2026-04-24,LUNL,732633.5,VAL,2026-04-18/2026-04-24
2025-12-18,LUNR,5612023.8,TRAIN,2025-12-13/2025-12-19
2025-12-19,LUNR,5641591.65,TRAIN,2025-12-13/2025-12-19
2026-02-06,LUNR,12079736.35,VAL,2026-01-31/2026-02-06
2026-03-25,LUNR,12478075.25,VAL,2026-03-21/2026-03-27
2026-04-08,LUNR,15108991.4,VAL,2026-04-04/2026-04-10
2026-04-14,LUNR,16683763.75,VAL,2026-04-11/2026-04-17
2026-04-22,LUNR,17974977.25,VAL,2026-04-18/2026-04-24
2026-05-05,LUNR,13722379.5,VAL,2026-05-02/2026-05-08
2026-02-12,LUXE,321656.8,VAL,2026-02-07/2026-02-13
2025-07-07,LVLU,778265.05,TRAIN,2025-07-05/2025-07-11
2025-07-23,LVLU,914188.7,TRAIN,2025-07-19/2025-07-25
2025-11-13,LVLU,60005.65,TRAIN,2025-11-08/2025-11-14
2025-09-26,LVO,834161.7,TRAIN,2025-09-20/2025-09-26
