day,symbol,split,wk,n_cross,status,b0_net_R,fill,stop,level,fill_min,exit_m,exit_price,why,R,raw_R,cost_R,net_R,net_R_stopslip
2025-07-01,QNTM,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,RBRK,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0,83.51,84.375,83.54,710.337173022,719.0,84.375,stop,0.8649999999999949,-1.0,0.1466763005780349,-1.146676300578035,-1.146676300578035
2025-07-01,RDTL,TRAIN,2025-06-28/2025-07-04,2,nofill,-1.092307692307696,,,,,,,,,,,,
2025-07-01,RGTX,TRAIN,2025-06-28/2025-07-04,1,nofill,-1.0802825947334571,,,,,,,,,,,,
2025-07-01,RKLB,TRAIN,2025-06-28/2025-07-04,7,fill,1.2187500000000007,35.07,35.72,35.09,668.0015825705667,955.0,34.3,eod,0.6499999999999986,1.184615384615392,0.05670769230769418,1.1279076923076978,1.1279076923076978
2025-07-01,RKLX,TRAIN,2025-06-28/2025-07-04,15,fill,-1.0,58.25,59.65,58.29,613.28489255685,618.0,59.65,stop,1.3999999999999986,-1.0,0.1513785714285736,-1.1513785714285736,-1.1513785714285736
2025-07-01,ROBN,TRAIN,2025-06-28/2025-07-04,9,fill,-1.0,50.47,52.4367,50.5216,668.0002987981833,844.0,52.4367,stop,1.966700000000003,-1.0,0.05109439162048266,-1.0510943916204827,-1.0510943916204827
2025-07-01,SAIL,TRAIN,2025-06-28/2025-07-04,3,fill,-1.0,21.55,21.879,21.57,649.7388252326666,805.0,21.879,stop,0.3290000000000006,-1.0,0.07409057750759734,-1.0740905775075973,-1.0740905775075973
2025-07-01,SE,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,149.8,151.758,149.88,669.0255504040666,689.0,151.758,stop,1.9579999999999984,-1.0,0.056359346271697745,-1.0563593462716978,-1.0563593462716978
2025-07-01,SEI,TRAIN,2025-06-28/2025-07-04,4,fill,-1.0,28.29,28.85,28.3157,631.3632472935,631.3632472935,28.85,stop_bar,0.5600000000000023,-1.0,0.18887500000000176,-1.1888750000000017,-1.1918750000000016
2025-07-01,SEZL,TRAIN,2025-06-28/2025-07-04,5,fill,-1.0,167.0,171.1056,167.01,669.0423712536833,770.0,171.1056,stop,4.10560000000001,-1.0,0.2567763834762295,-1.2567763834762296,-1.2567763834762296
2025-07-01,SMCX,TRAIN,2025-06-28/2025-07-04,7,fill,-1.0,45.1,45.725,45.14,659.0981729080166,687.0,45.725,stop,0.625,-1.0,0.15863199999999408,-1.1586319999999941,-1.1586319999999941
2025-07-01,SMLR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,SMR,TRAIN,2025-06-28/2025-07-04,13,fill,0.5677710843373432,36.89,37.7533,36.9001,581.1920744665167,955.0,36.4,eod,0.8633000000000024,0.5675894822193914,0.06635005212556122,0.5012394300938302,0.5012394300938302
2025-07-01,SOFX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,SPOT,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,725.85,734.06,726.48,668.0002419809333,786.0,734.06,stop,8.209999999999923,-1.0,0.23712691839220132,-1.2371269183922013,-1.2371269183922013
2025-07-01,STRK,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,STRL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,TATT,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,TEM,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,TEMT,TRAIN,2025-06-28/2025-07-04,4,fill,2.0,20.17,20.5,20.18,650.08920439605,672.0,19.510000000000005,target,0.3299999999999983,2.0,0.10273333333332656,1.8972666666666735,1.8972666666666735
2025-07-01,TSMX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,TSSI,TRAIN,2025-06-28/2025-07-04,10,fill,-1.0,26.4,27.0,26.41,669.9674955322166,758.0,27.0,stop,0.6000000000000014,-1.0,0.2756666666666662,-1.2756666666666663,-1.2756666666666663
2025-07-01,TVRD,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,TW,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,TWLO,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,118.26,119.71,118.31,701.2536733069167,758.0,119.71,stop,1.4499999999999886,-1.0,0.15444275862068302,-1.1544427586206831,-1.1544427586206831
2025-07-01,TWM,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,UBRL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,USD,TRAIN,2025-06-28/2025-07-04,1,fill,-1.1520000000000057,69.0,69.77,69.03,673.6853942307333,684.0,69.884,stop,0.769999999999996,-1.1480519480519544,0.08308675324674998,-1.2311387012987045,-1.2311387012987045
2025-07-01,VRNA,TRAIN,2025-06-28/2025-07-04,6,fill,-1.0,91.0,92.065,91.03,670.24386273745,793.0,92.09,stop,1.0649999999999977,-1.0234741784037613,0.2895943661971896,-1.313068544600951,-1.313068544600951
2025-07-01,VRNT,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,VRT,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,VST,TRAIN,2025-06-28/2025-07-04,3,fill,-1.0,183.0,185.58,183.06,670.330085175,768.0,185.58,stop,2.5800000000000125,-1.0,0.12291317829457347,-1.1229131782945734,-1.1229131782945734
2025-07-01,WEBL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-01,WMB,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,AEVA,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0,26.8,27.22,26.81,602.98222243685,604.0,27.22,stop,0.41999999999999815,-1.0,0.15581904761904528,-1.1558190476190453,-1.1558190476190453
2025-07-02,AIRO,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,21.22,21.5125,21.2401,597.7935805481334,744.0,21.5125,stop,0.2925000000000004,-1.0,0.18564957264957482,-1.1856495726495748,-1.1856495726495748
2025-07-02,APEI,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,APPX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,ASTH,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,ATRO,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,BMNR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,CABO,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,CDTX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,CHYM,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,CNC,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,CRCL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,DFDV,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,ELMD,TRAIN,2025-06-28/2025-07-04,1,nofill,2.0,,,,,,,,,,,,
2025-07-02,EPAC,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,ERIE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,GNE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,GRAL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,GSHD,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,HIMZ,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,HRTG,TRAIN,2025-06-28/2025-07-04,1,fill,2.0,22.21,22.47,22.2346,631.3170491258834,688.0,21.690000000000005,target,0.259999999999998,2.0,0.5166846153846155,1.4833153846153846,1.4833153846153846
2025-07-02,INTW,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,LINC,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,LIVE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,MOH,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,MVLL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,NUTX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,OUST,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,20.39,20.64,20.4,604.9582714863334,609.0,20.64,stop,0.25,-1.0,0.0965119999999983,-1.0965119999999984,-1.0965119999999984
2025-07-02,PNRG,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,PNTG,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,SKWD,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,SLDE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,SMST,TRAIN,2025-06-28/2025-07-04,18,fill,2.0,24.6,24.96,24.61,768.5439234188,834.0,23.880000000000003,target,0.35999999999999943,2.0,0.09659999999999345,1.9034000000000066,1.9034000000000066
2025-07-02,TNXP,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,UNF,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-02,UTI,TRAIN,2025-06-28/2025-07-04,1,fill,-1.0026737967914472,30.52,30.909,30.545,672.36261883335,750.0,30.91,stop,0.38899999999999935,-1.0025706940874068,0.27296143958869307,-1.2755321336760999,-1.2755321336760999
2025-07-02,UVE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,AIRO,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,AMR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,AVBP,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,BFC,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,BOIL,TRAIN,2025-06-28/2025-07-04,4,fill,0.7261904761904787,45.3,46.15,45.32,676.0035144217167,955.0,44.7,eod,0.8500000000000014,0.7058823529411686,0.04581176470588362,0.660070588235285,0.660070588235285
2025-07-03,CEP,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,CRK,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,FC,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,FRME,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,HIMZ,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,HOOG,TRAIN,2025-06-28/2025-07-04,3,nofill,-1.0,,,,,,,,,,,,
2025-07-03,HOOX,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,LGIH,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,LIVE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,NAIL,TRAIN,2025-06-28/2025-07-04,1,fill,-0.3835616438356099,58.13,58.86,58.14,679.0758705332333,955.0,58.41,eod,0.7299999999999969,-0.3835616438356099,0.07079726027397173,-0.4543589041095817,-0.4543589041095817
2025-07-03,NGNE,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,NKTR,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
2025-07-03,NUTX,TRAIN,2025-06-28/2025-07-04,10,fill,2.0,119.0,123.086,119.01,597.37612073355,862.0,120.9926,eod_fallback,4.0859999999999985,-0.4876651982378846,0.37792425844346467,-0.8655894566813493,-0.8655894566813493
2025-07-03,PGY,TRAIN,2025-06-28/2025-07-04,2,fill,-1.0,21.26,21.73,21.26,587.6826702668,608.0,21.73,stop,0.46999999999999886,-1.0,0.03052340425531499,-1.030523404255315,-1.030523404255315
2025-07-03,RDTL,TRAIN,2025-06-28/2025-07-04,0,not_armed,,,,,,,,,,,,,
