day,symbol,range_high,range_low,open_p,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_close_position,prev_close,gap_pct,prev_day_range_pct,prev_day_close_position,price_vs_20d_high_pct,return_volatility_20d,adv20,trig_m,ssr,limit,filled,nofill,entry,exit,reason,entry_m,exit_m,R,cellC_new
2025-01-10,ACHR,10.05,9.62,9.77,4.40122824974413,2271601.0,2.147395602320884,0.1162790697674431,10.48,-6.774809160305352,10.591603053435108,0.3783783783783785,-21.683366733466936,8.290401821079803,48168053.65,575,0,9.59114,1,,9.64,9.155,eod,576.0,900.0,0.4100000000000001,0
2025-01-10,APLS,30.375,29.1,30.0,4.249999999999996,205925.0,1.3368497053249389,0.0470588235294108,33.0,-9.090909090909092,4.606060606060594,0.0263157894736837,-15.659263424233904,2.714784551936417,2226677.1428571427,576,1,29.0127,0,gap_through,,,,,,,0
2025-01-10,DYN,20.0,18.32,20.0,8.399999999999999,165862.0,4.076013348891975,0.3154761904761912,23.05,-13.232104121475055,5.726681127982648,0.4848484848484852,-23.722349351639966,3.924721118259967,1184833.4285714286,576,1,18.26504,0,gap_through,,,,,,,0
2025-01-10,GRRR,15.6,14.24,15.27,8.906352324819904,429995.0,4.046258833782153,0.1691176470588239,16.73,-8.726838015540949,18.9181111775254,0.2274881516587674,-40.99668082179607,13.237707268672006,4225591.25,578,1,14.19728,0,gap_through,,,,,,,0
2025-01-10,NTLA,11.43,10.8004,11.31,5.566755083996462,614165.0,1.7058817040857577,0.0390724269377374,12.02,-5.906821963394336,3.494176372712146,0.4523809523809513,-15.21739130434782,3.4969555225959743,2613546.714285714,576,1,10.7679988,1,,10.74,10.33,eod,577.0,900.0,0.6899999999999995,1
2025-01-10,XXII,5.7723,5.35,5.69,7.421792618629188,24833.0,2.090506566745724,0.0473596968979408,8.1,-29.75308641975308,53.333333333333336,0.5949074074074073,-42.23350253807106,2328.864977638965,4361001.9,576,1,5.33395,1,,5.3599,4.91,eod,577.0,900.0,0.4124000000000007,0
2025-01-13,ARQQ,20.0099,18.8,20.0,6.049499999999988,74984.0,3.3566736186699737,0.7645259938837942,21.92,-8.759124087591248,19.34306569343065,0.0754716981132076,-62.11403674938435,17.289661310768945,1310516.7,603,1,18.7436,1,,18.73,16.77,eod,604.0,900.0,1.2798999999999978,1
2025-01-13,BTDR,17.59,17.08,17.33,2.9428736295441524,426367.0,1.8101106778387317,0.6568627450980389,18.5,-6.324324324324333,10.270270270270265,0.8473684210526319,-35.79103371619119,8.65417404435435,9807529.15,578,0,17.02876,1,,17.0501,17.59,stop,579.0,591.0,0.5398999999999994,0
2025-01-13,ETHT,17.5499,16.26,17.52,7.362442922374426,95517.0,1.8816162130778376,0.1240406233041322,20.22,-13.353115727002963,7.86003956478733,0.4907821053293894,-48.68189806678384,7.710389824754739,1081625.85,575,1,16.21122,1,,16.19,17.5499,stop,576.0,592.0,1.3598999999999997,1
2025-01-13,ETHU,6.25,5.7888,6.23,7.402889245585871,1679904.0,1.8892377931768336,0.1166522116218557,7.23,-13.831258644536652,7.976486860304284,0.514478931853651,-49.39073923639318,7.677893171148847,21126070.2,575,1,5.7714336,0,gap_through,,,,,,,0
2025-01-13,IONQ,31.9499,29.03,29.43,9.921508664627924,2853739.0,3.3923509778900995,0.9366759135586838,32.33,-8.969996906897615,16.918960717599752,0.6983674290206398,-46.236755571793935,15.713432769792348,41580974.375,612,0,28.94291,1,,29.1152,27.74,eod,613.0,945.0,2.834699999999998,0
2025-01-13,OKLO,23.81,23.06,23.66,3.169907016060862,698610.0,1.8487634026416533,0.4400000000000024,25.24,-6.259904912836761,10.301109350237724,0.3230769230769229,-25.85396427452209,8.171058881991257,15837720.05,575,0,22.99082,1,,22.914,22.6,eod,576.0,945.0,0.8959999999999972,1
2025-01-13,QMCO,25.01,23.0,25.0,8.040000000000006,135141.0,5.295306184291222,0.7711442786069649,27.47,-8.991627229705129,22.70804514015289,0.0545055226919315,-72.41835834068844,39.77281869064981,4198540.3,587,1,22.931,1,,22.96,20.45,eod,588.0,900.0,2.0500000000000007,0
2025-01-13,QUBT,8.55,7.8638,8.01,8.56679151061174,1940043.0,3.389981432917712,0.7538618478577666,8.98,-10.801781737193773,18.37416481069041,0.109090909090909,-70.49723756906077,26.88542908570512,65192490.75,590,1,7.8402086,1,,7.853,6.6006,eod,591.0,900.0,0.697000000000001,0
2025-01-13,RDW,14.88,14.34,14.58,3.70370370370371,115468.0,1.8704708023269072,0.6944444444444433,15.51,-5.99613152804642,8.44551901998711,0.3130009924421711,-21.35922330097087,6.071836996661019,1122850.7,611,0,14.29698,1,,14.2251,13.87,eod,612.0,945.0,0.6549000000000014,1
2025-01-13,RGTI,8.1,7.07,7.33,14.051841746248286,11893119.0,4.381935859872335,0.9862135922330107,8.93,-17.917133258678607,25.86786114221725,0.2164502164502164,-65.7796451914099,21.12586187078129,196796305.55,609,1,7.04879,1,,7.0112,6.235,eod,610.0,900.0,1.0888,1
2025-01-13,SERV,17.58,16.77,17.52,4.62328767123287,847023.0,2.3656023150965755,0.2407407407407414,18.735,-6.485188150520416,13.877768881772091,0.994230769230769,-28.049281314168383,13.736134182526074,13108262.05,575,1,16.71969,1,,16.7,15.26,eod,576.0,900.0,0.879999999999999,1
2025-01-13,SPCB,9.28,8.78,8.79,5.688282138794085,48308.0,1.8990571859036436,0.6799999999999997,9.74,-9.753593429158125,20.123203285420956,0.8418367346938773,-18.611111111111125,18.69934508220633,2872928.05,609,1,8.75366,0,gap_through,,,,,,,0
2025-01-13,UMAC,12.36,11.51,11.9,7.14285714285714,177378.0,2.846023900514787,0.9058823529411764,13.0,-8.46153846153846,10.256923076923073,0.269986500674966,-45.03464203233256,13.167334254296293,4237393.55,624,1,11.47547,1,,11.4601,10.93,eod,625.0,945.0,0.8998999999999988,1
2025-01-13,WKEY,9.4,8.81,9.37,6.296691568836713,184190.0,3.552060879216508,0.5400000000000001,10.08,-7.0436507936508015,35.416666666666664,0.8319327731092437,-33.07142857142858,38.59039542108948,9568265.65,602,1,8.783570000000001,1,,8.73,8.7153,eod,603.0,899.0,0.6699999999999999,1
2025-01-14,AEHR,13.1,12.23,12.4,7.016129032258058,594316.0,3.2112069830005967,0.1379310344827578,15.99,-22.451532207629768,6.616635397123212,0.8960302457466909,-33.90191897654585,3.8307956921517134,1542183.5555555555,575,1,12.19331,0,gap_through,,,,,,,0
2025-01-14,BDMD,10.6761,10.2,10.38,4.586705202312145,40070.0,2.2215472914803693,0.714135685780297,11.11,-6.570657065706559,36.65616561656165,0.6580724370779619,-16.976604679064177,204.5413734206321,11169550.0,594,0,10.1694,0,gap_through,,,,,,,0
2025-01-14,MSTZ,17.48,17.05,17.33,2.481246393537217,618343.0,1.4916699809283198,0.0465116279069757,18.94,-8.500527983104556,15.681098204857458,0.0134680134680143,-40.05700291932427,423.2437594405109,122594280.4,575,1,16.99885,1,,16.88,17.48,stop,576.0,597.0,0.6000000000000014,1
2025-01-14,SMST,5.17,5.045,5.15,2.4271844660194173,928362.0,1.4923653845809903,0.039200000000001,5.61,-8.19964349376114,15.775401069518727,0.0169491525423735,-39.94169096209912,14.44324604547173,24740743.8,575,1,5.029865,0,gap_through,,,,,,,0
2025-01-14,TSLQ,24.7749,24.07,24.5,2.877142857142851,300362.0,1.760660870889551,0.5390835579514822,25.9,-5.4054054054054,12.432046332046342,0.0062113730240068,-20.621549467354395,9.124462604845055,12973670.85,577,0,23.99779,1,,23.94,24.7749,stop,578.0,598.0,0.8348999999999975,1
2025-01-15,CTKB,6.93,6.19,6.87,10.771470160116438,76273.0,3.075617755628972,0.148648648648648,7.26,-5.371900826446277,3.0303030303030267,0.8181818181818178,-5.890410958904106,2.16313716770615,715247.7,577,1,6.17143,0,gap_through,,,,,,,0
2025-01-15,MSTZ,16.07,15.55,15.8,3.2911392405063267,530207.0,1.678099672377649,0.3076923076923082,17.19,-8.086096567771964,15.760907504362995,0.4539918060015505,-45.34914288086112,423.26972160682095,63783926.2,598,0,15.50335,1,,15.5085,15.32,eod,599.0,900.0,0.5615000000000006,0
2025-01-15,SHLS,5.13,4.89,5.01,4.790419161676651,796677.0,2.4068720071692247,0.104166666666668,5.68,-11.795774647887324,8.274647887323955,0.0851063829787233,-21.718750000000007,3.980748601176437,6008352.5,577,1,4.87533,0,gap_through,,,,,,,0
2025-01-15,TSLQ,25.3241,24.73,25.0,2.376400000000004,238295.0,1.1805924766161169,0.6227907759636432,26.85,-6.89013035381751,13.305772811918068,0.9440183619772716,-19.001581089137137,8.92340378194612,13036558.3,580,0,24.65581,1,,24.642,22.465,eod,581.0,945.0,0.6821000000000019,1
2025-01-15,XTIA,5.78,5.6,5.61,3.208556149732631,28106.0,1.3368135782293242,0.5611111111111091,6.04,-7.11920529801324,12.251655629139076,0.2567567567567572,-32.41859512594716,4515.017640289648,590742082.9,580,0,5.5832,1,,5.5592,5.78,stop,581.0,712.0,0.22080000000000055,1
2025-01-16,ETHT,21.09,20.72,21.09,1.7543859649122855,20333.0,0.5417466519587706,0.5135135135135156,22.26,-5.256064690026961,10.96271338724169,0.7641273613899939,-38.22495606326889,8.742938323941802,1107389.8,581,0,20.65784,1,,20.5758,21.09,stop,582.0,664.0,0.5141999999999989,1
2025-01-16,ETHU,7.51,7.38,7.4999,1.733356444752595,459077.0,0.6541258468007521,0.5376923076923121,7.93,-5.423707440100876,11.020176544766718,0.7711408627989462,-39.07473598700244,8.702885362203784,21512074.45,581,0,7.35786,1,,7.3203,7.51,stop,582.0,666.0,0.1897000000000002,1
2025-01-16,RGTI,10.58,10.1,10.35,4.637681159420295,11120010.0,2.832992928401221,0.8749999999999991,10.94,-5.393053016453381,16.727605118829985,0.6612021857923492,-51.68067226890757,24.151774845224363,213845763.85,583,0,10.0697,1,,10.135,10.58,stop,584.0,589.0,0.4450000000000003,0
2025-01-17,MSTZ,13.9,13.34,13.62,4.111600587371517,1165922.0,1.5125091144947669,0.1071428571428579,15.01,-9.260493004663562,13.724183877415062,0.1407766990291257,-52.88957759729927,14.336470665629111,17462236.95,575,1,13.29998,1,,13.225,12.6099,eod,576.0,945.0,0.6750000000000007,1
2025-01-17,RGTI,11.0,10.45,10.53,5.223171889838564,7599587.0,2.2019921139520413,0.700000000000002,11.24,-6.316725978647694,15.3914590747331,0.7109826589595376,-50.84033613445379,23.25981516845799,215219050.0,614,0,10.41865,1,,10.4199,9.915,eod,615.0,945.0,0.5800999999999998,0
2025-01-21,BDMD,9.03,7.95,8.17,13.219094247246014,62605.0,5.077600982994849,0.709259259259259,8.85,-7.683615819209037,76.94802259887005,0.5580111308536102,-34.65306938612277,172.99303439588334,9245581.692307692,584,1,7.92615,0,gap_through,,,,,,,0
2025-01-21,IREN,11.4,10.9,11.22,4.45632798573975,2144109.0,2.2382719814271548,0.1402000000000001,11.99,-6.422018348623849,6.6722268557130855,0.2374999999999996,-21.262605351616497,5.1877314828018255,12567800.9,575,0,10.8673,1,,10.9595,10.73925,lock,576.0,668.0,0.4405000000000001,0
2025-01-21,SMX,5.04,4.6301,5.02,8.165338645418336,34237.0,3.226201555120144,0.0973408148328866,5.36,-6.343283582089566,13.272388059701496,0.3955580545403436,-21.56250000000001,747.7785102784284,41856233.307692304,581,1,4.6162097,1,,4.6698,4.43,eod,582.0,900.0,0.3701999999999996,0
2025-01-22,RDW,22.03,21.11,21.2,4.339622641509442,280150.0,2.348232927721492,0.989130434782607,22.33,-5.060456784594711,29.422301836094945,0.9741248097412478,-5.777777777777781,12.569805971168316,1686375.35,579,0,21.04667,1,,20.95,21.5,eod,580.0,945.0,1.0800000000000018,1
2025-01-22,WKEY,9.47,9.1616,9.42,3.273885350318478,61335.0,1.5386929563893947,0.5784695201037597,9.97,-5.516549648946848,31.69508525576729,0.8006329113924053,-30.066815144766156,20.68468739729155,2631253.9,601,0,9.1341152,1,,9.12,8.801,eod,602.0,900.0,0.3500000000000014,1
2025-01-23,ALOY,5.5199,4.58,5.23,17.97131931166347,639135.0,5.456343084135087,0.1436323013086496,5.52,-5.253623188405783,60.14311594202899,0.855447453236543,-12.831880531342184,59.49435040365256,16102079.133333333,579,1,4.56626,1,,4.555,3.97,eod,580.0,945.0,0.9649000000000001,1
2025-01-23,RGTIW,6.21,5.69,5.69,9.138840070298762,48768.0,2.014117634319218,0.9984615384615386,6.11,-6.873977086743042,18.003273322422253,0.554545454545455,-41.87946884576097,32.37803954835901,1897365.3,603,0,5.67293,1,,5.7,5.56,eod,604.0,944.0,0.5099999999999998,0
2025-01-24,DGNX,10.26,8.99,10.0,12.699999999999994,40756.0,7.339121166749739,0.1653543307086607,12.75,-21.568627450980397,100.70588235294116,0.205607476635514,0.0,0.0,0.0,586,1,8.96303,0,gap_through,,,,,,,0
2025-01-24,LTBR,9.54,9.02,9.16,5.676855895196502,523977.0,2.884702917158698,0.6309615384615408,10.16,-9.842519685039369,38.877952755905504,0.9265822784810128,-12.344497607655496,14.12932353948804,1948742.8125,576,1,8.992939999999999,0,gap_through,,,,,,,0
2025-01-27,AAOI,29.72,28.0188,28.66,5.935799023028611,303475.0,2.5537953767010864,0.2534681401363746,30.69,-6.6145324209840375,7.624633431085032,0.0213675213675217,-28.08030112923463,5.918320399195846,2795921.705882353,576,0,27.9347436,1,,27.86,24.5,eod,577.0,945.0,1.8599999999999994,1
2025-01-27,AMDL,7.17,6.955,7.14,3.0112044817927157,1011780.0,1.52842232248176,0.580930232558141,7.8,-8.461538461538463,4.829487179487186,0.2389169100079632,-21.264184025671856,4.660057617579247,10915534.65,577,1,6.934135,1,,6.9101,7.17,stop,578.0,594.0,0.2599,1
2025-01-27,APLD,8.28,7.91,8.25,4.484848484848476,1974102.0,1.6497595589719871,0.2702702702702699,8.96,-7.924107142857152,6.919642857142848,0.1290322580645164,-19.11764705882352,6.623631163279188,21871722.76470588,576,1,7.886270000000001,1,,7.85,6.4145,eod,577.0,945.0,0.4299999999999997,1
2025-01-27,BE,24.82,22.67,24.63,8.729192042224923,1322198.0,3.2376377539087584,0.1767441860465113,29.81,-17.376719221737673,7.06138879570614,0.9928741092636576,-17.418273260687343,4.032342867876229,5943369.647058823,615,1,22.60199,1,,22.455,22.45,eod,616.0,945.0,2.365000000000002,1
2025-01-27,BTDR,19.25,18.13,19.16,5.845511482254703,697934.0,2.736204443593944,0.2187500000000007,20.66,-7.260406582768635,10.0677637947725,0.5096153846153845,-29.01074472026676,7.439090572640765,7931926.95,604,1,18.07561,1,,18.04,15.655,eod,605.0,945.0,1.2100000000000009,1
2025-01-27,CIFR,5.4387,5.1649,5.43,5.042357274401466,644243.0,1.7002072683701706,0.1910153396639878,5.9,-7.966101694915265,13.640677966101697,0.366302186878728,-15.288611544461784,5.591821537219174,8606629.8,576,1,5.149405300000001,0,gap_through,,,,,,,0
2025-01-27,CLSK,10.89,10.52,10.86,3.406998158379383,1419138.0,1.722127648665802,0.2297297297297314,11.53,-5.810928013876842,7.19861231569818,0.1566265060240951,-12.419354838709683,5.363437209164737,23203208.1,577,0,10.48844,1,,10.54,10.89,stop,578.0,588.0,0.3500000000000014,0
2025-01-27,CORZ,13.25,12.4,13.25,6.415094339622638,1984423.0,2.2513061758687507,0.3705882352941172,15.98,-17.083854818523157,3.879849812265326,0.0645161290322596,-20.3630244019714,3.148562237779116,8289007.411764706,582,1,12.3628,1,,12.3,11.18,eod,583.0,945.0,0.9499999999999993,1
2025-01-27,HIMX,10.5499,9.63,10.4,8.845192307692292,1616375.0,4.572989431355364,0.2826394173279707,12.85,-19.06614785992217,16.342412451361866,0.4952380952380949,-25.233644859813083,6.514146514110209,3774331.2,576,1,9.60111,1,,9.535,9.275,eod,577.0,945.0,1.014899999999999,1
2025-01-27,HUT,24.0,22.7701,23.81,5.165476690466194,603600.0,1.6826471728819643,0.1550532563623055,26.04,-8.563748079877113,8.44854070660522,0.1909090909090901,-18.681693989071047,5.419159475139094,5300861.95,576,1,22.7017897,1,,22.66,19.5201,eod,577.0,945.0,1.3399999999999999,1
2025-01-27,IREN,11.67,10.97,11.65,6.008583690987118,2634239.0,2.7623371105573047,0.1357142857142842,13.32,-12.537537537537538,12.274774774774771,0.8134556574923549,-14.495412844036696,5.910078077745863,14131067.5,576,1,10.93709,0,gap_through,,,,,,,0
2025-01-27,LUMN,5.55,5.21,5.5,6.181818181818179,1413232.0,1.9719567183374669,0.1470588235294113,5.92,-7.094594594594593,5.067567567567564,0.4000000000000006,-10.130718954248367,2.879836389822497,8872678.88235294,595,1,5.19437,0,gap_through,,,,,,,0
2025-01-27,MARA,18.9,18.59,18.835,1.645872046721522,2146574.0,1.1064110720272773,0.1290322580645139,19.99,-5.777888944472225,6.728364182091058,0.1189591078066913,-11.050767414403778,5.159023313022944,38686377.1,576,0,18.53423,1,,18.44,18.9,stop,577.0,588.0,0.4599999999999973,1
