day,symbol,entry_m,rr_e35,why_e35,xm_e35,rpct_e35,rr_e50,why_e50,xm_e50,rpct_e50,rr_e75,why_e75,xm_e75,rpct_e75,rr_e150,why_e150,xm_e150,rpct_e150,rr_allx,why_allx,xm_allx,rpct_allx,entry_allx,rr_trig,why_trig,xm_trig,rpct_trig,entry_m_trig,entry_trig,stop_trig
2025-01-06,SPCB,571,-1.0733333333333344,stop,573,1.3452914798206392,-1.0660000000000025,stop,573,1.4925373134328142,-1.0565714285714296,stop,573,1.7369727047146473,-1.039600000000001,stop,573,2.4630541871921143,-1.171346153846151,stop,573,2.8353326063249704,9.17,-1.0761538461538485,stop,573,1.296111665004975,571,9.027,8.91
2025-01-06,STFS,571,-1.0494437577255882,stop,597,1.9824058418486439,-1.0459770114942546,stop,597,2.1287007585025726,-1.0411663807890232,stop,597,2.3715575804418,-1.031331592689296,stop,597,3.0929500121134024,-1.1184210526315785,stop,597,4.051172707889133,9.38,-1.0507185122569755,stop,597,1.9335436314008827,571,9.17745,9.0
2025-01-06,SYTA,813,0.11748689613579917,eod,956,8.27391317428765,0.09765659029532178,eod,956,8.410817781490191,0.0661251427846149,eod,956,8.638086223719762,-0.0184622575368089,eod,956,9.313174256549411,0.05448237932055471,eod,956,8.638086223719762,6.840925000000001,0.12425718721558988,eod,956,8.228187308472226,811,6.81037,6.25
2025-01-06,TSLQ,677,0.0359339592100988,eod,955,7.97150213297286,0.01686629186018152,eod,955,8.108858099938557,-0.01339973912012326,eod,955,8.336875821774942,-0.09427389505769498,eod,955,9.014189547229794,-0.025381240365231466,eod,955,8.336875821774942,25.28825,0.04244975692878341,eod,955,7.925625513896558,677,25.1753,23.18
2025-01-07,AGFY,574,-1.052879576207965,stop,602,1.8559908417619015,-1.0489382155029252,stop,602,2.0024744375204544,-1.0435306463523626,stop,602,2.2456444761370427,-1.0326930935839789,stop,602,2.9679673002049762,-1.0666666666666669,stop,602,6.976744186046516,30.1,-1.054338333753806,stop,602,1.8070656128694473,574,28.51529,28.0
2025-01-07,AMBI,747,-0.8190954773869333,eod,957,9.915296462381674,-0.8217821782178203,eod,957,10.049751243781094,-0.826086956521738,eod,957,10.272952853598033,-0.8378378378378364,eod,957,10.935960591133002,-0.8349951690821253,eod,957,10.272952853598033,5.0375000000000005,-0.8181818181818167,eod,957,9.870388833499504,747,5.015,4.52
2025-01-07,ASMB,827,-0.14172148158570988,eod,955,4.082110308444959,-0.17203936206311657,eod,955,4.225271337835323,-0.21807402659830402,eod,955,4.462925751389087,-0.32985443559461847,eod,955,5.168864723669461,-0.3826145833333328,eod,955,5.43601359003398,17.66,-0.13111601737768028,eod,955,4.034294810094212,827,17.40205,16.7
2025-01-07,BALY.T,586,2.0,target,587,2.3215699366936784,2.0,target,587,2.4673586382806874,2.0,target,587,2.7093751180864634,2.0,target,587,3.428271361056243,-1.2437341772151882,stop,907,7.563427477261857,20.89,2.0,target,587,2.2728768010688816,586,19.7591,19.31
2025-01-07,CGTL,571,2.0,target,574,2.302724777005976,2.0,target,574,2.4485416056970015,2.0,target,574,2.69060477789132,2.0,target,574,3.4096397179561415,-1.0705128205128203,stop_entry_bar,571,6.621392190152796,5.89,2.0,target,574,2.254022246984537,571,5.62683,5.5
2025-01-07,CLMB,574,-1.3001086091711618,stop,602,1.2449799007355786,-1.2679388882624931,stop,602,1.392375453122518,-1.2273257760558678,stop,602,1.637059385000651,-1.1562668507924008,stop,602,2.3638791432395494,-1.1416889185580794,stop,602,5.20017990986394,132.5108,-1.3126200436761708,stop,602,1.1957500801476917,574,127.14028,125.62
2025-01-07,COEP,754,-0.5888126113954557,eod_notape,893,45.9807933289123,-0.5901449900617864,eod_notape,893,46.06141901051093,-0.5923465360949558,eod_notape,893,46.19526164323919,-0.5988115168242764,eod_notape,893,46.59283360154038,-0.5939189137414468,eod_notape,893,46.19526164323919,7.062575000000001,-0.5883665580325779,eod_notape,893,45.9538645120274,754,7.03103,3.8
2025-01-07,CRK,839,0.1731787687988959,eod,955,8.937533206913411,0.1538805569635332,eod,955,9.073447336455306,0.12309009388103992,eod,955,9.299071536613013,0.03984738157293486,eod,955,9.969275441514865,0.1122132420157521,eod,955,9.299071536613013,18.527925000000007,0.17975575702518473,eod,955,8.892138158661595,809,18.44517,16.805
