symbol,sig_date,entry_date,exit_date,split,entry,exit,stop,r_pct,why,gross,net,net_daily,net_auction,dvol20_med,gap,vol_ratio,ret5,ret3,on20,sig_close
GSK,2025-09-30,2025-10-01,2025-10-07,TRAIN,44.22,43.5,41.1246,0.0699999,hold,-0.0162823,-0.0192157,-0.0168823,-0.0172823,1.43731e+08,0.0182482,2.82603,0.065153,0.0921053,0.00210835,43.16
ADPT,2025-09-30,2025-10-01,2025-10-07,TRAIN,14.93,14.35,13.8849,0.07,hold,-0.0388479,-0.0452355,-0.0400479,-0.0398479,2.20563e+07,0.0401188,2.53759,0.0739411,0.139375,0.0035922,14.96
AZN,2025-10-01,2025-10-02,2025-10-08,TRAIN,83.4,85.38,77.562,0.07,hold,0.023741,0.0208076,0.023141,0.022741,3.32831e+08,0.0562435,3.48765,0.119427,0.143709,-0.00106196,84.36
AYI,2025-10-01,2025-10-02,2025-10-08,TRAIN,365.3,360.65,339.729,0.07,hold,-0.0127292,-0.0156626,-0.0133292,-0.0137292,8.38839e+07,0.0620227,3.36024,0.0647347,0.0719347,0.00552621,363
ABCL,2025-10-01,2025-10-02,2025-10-08,TRAIN,6.055,6.17,5.63115,0.07,hold,0.0189927,0.0126051,0.0177927,0.0179927,1.80796e+07,0.00795233,2.97031,0.249476,0.257384,0.00416704,5.96
NVS,2025-10-01,2025-10-02,2025-10-08,TRAIN,131.02,132.31,121.849,0.07,hold,0.00984573,0.00691233,0.00924573,0.00884573,1.45948e+08,0.00592637,2.77722,0.0708944,0.0652648,-0.000853765,131.72
STX,2025-10-01,2025-10-02,2025-10-06,TRAIN,263.3,242.83,244.869,0.07,stop,-0.0777439,-0.0806773,-0.078344,-0.0787439,9.16336e+08,-0.00728631,2.27328,0.148145,0.180819,0.00462195,256.84
NG,2025-10-01,2025-10-02,2025-10-08,TRAIN,10.22,10.31,9.5046,0.07,hold,0.00880623,0.00241863,0.00760623,0.00780623,2.44327e+07,-0.0147727,2.26645,0.317708,0.219277,0.00453402,10.12
USAR,2025-10-02,2025-10-03,2025-10-09,TRAIN,26.09,31.07,24.2637,0.07,hold,0.190878,0.187944,0.190278,0.189878,8.67138e+07,0.00543189,4.07512,0.248488,0.294755,0.00619438,22.71
BKKT,2025-10-02,2025-10-03,2025-10-09,TRAIN,40.8,38.21,37.944,0.07,hold,-0.0634804,-0.069868,-0.0646804,-0.0644804,1.88314e+07,0.0527086,2.99037,1.35749,0.718982,0.0332925,43.92
SHLS,2025-10-02,2025-10-03,2025-10-09,TRAIN,9.005,9,8.37465,0.07,hold,-0.000555277,-0.00694288,-0.00175528,-0.00155528,3.52215e+07,0.126104,2.4457,0.175462,0.188,0.00965734,8.91
LAC,2025-10-03,2025-10-06,2025-10-06,TRAIN,9.45,8.45,8.7885,0.07,stop,-0.10582,-0.112208,-0.10702,-0.10682,2.78973e+07,0.016035,3.32317,0.42812,0.583187,0.0454127,9.04
NB,2025-10-03,2025-10-06,2025-10-10,TRAIN,9,10.39,8.37,0.07,hold,0.154444,0.148057,0.153244,0.153444,3.32415e+07,0.0621301,2.83696,0.164223,0.188623,0.0142124,7.94
BTU,2025-10-03,2025-10-06,2025-10-10,TRAIN,32.48,30.89,30.2064,0.07,hold,-0.0489532,-0.0518866,-0.0495532,-0.0499532,1.25995e+08,0.00989425,2.29875,0.304525,0.206636,0.000589922,32
GRAL,2025-10-03,2025-10-06,2025-10-06,TRAIN,66.47,61.7,61.8171,0.07,stop,-0.0717617,-0.0781493,-0.0729617,-0.0727617,4.16491e+07,0.0350688,2.28565,0.314581,0.10849,0.00435275,65.545
SHOP,2025-10-03,2025-10-06,2025-10-10,TRAIN,166.55,151.02,154.892,0.07,stop,-0.0932453,-0.0961787,-0.0938453,-0.0942453,1.00006e+09,0.0104429,2.23214,0.148948,0.0843146,0.000624266,161.14
CRML,2025-10-06,2025-10-07,2025-10-07,TRAIN,11.17,10.02,10.3881,0.0699999,stop,-0.102954,-0.109342,-0.104154,-0.103954,2.77868e+07,0.440476,33.0269,0.783077,0.634697,0.0309135,11.59
SANM,2025-10-06,2025-10-07,2025-10-07,TRAIN,140.37,125.62,130.544,0.07,stop,-0.105079,-0.108013,-0.105679,-0.106079,6.91725e+07,0.404716,6.84,0.232503,0.201511,0.0206682,140
AMD,2025-10-06,2025-10-07,2025-10-13,TRAIN,214.85,216.42,199.811,0.07,hold,0.00730741,0.00437401,0.00670741,0.00630741,6.59995e+09,0.375144,5.69566,0.262457,0.242059,0.0199253,203.71
SLDP,2025-10-06,2025-10-07,2025-10-13,TRAIN,5.83,6.3,5.4219,0.07,hold,0.0806175,0.0742299,0.0794175,0.0796175,3.74286e+07,0.0300925,4.90167,0.639205,0.555256,0.00756862,5.77
NNE,2025-10-06,2025-10-07,2025-10-08,TRAIN,55,47.04,51.15,0.07,stop,-0.144727,-0.147661,-0.145327,-0.145727,9.19834e+07,0.0321419,2.58446,0.37021,0.371261,0.000200531,53.63
POET,2025-10-07,2025-10-08,2025-10-10,TRAIN,8.525,7.63,7.92825,0.07,stop,-0.104985,-0.111373,-0.106185,-0.105985,1.31614e+07,0.0548589,11.9817,0.422383,0.212308,0.0163309,7.88
TMC,2025-10-07,2025-10-08,2025-10-14,TRAIN,9.04,10.69,8.4072,0.07,hold,0.182522,0.176134,0.181322,0.181522,4.24908e+07,0.0395077,4.43679,0.456829,0.303371,0.00932441,9.28
BKSY,2025-10-07,2025-10-08,2025-10-10,TRAIN,31.22,26.75,29.0346,0.07,stop,-0.143177,-0.149565,-0.144377,-0.144177,3.81926e+07,0.0181946,2.65508,0.496278,0.238193,0.00335593,30.15
STOK,2025-10-08,2025-10-09,2025-10-15,TRAIN,30.4,35.6,28.272,0.07,hold,0.171053,0.164665,0.169853,0.170053,2.35457e+07,0.00476015,4.31427,0.292921,0.193271,0.00269019,30.5
SPPP,2025-10-08,2025-10-09,2025-10-15,TRAIN,15.19,15.12,14.1267,0.07,hold,-0.00460827,-0.0109959,-0.00580827,-0.00560827,1.69874e+07,0.0354359,4.16191,0.112012,0.0950654,0.00696363,15.09
IE,2025-10-08,2025-10-09,2025-10-15,TRAIN,15.48,16.99,14.3964,0.07,hold,0.0975453,0.0911577,0.0963453,0.0965453,1.83316e+07,0.0101326,3.6228,0.183456,0.161576,0.00426322,14.45
ASTS,2025-10-08,2025-10-09,2025-10-15,TRAIN,80.705,95.69,75.0556,0.07,hold,0.185676,0.182743,0.185076,0.184676,5.39576e+08,0.134582,3.18655,0.426062,0.198347,0.0142753,81.2
MT,2025-10-08,2025-10-09,2025-10-10,TRAIN,40.58,37.18,37.7394,0.07,stop,-0.0837852,-0.0901728,-0.0849852,-0.0847852,3.80449e+07,0.0477055,2.52479,0.0695062,0.0656079,0.00647635,40.93
DELL,2025-10-08,2025-10-09,2025-10-10,TRAIN,164.32,150.57,152.818,0.07,stop,-0.0836782,-0.0866116,-0.0842782,-0.0846782,8.45382e+08,0.0254525,2.52423,0.0992117,0.169035,0.0070764,164.53
NTLA,2025-10-08,2025-10-09,2025-10-15,TRAIN,25.29,25.93,23.5197,0.07,hold,0.0253065,0.0223731,0.0247065,0.0243065,9.77529e+07,0,2.46559,0.304371,0.225952,0.0145175,24.47
TAC,2025-10-08,2025-10-09,2025-10-15,TRAIN,15.6,17.04,14.508,0.07,hold,0.0923077,0.0859201,0.0911077,0.0913077,1.40197e+07,0.00466669,2.37509,0.131159,0.0787836,0.00124367,15.61
CRSP,2025-10-08,2025-10-09,2025-10-13,TRAIN,77.8,68.29,72.354,0.07,stop,-0.122237,-0.12517,-0.122837,-0.123237,1.39068e+08,0.00807142,2.24018,0.16052,0.133451,0.00380041,76.78
PATH,2025-10-09,2025-10-10,2025-10-10,TRAIN,18.58,17.05,17.2794,0.07,stop,-0.0823466,-0.08528,-0.0829466,-0.0833466,1.6317e+08,0.055199,4.34409,0.451765,0.274793,0.0244024,18.51
BKD,2025-10-09,2025-10-10,2025-10-16,TRAIN,8.9,8.66,8.277,0.07,hold,-0.0269663,-0.0333539,-0.0281663,-0.0279663,2.29389e+07,0.0258621,2.68666,0.0546318,0.107232,0.00171587,8.88
USAR,2025-10-09,2025-10-10,2025-10-16,TRAIN,34.235,28.54,31.8386,0.07,stop,-0.16635,-0.169284,-0.16695,-0.16735,1.34296e+08,0.0623612,2.33386,0.36812,0.180471,0.0254872,31.07
PTGX,2025-10-10,2025-10-13,2025-10-13,TRAIN,85.28,79.17,79.3104,0.07,stop,-0.0716463,-0.0745797,-0.0722463,-0.0726463,5.41504e+07,0.00522077,6.9304,0.341971,0.328853,0.00145487,87
APLD,2025-10-10,2025-10-13,2025-10-17,TRAIN,36.38,34.24,33.8334,0.07,hold,-0.0588235,-0.0617569,-0.0594235,-0.0598235,6.23574e+08,0.263913,3.69283,0.281191,0.245055,0.0220827,33.99
UAMY,2025-10-10,2025-10-13,2025-10-16,TRAIN,14.69,12.56,13.6617,0.07,stop,-0.144997,-0.14793,-0.145597,-0.145997,6.6174e+07,0.102941,2.85665,0.575484,0.403448,0.0363334,12.21
NAMS,2025-10-10,2025-10-13,2025-10-17,TRAIN,36.76,36.4,34.1868,0.07,hold,-0.00979316,-0.0161808,-0.0109932,-0.0107932,2.41703e+07,0.0125737,2.3337,0.208021,0.150264,0.00230897,37.05
NB,2025-10-10,2025-10-13,2025-10-15,TRAIN,10.835,9.69,10.0766,0.07,stop,-0.105676,-0.112064,-0.106876,-0.106676,4.81279e+07,0.0761585,2.18654,0.308564,0.141758,0.0280106,10.39
ABVX,2025-10-10,2025-10-13,2025-10-17,TRAIN,97,92.73,90.21,0.07,hold,-0.0440206,-0.046954,-0.0446206,-0.0450206,6.5555e+07,0.0342126,2.00138,0.117374,0.0776922,0.00566661,93.77
NVTS,2025-10-13,2025-10-14,2025-10-20,TRAIN,12.45,17.1,11.5785,0.07,hold,0.373494,0.370561,0.372894,0.372494,2.02658e+08,0.0449575,3.75247,0.226322,0.288114,0.0111078,9.97
ASPI,2025-10-13,2025-10-14,2025-10-16,TRAIN,13.2,11.05,12.276,0.07,stop,-0.162879,-0.165812,-0.163479,-0.163879,6.00794e+07,0.0908194,3.61813,0.48495,0.46213,0.00640337,13.32
CRML,2025-10-13,2025-10-14,2025-10-15,TRAIN,30.25,22.72,28.1325,0.07,stop,-0.248926,-0.255313,-0.250126,-0.249926,3.74935e+07,0.148865,3.49165,1.00863,0.974555,0.0528285,23.28
ABAT,2025-10-13,2025-10-14,2025-10-15,TRAIN,10.035,8.95,9.33255,0.07,stop,-0.108122,-0.111055,-0.108722,-0.109122,6.69762e+07,0.17037,3.22743,0.720149,0.541806,0.0259789,9.22
MP,2025-10-13,2025-10-14,2025-10-15,TRAIN,97.79,89.85,90.9447,0.07,stop,-0.0811944,-0.0841278,-0.0817944,-0.0821944,9.51466e+08,0.107991,2.96066,0.278891,0.34665,0.0177401,95.06
IDR,2025-10-13,2025-10-14,2025-10-15,TRAIN,50.75,46.94,47.1975,0.07,stop,-0.0750739,-0.0814615,-0.0762739,-0.0760739,2.0126e+07,0.137058,2.14109,0.209366,0.153083,0.013528,48.81
AREC,2025-10-14,2025-10-15,2025-10-15,TRAIN,6.12,5.01,5.6916,0.07,stop,-0.181373,-0.18776,-0.182573,-0.182373,1.59568e+07,0.206827,7.10673,0.750643,0.685644,0.0361525,6.81
VERI,2025-10-15,2025-10-16,2025-10-17,TRAIN,6.95,6.25,6.4635,0.07,stop,-0.100719,-0.107107,-0.101919,-0.101719,3.58537e+07,0.451465,5.8106,0.667992,0.75891,0.0350026,8.39
RING,2025-10-15,2025-10-16,2025-10-21,TRAIN,70.57,61.86,65.6301,0.07,stop,-0.123424,-0.129811,-0.124624,-0.124424,3.65593e+07,0.0161675,4.46369,0.0376712,0.0870379,0.00819463,69.69
GRID,2025-10-15,2025-10-16,2025-10-22,TRAIN,155.57,152.36,144.68,0.0699999,hold,-0.0206338,-0.0270214,-0.0218338,-0.0216338,3.98391e+07,0.00958121,3.96253,0.0085386,0.0348448,0.00295133,154.73
INDI,2025-10-15,2025-10-16,2025-10-16,TRAIN,6.005,5.51,5.58465,0.07,stop,-0.0824313,-0.0888189,-0.0836313,-0.0834313,1.93161e+07,0.0422662,2.67924,0.297357,0.419277,0.00720523,5.89
XERS,2025-10-15,2025-10-16,2025-10-22,TRAIN,9.26,9.07,8.6118,0.07,hold,-0.0205184,-0.026906,-0.0217184,-0.0215184,1.47624e+07,0.0024631,2.64718,0.130488,0.1602,0.0023473,9.27
TTI,2025-10-15,2025-10-16,2025-10-16,TRAIN,7.68,7.08,7.1424,0.07,stop,-0.078125,-0.0845126,-0.079325,-0.079125,1.03676e+07,0.0269886,2.49001,0.366726,0.366726,0.0038329,7.64
STOK,2025-10-15,2025-10-16,2025-10-16,TRAIN,37.69,34.17,35.0517,0.0699999,stop,-0.0933935,-0.0997811,-0.0945935,-0.0943935,2.73721e+07,0.000572443,2.31589,0.167213,0.179198,0.00417497,35.6
FSLR,2025-10-15,2025-10-16,2025-10-22,TRAIN,242.1,223.36,225.153,0.07,stop,-0.077406,-0.0803394,-0.0780061,-0.0784061,4.92257e+08,0.0323486,2.066,0.0563167,0.0818467,0.00362291,244.4
MVST,2025-10-15,2025-10-16,2025-10-17,TRAIN,6.82,5.83,6.3426,0.07,stop,-0.145161,-0.151549,-0.146361,-0.146161,3.76397e+07,0.0476191,2.04937,0.382743,0.443418,0.00693956,6.25
PRAX,2025-10-16,2025-10-17,2025-10-23,TRAIN,178.9,178.01,166.377,0.07,hold,-0.00497484,-0.0113624,-0.00617484,-0.00597484,2.04674e+07,1.76007,33.2635,1.97133,2.10871,0.0879783,162.71
BBVA,2025-10-16,2025-10-17,2025-10-23,TRAIN,19.63,19.66,18.2559,0.07,hold,0.00152826,-0.00485934,0.000328263,0.000528263,2.02522e+07,-0.0142388,6.02035,0.0541126,0.0621592,0.000341892,19.48
VIAV,2025-10-16,2025-10-17,2025-10-23,TRAIN,13.21,13.42,12.2853,0.07,hold,0.015897,0.00950943,0.014697,0.014897,2.54308e+07,0.00768638,4.09544,0.0521327,0.0579824,0.00253396,13.32
SLI,2025-10-16,2025-10-17,2025-10-23,TRAIN,4.385,4.11,4.07805,0.07,hold,-0.0627138,-0.0691014,-0.0639138,-0.0637138,2.01715e+07,0.0898438,2.87943,0.222222,0.0247147,0.0276442,5.39
ASX,2025-10-16,2025-10-17,2025-10-23,TRAIN,12.79,12.82,11.8947,0.07,hold,0.00234556,-0.000587838,0.00174556,0.00134556,6.88376e+07,0.0569991,2.3471,0.0742955,0.0724638,0.00540749,12.58
MUX,2025-10-16,2025-10-17,2025-10-21,TRAIN,22.12,19.77,20.5716,0.0699999,stop,-0.106239,-0.112626,-0.107439,-0.107239,3.24461e+07,0.0669457,2.08862,0.192025,0.11811,0.0183497,22.72
IRON,2025-10-17,2025-10-20,2025-10-23,TRAIN,90.19,83.69,83.8767,0.07,stop,-0.0720701,-0.0784577,-0.0732701,-0.0730701,2.45176e+07,0.149812,5.84323,0.286695,0.232055,0.00927261,89.94
ATAI,2025-10-17,2025-10-20,2025-10-21,TRAIN,6.7,5.87,6.231,0.07,stop,-0.123881,-0.130268,-0.125081,-0.124881,2.50305e+07,0.0100365,4.683,0.264706,0.0749999,0.00666526,6.45
GILD,2025-10-17,2025-10-20,2025-10-24,TRAIN,122.59,120.94,114.009,0.07,hold,-0.0134594,-0.0163928,-0.0140594,-0.0144594,8.24929e+08,0.0151888,2.04388,0.0480458,0.0365462,0.00230446,122.81
CELC,2025-10-20,2025-10-21,2025-10-21,TRAIN,71.07,65.5,66.0951,0.07,stop,-0.0783734,-0.084761,-0.0795734,-0.0793734,4.79571e+07,0.524827,6.64081,0.488716,0.410754,0.0257141,70.58
J,2025-10-20,2025-10-21,2025-10-27,TRAIN,162.58,161,151.199,0.07,hold,-0.0097183,-0.0126517,-0.0103183,-0.0107183,1.28561e+08,0.00978184,3.40365,0.0562667,0.0120775,0.00212996,162.57
GRAL,2025-10-20,2025-10-21,2025-10-21,TRAIN,90.13,83.71,83.8209,0.07,stop,-0.0712304,-0.0741638,-0.0718304,-0.0722304,6.81929e+07,0.147949,3.0832,0.303946,0.216234,0.0143703,91.85
ROIV,2025-10-20,2025-10-21,2025-10-27,TRAIN,17.65,18.81,16.4145,0.07,hold,0.0657223,0.0627889,0.0651223,0.0647223,1.17262e+08,0.00289679,2.4087,0.0943862,0.0441436,0.00149623,17.74
CLF,2025-10-20,2025-10-21,2025-10-21,TRAIN,15.48,13.39,14.3964,0.07,stop,-0.135013,-0.137946,-0.135613,-0.136013,3.86544e+08,0.172673,2.16239,0.16992,0.159857,0.0114401,16.18
AEIS,2025-10-20,2025-10-21,2025-10-27,TRAIN,196.57,205.12,182.81,0.07,hold,0.0434959,0.0405625,0.0428959,0.0424959,6.63353e+07,0.00276065,2.05713,0.0839418,0.0393767,0.00368298,197.44
GM,2025-10-21,2025-10-22,2025-10-28,TRAIN,67.05,69.87,62.3565,0.07,hold,0.0420581,0.0391247,0.0414581,0.0410581,4.82743e+08,0.0993103,5.40725,0.165704,0.161842,0.00807356,66.62
VICR,2025-10-21,2025-10-22,2025-10-28,TRAIN,79.73,89.65,74.1489,0.07,hold,0.12442,0.118032,0.12322,0.12342,1.48913e+07,0.0621985,5.09121,0.226468,0.0881429,0.00829031,65.8
BTSG,2025-10-21,2025-10-22,2025-10-28,TRAIN,32.3,34,30.039,0.07,hold,0.0526316,0.0496982,0.0520316,0.0516316,1.11109e+08,-0.0180505,3.01749,0.0778743,0.0950763,-0.00595653,32.25
MMM,2025-10-21,2025-10-22,2025-10-28,TRAIN,167.16,166.83,155.459,0.07,hold,-0.00197417,-0.00490757,-0.00257417,-0.00297417,3.71553e+08,0.0208037,2.70055,0.0925064,0.100588,0.00292642,166.64
RTX,2025-10-21,2025-10-22,2025-10-28,TRAIN,174.49,178.67,162.276,0.07,hold,0.0239555,0.0210221,0.0233555,0.0229555,7.39294e+08,0.0690684,2.59068,0.0855709,0.101815,0.00661408,173.04
VMI,2025-10-21,2025-10-22,2025-10-28,TRAIN,417.48,417.39,388.256,0.07,hold,-0.00021559,-0.00314899,-0.00081559,-0.00121559,5.80614e+07,0.0222754,2.26238,0.0274377,0.0201807,0.00454825,414.53
WBD,2025-10-21,2025-10-22,2025-10-28,TRAIN,20.68,20.99,19.2324,0.07,hold,0.0149903,0.0120569,0.0143903,0.0139903,4.66978e+08,0.0742358,2.25836,0.130701,0.111536,0.00634787,20.33
TNL,2025-10-22,2025-10-23,2025-10-28,TRAIN,69.52,64.65,64.6536,0.07,stop,-0.0700517,-0.0764393,-0.0712517,-0.0710517,3.53531e+07,0.0299984,3.96871,0.159755,0.163228,0.00243469,69.91
APH,2025-10-22,2025-10-23,2025-10-29,TRAIN,129.6,139.75,120.528,0.07,hold,0.0783179,0.0753845,0.0777179,0.0773179,8.02697e+08,0.0876728,3.2469,0.0265127,0.0261042,0.00839086,128.93
RZLT,2025-10-22,2025-10-23,2025-10-23,TRAIN,9.79,9.02,9.1047,0.07,stop,-0.0786516,-0.0850392,-0.0798516,-0.0796516,1.20772e+07,0.0282167,2.68574,0.0922222,0.131185,0.0056313,9.83
CRS,2025-10-23,2025-10-24,2025-10-30,TRAIN,302.99,318.87,281.781,0.07,hold,0.052411,0.0494776,0.051811,0.051411,1.94301e+08,0.0932636,5.08118,0.261003,0.241965,0.00741292,300.27
PI,2025-10-23,2025-10-24,2025-10-30,TRAIN,244.37,206.08,227.264,0.07,stop,-0.156689,-0.159622,-0.157289,-0.157689,8.24646e+07,0.00212789,3.46595,0.197944,0.185693,0.00215385,241.17
GTX,2025-10-23,2025-10-24,2025-10-30,TRAIN,15.14,16.85,14.0802,0.07,hold,0.112946,0.106558,0.111746,0.111946,2.80939e+07,0.18705,3.34281,0.164587,0.1944,0.0103931,14.93
VAL,2025-10-23,2025-10-24,2025-10-30,TRAIN,56.3,57.7,52.359,0.07,hold,0.0248668,0.0219334,0.0242668,0.0238668,5.61148e+07,0.0319128,3.00974,0.16947,0.150123,0.00109378,56.31
RTO,2025-10-23,2025-10-24,2025-10-30,TRAIN,29.41,27.5,27.3513,0.07,hold,-0.0649439,-0.0713315,-0.0661439,-0.0659439,1.44217e+07,0.106681,3.00254,0.112444,0.107876,0.00889522,29.68
NOK,2025-10-23,2025-10-24,2025-10-30,TRAIN,6.145,7.13,5.71485,0.07,hold,0.160293,0.15736,0.159693,0.159293,2.03554e+08,0.0612612,2.74225,0.0862677,0.0805604,0.00640599,6.17
SR,2025-10-23,2025-10-24,2025-10-30,TRAIN,88.69,87.48,82.4817,0.07,hold,-0.013643,-0.0200306,-0.014843,-0.014643,3.08772e+07,0.00516474,2.42937,0.0417109,0.0136437,0.00234331,88.41
FIX,2025-10-24,2025-10-27,2025-10-31,TRAIN,998.76,965.58,928.847,0.07,hold,-0.0332212,-0.0361546,-0.0338212,-0.0342212,2.54527e+08,0.157576,3.06225,0.185694,0.183636,0.0135438,981.66
RNA,2025-10-27,2025-10-28,2025-11-03,TRAIN,69.92,69.8,65.0256,0.07,hold,-0.0017162,-0.0046496,-0.0023162,-0.0027162,7.1657e+07,0.430621,43.4447,0.42828,0.493811,0.0255854,70
QCOM,2025-10-27,2025-10-28,2025-11-03,TRAIN,183.925,180.72,171.05,0.07,hold,-0.0174256,-0.020359,-0.0180256,-0.0184256,1.16519e+09,5.91278e-05,10.9455,0.123563,0.108761,0.00153624,187.68
BBIO,2025-10-27,2025-10-28,2025-11-03,TRAIN,63.02,61.98,58.6086,0.07,hold,-0.0165027,-0.0194361,-0.0171027,-0.0175027,9.18514e+07,0.0504977,4.73267,0.129855,0.193839,0.004547,63.56
ARQT,2025-10-28,2025-10-29,2025-11-04,TRAIN,25.835,24.01,24.0265,0.07,stop,-0.0706406,-0.0770282,-0.0718406,-0.0716406,3.62276e+07,0.145621,6.40618,0.208818,0.24253,0.0092852,24.95
W,2025-10-28,2025-10-29,2025-11-04,TRAIN,105.63,99.43,98.2359,0.07,hold,-0.0586954,-0.0616288,-0.0592954,-0.0596954,2.53398e+08,0.139387,5.57548,0.316524,0.281521,0.0106149,106.52
CCJ,2025-10-28,2025-10-29,2025-11-04,TRAIN,104.16,96.95,96.8688,0.07,hold,-0.0692205,-0.0721539,-0.0698205,-0.0702205,3.8418e+08,0.160586,4.97007,0.291652,0.238818,0.0123938,106.91
WGS,2025-10-28,2025-10-29,2025-11-04,TRAIN,136.54,139.485,126.982,0.07,hold,0.0215688,0.0186354,0.0209688,0.0205688,5.81049e+07,-0.0160723,3.76316,0.128932,0.0991445,0.00691618,137.47
VOD,2025-10-28,2025-10-29,2025-11-04,TRAIN,12.16,11.2,11.3088,0.07,stop,-0.0789474,-0.0818808,-0.0795474,-0.0799474,5.551e+07,0,3.44969,0.0629886,0.0493139,0.00057767,12.235
CX,2025-10-28,2025-10-29,2025-11-04,TRAIN,10.32,10.04,9.5976,0.07,hold,-0.0271317,-0.0300651,-0.0277317,-0.0281317,7.25517e+07,0.0235043,2.79477,0.123362,0.102894,0.00205983,10.29
CLS,2025-10-28,2025-10-29,2025-11-04,TRAIN,340,335.79,316.2,0.07,hold,-0.0123823,-0.0153157,-0.0129823,-0.0133823,7.05741e+08,0.146412,2.76643,0.23333,0.154635,0.020523,326.45
ATI,2025-10-28,2025-10-29,2025-11-04,TRAIN,100,96.02,93,0.07,hold,-0.0398,-0.0427334,-0.0404,-0.0408,9.73389e+07,0.0838513,2.75186,0.168525,0.100279,0.00831688,98.53
FLS,2025-10-29,2025-10-30,2025-11-05,TRAIN,69,69.9,64.17,0.07,hold,0.0130435,0.0101101,0.0124435,0.0120435,8.34005e+07,0.0921003,5.95176,0.331852,0.291198,0.0080111,68.95
INDV,2025-10-30,2025-10-31,2025-11-06,TRAIN,29.68,31.87,27.6024,0.07,hold,0.0737871,0.0673995,0.0725871,0.0727871,3.12646e+07,0.18859,7.39734,0.152294,0.175545,0.010572,29.13
VIAV,2025-10-30,2025-10-31,2025-11-06,TRAIN,17.315,17.54,16.103,0.07,hold,0.0129945,0.00660693,0.0117945,0.0119945,2.81544e+07,0.133763,6.55841,0.274218,0.225806,0.0123898,17.1
CALX,2025-10-30,2025-10-31,2025-11-06,TRAIN,69.72,64.37,64.8396,0.07,stop,-0.0767355,-0.0831231,-0.0779355,-0.0777355,2.5398e+07,0.0536718,5.87354,0.130984,0.115227,0.0045708,68.04
GH,2025-10-30,2025-10-31,2025-11-06,TRAIN,91.39,96.25,84.9927,0.07,hold,0.0531787,0.0502453,0.0525787,0.0521787,1.30751e+08,0.245192,5.25692,0.332516,0.304305,0.0166317,92.41
GSAT,2025-10-30,2025-10-31,2025-11-06,TRAIN,49.25,48.25,45.8025,0.07,hold,-0.0203046,-0.0266922,-0.0215046,-0.0213046,4.59438e+07,-0.0057776,4.87981,0.152519,0.19118,0.00634822,50.78
FORM,2025-10-30,2025-10-31,2025-11-04,TRAIN,57.98,51.72,53.9214,0.07,stop,-0.107968,-0.114356,-0.109168,-0.108968,4.00592e+07,0.138935,4.62959,0.383053,0.353667,0.0177298,59.25
CHRW,2025-10-30,2025-10-31,2025-11-06,TRAIN,154.8,148.23,143.964,0.07,hold,-0.0424419,-0.0453753,-0.0430419,-0.0434419,1.82901e+08,0.156361,3.8022,0.234989,0.200062,0.00949959,154.88
ATEC,2025-10-31,2025-11-03,2025-11-07,TRAIN,18.845,19.8,17.5259,0.0699999,hold,0.0506766,0.044289,0.0494766,0.0496766,3.13788e+07,0.226271,5.46632,0.178771,0.140541,0.0138789,18.99
TERN,2025-11-03,2025-11-04,2025-11-10,TRAIN,15.5,19.12,14.415,0.07,hold,0.233548,0.227161,0.232348,0.232548,1.27504e+07,0.700969,19.1715,0.740695,0.749376,0.026436,14.03
MD,2025-11-03,2025-11-04,2025-11-10,TRAIN,21.08,22.57,19.6044,0.07,hold,0.0706831,0.0642955,0.0694831,0.0696831,1.08507e+07,0.150265,4.13177,0.208716,0.179631,0.00772161,21.08
IDXX,2025-11-03,2025-11-04,2025-11-10,TRAIN,717.44,709.59,667.219,0.07,hold,-0.0109416,-0.013875,-0.0115416,-0.0119416,2.49677e+08,0.100856,3.84146,0.116682,0.151802,0.00718176,722.94
XMTR,2025-11-04,2025-11-05,2025-11-11,TRAIN,61.1,65.59,56.823,0.07,hold,0.0734861,0.0670985,0.0722861,0.0724861,2.7152e+07,0.141857,5.59784,0.267868,0.290602,0.00766218,62.62
EXPD,2025-11-04,2025-11-05,2025-11-11,TRAIN,134.17,139.51,124.778,0.07,hold,0.0398002,0.0368668,0.0392002,0.0388002,1.08392e+08,0.0606729,4.45846,0.136767,0.129295,0.00415263,135.73
AUPH,2025-11-04,2025-11-05,2025-11-11,TRAIN,13.78,15.68,12.8154,0.07,hold,0.137881,0.131493,0.136681,0.136881,1.31002e+07,0.025057,3.87481,0.12985,0.177393,0.00106485,14.27
SANM,2025-11-04,2025-11-05,2025-11-11,TRAIN,162.01,169.17,150.669,0.07,hold,0.0441948,0.0412614,0.0435948,0.0431948,7.79026e+07,0.0688329,2.82429,0.212692,0.207411,0.0078351,163.58
FN,2025-11-04,2025-11-05,2025-11-11,TRAIN,460.85,449.29,428.591,0.07,hold,-0.0250841,-0.0280175,-0.0256841,-0.0260841,1.94609e+08,0.0383747,2.42948,0.0503702,0.0493151,0.0101455,459.6
AEIS,2025-11-05,2025-11-06,2025-11-12,TRAIN,225.9,212.79,210.087,0.07,hold,-0.0580345,-0.0609679,-0.0586345,-0.0590345,8.24867e+07,0.135914,6.30918,0.0853161,0.113797,0.00890817,225.8
TEVA,2025-11-05,2025-11-06,2025-11-12,TRAIN,24.05,25.83,22.3665,0.07,hold,0.0740125,0.0710791,0.0734125,0.0730125,1.70172e+08,0.127077,6.2938,0.216016,0.201172,0.00720226,24.6
