day,symbol,entry_m,pond,ctrl,rr_X0,why_X0,rr_G3,why_G3
2025-01-15,WOLF,611,ORB,BBAI,-1.0299519487453281,stop,-1.0299519487453281,stop
2025-01-15,WOLF,611,ORB,HIVE,0.7537000506167622,eod,0.7537000506167622,eod
2025-01-15,WOLF,611,ORB,IREN,-1.0299519487453295,stop,-1.0299519487453295,stop
2025-01-15,WOLF,611,ORB,QUBT,2.0,target,-1.0299519487453308,stop
2025-01-15,WOLF,611,ORB,RCAT,1.7947422751568776,eod,1.7947422751568776,eod
2025-01-15,WOLF,611,ORB,ACHR,-0.38084053266063844,eod,-0.38084053266063844,eod
2025-01-15,XXII,591,ORB,COMP,0.8556006493506483,eod,0.8556006493506483,eod
2025-01-15,XXII,591,ORB,ARRY,-0.23490566037735747,eod,-0.23490566037735747,eod
2025-01-15,XXII,591,ORB,VNET,0.17643253234750458,eod,0.17643253234750458,eod
2025-01-15,XXII,591,ORB,RUM,0.08095680445889346,eod,0.08095680445889346,eod
2025-01-15,XXII,591,ORB,HE,0.2719719133996479,eod,0.2719719133996479,eod
2025-01-15,XXII,591,ORB,LUMN,-0.036725663716814606,eod,-0.036725663716814606,eod
2025-01-15,XXII,591,ORB,PDYN,-0.4753778629493389,eod,-0.4753778629493389,eod
2025-01-15,XXII,591,ORB,CIFR,0.21411132437619973,eod,0.21411132437619973,eod
2025-01-15,XXII,591,ORB,BFLY,0.5563611491108064,eod,0.5563611491108064,eod
2025-01-15,XXII,591,ORB,POET,-0.04464143426294688,eod,-0.04464143426294688,eod
2025-01-15,XXII,591,ORB,BLND,0.49237288135593155,eod,0.49237288135593155,eod
2025-01-15,XXII,591,ORB,HTZ,0.24225888324873013,eod,0.24225888324873013,eod
2025-01-15,GRAL,737,BF,AXGN,0.05263243434760308,eod,0.05263243434760308,eod
2025-01-15,GRAL,737,BF,CSTL,0.15796109993293103,eod,0.15796109993293103,eod
2025-01-15,GRAL,737,BF,STAA,-0.15830559625084012,eod,-0.15830559625084012,eod
2025-01-15,GRAL,737,BF,ARQQ,0.16809755944262653,eod,0.16809755944262653,eod
2025-01-15,GRAL,737,BF,STFS,-1.1539834620626976,stop,-1.1539834620626976,stop
2025-01-15,GRAL,737,BF,TSSI,0.06430159906809334,eod,0.06430159906809334,eod
2025-01-15,GRAL,737,BF,RIGL,0.21798078188758568,eod,0.21798078188758568,eod
2025-01-15,GRAL,737,BF,COEP,-1.0112173038229386,stop,-1.0112173038229386,stop
2025-01-15,WKEY,581,BF,COGT,-0.013835070497868963,eod,-0.013835070497868963,eod
2025-01-15,WKEY,581,BF,BDMD,2.0,target,-1.0662299044270762,stop
2025-01-15,WKEY,581,BF,DTIL,-0.0815157132953257,eod,-0.0815157132953257,eod
2025-01-15,WKEY,581,BF,TSSI,0.019550344162061126,eod,0.019550344162061126,eod
2025-01-15,WKEY,581,BF,EWCZ,0.22029286362772996,eod,0.22029286362772996,eod
2025-01-15,WKEY,581,BF,SPCB,-1.0213851440655561,stop,-1.0213851440655561,stop
2025-01-15,WKEY,581,BF,STFS,2.0,target,-1.0213851440655561,stop
2025-01-15,WKEY,581,BF,CMTL,-1.0213851440655564,stop,-1.0213851440655564,stop
2025-01-15,WKEY,581,BF,GRRR,1.5646363672119081,eod,1.5646363672119081,eod
2025-01-15,WKEY,581,BF,COEP,2.0,target,1.7963387213100876,eod
2025-01-15,XXII,591,BF,SPCB,1.4494802494802497,eod,1.4494802494802497,eod
2025-01-15,XXII,591,BF,DTIL,-0.061313909774435855,eod,-0.061313909774435855,eod
2025-01-15,XXII,591,BF,GRRR,0.6128909695837292,eod,0.6128909695837292,eod
2025-01-15,XXII,591,BF,COGT,-0.04817392587491527,eod,-0.04817392587491527,eod
2025-01-15,XXII,591,BF,BDMD,-1.0349134991615416,stop,-1.0349134991615416,stop
2025-01-15,XXII,591,BF,EWCZ,0.06268882175226557,eod,0.06268882175226557,eod
2025-01-15,XXII,591,BF,CMTL,0.3074074074074077,eod,0.3074074074074077,eod
2025-01-15,XXII,591,BF,STFS,-1.0072999999999996,stop,-1.0072999999999996,stop
2025-01-16,ARQQ,577,ORB,CPRX,-0.12791111711480857,eod,-0.12791111711480857,eod
2025-01-16,ARQQ,577,ORB,GPRE,-0.14537360082146322,eod,-0.14537360082146322,eod
2025-01-16,ARQQ,577,ORB,IMNM,-0.7213634715749498,eod,-0.7213634715749498,eod
2025-01-16,ARQQ,577,ORB,HUYA,-0.5171998204569408,eod,-0.5171998204569408,eod
2025-01-16,ARQQ,577,ORB,HNST,-0.1510307404335631,eod,-0.1510307404335631,eod
2025-01-16,ARQQ,577,ORB,API,0.5605530902066715,eod,0.5605530902066715,eod
2025-01-16,ARQQ,577,ORB,ALT,0.27854787920302787,eod,0.27854787920302787,eod
2025-01-16,ARQQ,577,ORB,MBLY,-0.23457156731964804,eod,-0.23457156731964804,eod
2025-01-16,ARQQ,577,ORB,SOFI,0.2136474184605527,eod,0.2136474184605527,eod
2025-01-16,ARQQ,577,ORB,RIVN,0.09347500514991275,eod,0.09347500514991275,eod
2025-01-16,ARQQ,577,ORB,QUBT,-1.0079382738202045,stop,-1.0079382738202045,stop
2025-01-16,ARQQ,577,BF,STFS,0.4965707677891411,eod,0.4965707677891411,eod
2025-01-16,ARQQ,577,BF,GRAL,-0.2550962048991606,eod,-0.2550962048991606,eod
2025-01-16,ARQQ,577,BF,TSSI,-0.5057370018655061,eod,-0.5057370018655061,eod
2025-01-16,ARQQ,577,BF,EWCZ,-0.09070847748841519,eod,-0.09070847748841519,eod
2025-01-16,ARQQ,577,BF,NGNE,-0.031133313306331057,eod,-0.031133313306331057,eod
2025-01-16,ARQQ,577,BF,WKEY,-0.38290559204201075,eod,-0.38290559204201075,eod
2025-01-16,ARQQ,577,BF,EHTH,0.29389940014242494,eod,0.29389940014242494,eod
2025-01-16,ARQQ,577,BF,LENZ,-0.027807962996192065,eod,-0.027807962996192065,eod
2025-01-16,KLXE,693,BF,RADX,-1.5980471074134317,stop,-1.5980471074134317,stop
2025-01-16,KLXE,693,BF,BBCP,-0.5765781795546598,eod,-0.5765781795546598,eod
2025-01-17,LAES,597,ORB,AIFF,-0.2042161606245457,eod,-0.2042161606245457,eod
2025-01-17,LAES,597,ORB,CLSK,-0.284471964807323,eod,-0.284471964807323,eod
2025-01-17,LAES,597,ORB,CIFR,-1.0224247948951692,stop,-1.0224247948951692,stop
2025-01-17,LAES,597,ORB,IBRX,-1.02242479489517,stop,-1.02242479489517,stop
